forest,plan,year,live_carbon_t_per_ha,soil_carbon_t_per_ha,product_carbon_t_per_ha,substitution_credit_t_carbon_per_ha,total_co2e_t_per_ha
old-growth coastal conifer reserve,no_harvest,1,244.4309,128.0043,0.0,0.0,1365.5959
old-growth coastal conifer reserve,no_harvest,2,244.856,128.0086,0.0,0.0,1367.1702
old-growth coastal conifer reserve,no_harvest,3,245.2754,128.0128,0.0,0.0,1368.7233
old-growth coastal conifer reserve,no_harvest,4,245.6891,128.0169,0.0,0.0,1370.2553
old-growth coastal conifer reserve,no_harvest,5,246.0972,128.021,0.0,0.0,1371.7665
old-growth coastal conifer reserve,no_harvest,6,246.4997,128.025,0.0,0.0,1373.2572
old-growth coastal conifer reserve,no_harvest,7,246.8967,128.029,0.0,0.0,1374.7275
old-growth coastal conifer reserve,no_harvest,8,247.2883,128.0329,0.0,0.0,1376.1778
old-growth coastal conifer reserve,no_harvest,9,247.6746,128.0367,0.0,0.0,1377.6082
old-growth coastal conifer reserve,no_harvest,10,248.0555,128.0406,0.0,0.0,1379.019
old-growth coastal conifer reserve,no_harvest,11,248.4313,128.0443,0.0,0.0,1380.4104
old-growth coastal conifer reserve,no_harvest,12,248.8018,128.048,0.0,0.0,1381.7826
old-growth coastal conifer reserve,no_harvest,13,249.1672,128.0517,0.0,0.0,1383.136
old-growth coastal conifer reserve,no_harvest,14,249.5276,128.0553,0.0,0.0,1384.4706
old-growth coastal conifer reserve,no_harvest,15,249.883,128.0588,0.0,0.0,1385.7867
old-growth coastal conifer reserve,no_harvest,16,250.2334,128.0623,0.0,0.0,1387.0845
old-growth coastal conifer reserve,no_harvest,17,250.579,128.0658,0.0,0.0,1388.3643
old-growth coastal conifer reserve,no_harvest,18,250.9198,128.0692,0.0,0.0,1389.6262
old-growth coastal conifer reserve,no_harvest,19,251.2558,128.0726,0.0,0.0,1390.8706
old-growth coastal conifer reserve,no_harvest,20,251.5871,128.0759,0.0,0.0,1392.0975
old-growth coastal conifer reserve,no_harvest,21,251.9137,128.0791,0.0,0.0,1393.3072
old-growth coastal conifer reserve,no_harvest,22,252.2358,128.0824,0.0,0.0,1394.4998
old-growth coastal conifer reserve,no_harvest,23,252.5533,128.0855,0.0,0.0,1395.6757
old-growth coastal conifer reserve,no_harvest,24,252.8663,128.0887,0.0,0.0,1396.835
old-growth coastal conifer reserve,no_harvest,25,253.175,128.0917,0.0,0.0,1397.9779
old-growth coastal conifer reserve,no_harvest,26,253.4792,128.0948,0.0,0.0,1399.1046
old-growth coastal conifer reserve,no_harvest,27,253.7791,128.0978,0.0,0.0,1400.2153
old-growth coastal conifer reserve,no_harvest,28,254.0747,128.1007,0.0,0.0,1401.3101
old-growth coastal conifer reserve,no_harvest,29,254.3662,128.1037,0.0,0.0,1402.3893
old-growth coastal conifer reserve,no_harvest,30,254.6534,128.1065,0.0,0.0,1403.4531
old-growth coastal conifer reserve,no_harvest,31,254.9365,128.1094,0.0,0.0,1404.5017
old-growth coastal conifer reserve,no_harvest,32,255.2156,128.1122,0.0,0.0,1405.5351
old-growth coastal conifer reserve,no_harvest,33,255.4906,128.1149,0.0,0.0,1406.5537
old-growth coastal conifer reserve,no_harvest,34,255.7617,128.1176,0.0,0.0,1407.5576
old-growth coastal conifer reserve,no_harvest,35,256.0289,128.1203,0.0,0.0,1408.5469
old-growth coastal conifer reserve,no_harvest,36,256.2921,128.1229,0.0,0.0,1409.5218
old-growth coastal conifer reserve,no_harvest,37,256.5516,128.1255,0.0,0.0,1410.4826
old-growth coastal conifer reserve,no_harvest,38,256.8072,128.1281,0.0,0.0,1411.4293
old-growth coastal conifer reserve,no_harvest,39,257.0591,128.1306,0.0,0.0,1412.3622
old-growth coastal conifer reserve,no_harvest,40,257.3073,128.1331,0.0,0.0,1413.2814
old-growth coastal conifer reserve,no_harvest,41,257.5519,128.1355,0.0,0.0,1414.1871
old-growth coastal conifer reserve,no_harvest,42,257.7928,128.1379,0.0,0.0,1415.0794
old-growth coastal conifer reserve,no_harvest,43,258.0302,128.1403,0.0,0.0,1415.9585
old-growth coastal conifer reserve,no_harvest,44,258.264,128.1426,0.0,0.0,1416.8245
old-growth coastal conifer reserve,no_harvest,45,258.4944,128.1449,0.0,0.0,1417.6777
old-growth coastal conifer reserve,no_harvest,46,258.7213,128.1472,0.0,0.0,1418.5181
old-growth coastal conifer reserve,no_harvest,47,258.9449,128.1494,0.0,0.0,1419.3458
old-growth coastal conifer reserve,no_harvest,48,259.165,128.1517,0.0,0.0,1420.1612
old-growth coastal conifer reserve,no_harvest,49,259.3819,128.1538,0.0,0.0,1420.9642
old-growth coastal conifer reserve,no_harvest,50,259.5954,128.156,0.0,0.0,1421.7551
old-growth coastal conifer reserve,no_harvest,51,259.8058,128.1581,0.0,0.0,1422.534
old-growth coastal conifer reserve,no_harvest,52,260.0129,128.1601,0.0,0.0,1423.3009
old-growth coastal conifer reserve,no_harvest,53,260.2168,128.1622,0.0,0.0,1424.0562
old-growth coastal conifer reserve,no_harvest,54,260.4176,128.1642,0.0,0.0,1424.7998
old-growth coastal conifer reserve,no_harvest,55,260.6153,128.1662,0.0,0.0,1425.5319
old-growth coastal conifer reserve,no_harvest,56,260.8099,128.1681,0.0,0.0,1426.2527
old-growth coastal conifer reserve,no_harvest,57,261.0015,128.17,0.0,0.0,1426.9623
old-growth coastal conifer reserve,no_harvest,58,261.1901,128.1719,0.0,0.0,1427.6608
old-growth coastal conifer reserve,no_harvest,59,261.3758,128.1738,0.0,0.0,1428.3484
old-growth coastal conifer reserve,no_harvest,60,261.5585,128.1756,0.0,0.0,1429.025
old-growth coastal conifer reserve,no_harvest,61,261.7403,128.1774,0.0,0.0,1429.6984
old-growth coastal conifer reserve,no_harvest,62,261.9213,128.1792,0.0,0.0,1430.3685
old-growth coastal conifer reserve,no_harvest,63,262.1013,128.181,0.0,0.0,1431.0353
old-growth coastal conifer reserve,no_harvest,64,262.2805,128.1828,0.0,0.0,1431.6987
old-growth coastal conifer reserve,no_harvest,65,262.4588,128.1846,0.0,0.0,1432.3589
old-growth coastal conifer reserve,no_harvest,66,262.6362,128.1864,0.0,0.0,1433.0159
old-growth coastal conifer reserve,no_harvest,67,262.8127,128.1881,0.0,0.0,1433.6696
old-growth coastal conifer reserve,no_harvest,68,262.9883,128.1899,0.0,0.0,1434.32
old-growth coastal conifer reserve,no_harvest,69,263.1631,128.1916,0.0,0.0,1434.9672
old-growth coastal conifer reserve,no_harvest,70,263.337,128.1934,0.0,0.0,1435.6112
old-growth coastal conifer reserve,no_harvest,71,263.51,128.1951,0.0,0.0,1436.252
old-growth coastal conifer reserve,no_harvest,72,263.6822,128.1968,0.0,0.0,1436.8896
old-growth coastal conifer reserve,no_harvest,73,263.8535,128.1985,0.0,0.0,1437.524
old-growth coastal conifer reserve,no_harvest,74,264.0239,128.2002,0.0,0.0,1438.1552
old-growth coastal conifer reserve,no_harvest,75,264.1935,128.2019,0.0,0.0,1438.7833
old-growth coastal conifer reserve,no_harvest,76,264.3623,128.2036,0.0,0.0,1439.4082
old-growth coastal conifer reserve,no_harvest,77,264.5301,128.2053,0.0,0.0,1440.03
old-growth coastal conifer reserve,no_harvest,78,264.6972,128.207,0.0,0.0,1440.6486
old-growth coastal conifer reserve,no_harvest,79,264.8634,128.2086,0.0,0.0,1441.2641
old-growth coastal conifer reserve,no_harvest,80,265.0288,128.2103,0.0,0.0,1441.8766
old-growth coastal conifer reserve,no_harvest,81,265.1933,128.2119,0.0,0.0,1442.4859
old-growth coastal conifer reserve,no_harvest,82,265.357,128.2136,0.0,0.0,1443.0921
old-growth coastal conifer reserve,no_harvest,83,265.5199,128.2152,0.0,0.0,1443.6953
old-growth coastal conifer reserve,no_harvest,84,265.6819,128.2168,0.0,0.0,1444.2954
old-growth coastal conifer reserve,no_harvest,85,265.8431,128.2184,0.0,0.0,1444.8924
old-growth coastal conifer reserve,no_harvest,86,266.0035,128.22,0.0,0.0,1445.4864
old-growth coastal conifer reserve,no_harvest,87,266.1631,128.2216,0.0,0.0,1446.0774
old-growth coastal conifer reserve,no_harvest,88,266.3219,128.2232,0.0,0.0,1446.6654
old-growth coastal conifer reserve,no_harvest,89,266.4798,128.2248,0.0,0.0,1447.2504
old-growth coastal conifer reserve,no_harvest,90,266.637,128.2264,0.0,0.0,1447.8323
old-growth coastal conifer reserve,no_harvest,91,266.7933,128.2279,0.0,0.0,1448.4113
old-growth coastal conifer reserve,no_harvest,92,266.9489,128.2295,0.0,0.0,1448.9873
old-growth coastal conifer reserve,no_harvest,93,267.1036,128.231,0.0,0.0,1449.5604
old-growth coastal conifer reserve,no_harvest,94,267.2576,128.2326,0.0,0.0,1450.1305
old-growth coastal conifer reserve,no_harvest,95,267.4107,128.2341,0.0,0.0,1450.6977
old-growth coastal conifer reserve,no_harvest,96,267.5631,128.2356,0.0,0.0,1451.2619
old-growth coastal conifer reserve,no_harvest,97,267.7147,128.2371,0.0,0.0,1451.8233
old-growth coastal conifer reserve,no_harvest,98,267.8654,128.2387,0.0,0.0,1452.3817
old-growth coastal conifer reserve,no_harvest,99,268.0155,128.2402,0.0,0.0,1452.9372
old-growth coastal conifer reserve,no_harvest,100,268.1647,128.2416,0.0,0.0,1453.4899
old-growth coastal conifer reserve,selective_60_year,0,244.0,128.0,0.0,0.0,1364.0
old-growth coastal conifer reserve,selective_60_year,1,244.4309,128.0043,0.0,0.0,1365.5959
old-growth coastal conifer reserve,selective_60_year,2,244.856,128.0086,0.0,0.0,1367.1702
old-growth coastal conifer reserve,selective_60_year,3,245.2754,128.0128,0.0,0.0,1368.7233
old-growth coastal conifer reserve,selective_60_year,4,245.6891,128.0169,0.0,0.0,1370.2553
old-growth coastal conifer reserve,selective_60_year,5,246.0972,128.021,0.0,0.0,1371.7665
old-growth coastal conifer reserve,selective_60_year,6,246.4997,128.025,0.0,0.0,1373.2572
old-growth coastal conifer reserve,selective_60_year,7,246.8967,128.029,0.0,0.0,1374.7275
old-growth coastal conifer reserve,selective_60_year,8,247.2883,128.0329,0.0,0.0,1376.1778
old-growth coastal conifer reserve,selective_60_year,9,247.6746,128.0367,0.0,0.0,1377.6082
old-growth coastal conifer reserve,selective_60_year,10,248.0555,128.0406,0.0,0.0,1379.019
old-growth coastal conifer reserve,selective_60_year,11,248.4313,128.0443,0.0,0.0,1380.4104
old-growth coastal conifer reserve,selective_60_year,12,248.8018,128.048,0.0,0.0,1381.7826
old-growth coastal conifer reserve,selective_60_year,13,249.1672,128.0517,0.0,0.0,1383.136
old-growth coastal conifer reserve,selective_60_year,14,249.5276,128.0553,0.0,0.0,1384.4706
old-growth coastal conifer reserve,selective_60_year,15,249.883,128.0588,0.0,0.0,1385.7867
old-growth coastal conifer reserve,selective_60_year,16,250.2334,128.0623,0.0,0.0,1387.0845
old-growth coastal conifer reserve,selective_60_year,17,250.579,128.0658,0.0,0.0,1388.3643
old-growth coastal conifer reserve,selective_60_year,18,250.9198,128.0692,0.0,0.0,1389.6262
old-growth coastal conifer reserve,selective_60_year,19,251.2558,128.0726,0.0,0.0,1390.8706
old-growth coastal conifer reserve,selective_60_year,20,251.5871,128.0759,0.0,0.0,1392.0975
old-growth coastal conifer reserve,selective_60_year,21,251.9137,128.0791,0.0,0.0,1393.3072
old-growth coastal conifer reserve,selective_60_year,22,252.2358,128.0824,0.0,0.0,1394.4998
old-growth coastal conifer reserve,selective_60_year,23,252.5533,128.0855,0.0,0.0,1395.6757
old-growth coastal conifer reserve,selective_60_year,24,252.8663,128.0887,0.0,0.0,1396.835
old-growth coastal conifer reserve,selective_60_year,25,253.175,128.0917,0.0,0.0,1397.9779
old-growth coastal conifer reserve,selective_60_year,26,253.4792,128.0948,0.0,0.0,1399.1046
old-growth coastal conifer reserve,selective_60_year,27,253.7791,128.0978,0.0,0.0,1400.2153
old-growth coastal conifer reserve,selective_60_year,28,254.0747,128.1007,0.0,0.0,1401.3101
old-growth coastal conifer reserve,selective_60_year,29,254.3662,128.1037,0.0,0.0,1402.3893
old-growth coastal conifer reserve,selective_60_year,30,254.6534,128.1065,0.0,0.0,1403.4531
old-growth coastal conifer reserve,selective_60_year,31,254.9365,128.1094,0.0,0.0,1404.5017
old-growth coastal conifer reserve,selective_60_year,32,255.2156,128.1122,0.0,0.0,1405.5351
old-growth coastal conifer reserve,selective_60_year,33,255.4906,128.1149,0.0,0.0,1406.5537
old-growth coastal conifer reserve,selective_60_year,34,255.7617,128.1176,0.0,0.0,1407.5576
old-growth coastal conifer reserve,selective_60_year,35,256.0289,128.1203,0.0,0.0,1408.5469
old-growth coastal conifer reserve,selective_60_year,36,256.2921,128.1229,0.0,0.0,1409.5218
old-growth coastal conifer reserve,selective_60_year,37,256.5516,128.1255,0.0,0.0,1410.4826
old-growth coastal conifer reserve,selective_60_year,38,256.8072,128.1281,0.0,0.0,1411.4293
old-growth coastal conifer reserve,selective_60_year,39,257.0591,128.1306,0.0,0.0,1412.3622
old-growth coastal conifer reserve,selective_60_year,40,257.3073,128.1331,0.0,0.0,1413.2814
old-growth coastal conifer reserve,selective_60_year,41,257.5519,128.1355,0.0,0.0,1414.1871
old-growth coastal conifer reserve,selective_60_year,42,257.7928,128.1379,0.0,0.0,1415.0794
old-growth coastal conifer reserve,selective_60_year,43,258.0302,128.1403,0.0,0.0,1415.9585
old-growth coastal conifer reserve,selective_60_year,44,258.264,128.1426,0.0,0.0,1416.8245
old-growth coastal conifer reserve,selective_60_year,45,258.4944,128.1449,0.0,0.0,1417.6777
old-growth coastal conifer reserve,selective_60_year,46,258.7213,128.1472,0.0,0.0,1418.5181
old-growth coastal conifer reserve,selective_60_year,47,258.9449,128.1494,0.0,0.0,1419.3458
old-growth coastal conifer reserve,selective_60_year,48,259.165,128.1517,0.0,0.0,1420.1612
old-growth coastal conifer reserve,selective_60_year,49,259.3819,128.1538,0.0,0.0,1420.9642
old-growth coastal conifer reserve,selective_60_year,50,259.5954,128.156,0.0,0.0,1421.7551
old-growth coastal conifer reserve,selective_60_year,51,259.8058,128.1581,0.0,0.0,1422.534
old-growth coastal conifer reserve,selective_60_year,52,260.0129,128.1601,0.0,0.0,1423.3009
old-growth coastal conifer reserve,selective_60_year,53,260.2168,128.1622,0.0,0.0,1424.0562
old-growth coastal conifer reserve,selective_60_year,54,260.4176,128.1642,0.0,0.0,1424.7998
old-growth coastal conifer reserve,selective_60_year,55,260.6153,128.1662,0.0,0.0,1425.5319
old-growth coastal conifer reserve,selective_60_year,56,260.8099,128.1681,0.0,0.0,1426.2527
old-growth coastal conifer reserve,selective_60_year,57,261.0015,128.17,0.0,0.0,1426.9623
old-growth coastal conifer reserve,selective_60_year,58,261.1901,128.1719,0.0,0.0,1427.6608
old-growth coastal conifer reserve,selective_60_year,59,261.3758,128.1738,0.0,0.0,1428.3484
old-growth coastal conifer reserve,selective_60_year,60,261.5585,128.1756,0.0,0.0,1429.025
old-growth coastal conifer reserve,selective_60_year,61,188.4531,129.7897,65.9586,11.3449,1450.3361
old-growth coastal conifer reserve,selective_60_year,62,188.8793,129.794,64.1232,11.1744,1444.56
old-growth coastal conifer reserve,selective_60_year,63,189.3047,129.7982,62.4545,11.011,1439.4178
old-growth coastal conifer reserve,selective_60_year,64,189.7294,129.8025,60.9285,10.8536,1434.8184
old-growth coastal conifer reserve,selective_60_year,65,190.1534,129.8067,59.5249,10.7019,1430.685
old-growth coastal conifer reserve,selective_60_year,66,190.5765,129.811,58.2264,10.555,1426.9529
old-growth coastal conifer reserve,selective_60_year,67,190.9989,129.8152,57.0188,10.4127,1423.5672
old-growth coastal conifer reserve,selective_60_year,68,191.4204,129.8194,55.8898,10.2745,1420.4818
old-growth coastal conifer reserve,selective_60_year,69,191.8412,129.8236,54.829,10.1401,1417.6574
old-growth coastal conifer reserve,selective_60_year,70,192.2612,129.8278,53.8277,10.009,1415.061
old-growth coastal conifer reserve,selective_60_year,71,192.6803,129.832,52.8786,9.8812,1412.6644
old-growth coastal conifer reserve,selective_60_year,72,193.0987,129.8362,51.9754,9.7564,1410.444
old-growth coastal conifer reserve,selective_60_year,73,193.5162,129.8404,51.1127,9.6343,1408.3795
old-growth coastal conifer reserve,selective_60_year,74,193.9329,129.8445,50.2861,9.5148,1406.4536
old-growth coastal conifer reserve,selective_60_year,75,194.3487,129.8487,49.4917,9.3978,1404.6517
old-growth coastal conifer reserve,selective_60_year,76,194.7637,129.8528,48.7262,9.2831,1402.9614
old-growth coastal conifer reserve,selective_60_year,77,195.1779,129.857,47.9868,9.1707,1401.3719
old-growth coastal conifer reserve,selective_60_year,78,195.5912,129.8611,47.2712,9.0603,1399.8741
old-growth coastal conifer reserve,selective_60_year,79,196.0036,129.8652,46.5773,8.952,1398.46
old-growth coastal conifer reserve,selective_60_year,80,196.4152,129.8693,45.9033,8.8456,1397.1228
old-growth coastal conifer reserve,selective_60_year,81,196.826,129.8735,45.2477,8.7411,1395.8568
old-growth coastal conifer reserve,selective_60_year,82,197.2358,129.8776,44.6092,8.6384,1394.6568
old-growth coastal conifer reserve,selective_60_year,83,197.6448,129.8816,43.9866,8.5374,1393.5182
old-growth coastal conifer reserve,selective_60_year,84,198.0529,129.8857,43.3789,8.4381,1392.4374
old-growth coastal conifer reserve,selective_60_year,85,198.4601,129.8898,42.7853,8.3405,1391.4107
old-growth coastal conifer reserve,selective_60_year,86,198.8664,129.8939,42.2049,8.2444,1390.4352
old-growth coastal conifer reserve,selective_60_year,87,199.2718,129.8979,41.6372,8.1499,1389.5083
old-growth coastal conifer reserve,selective_60_year,88,199.6763,129.902,41.0815,8.0569,1388.6275
old-growth coastal conifer reserve,selective_60_year,89,200.0799,129.906,40.5372,7.9653,1387.7907
old-growth coastal conifer reserve,selective_60_year,90,200.4825,129.91,40.0038,7.8752,1386.9959
old-growth coastal conifer reserve,selective_60_year,91,200.8843,129.914,39.481,7.7865,1386.2414
old-growth coastal conifer reserve,selective_60_year,92,201.2851,129.918,38.9684,7.6991,1385.5257
old-growth coastal conifer reserve,selective_60_year,93,201.685,129.922,38.4655,7.613,1384.8472
old-growth coastal conifer reserve,selective_60_year,94,202.084,129.926,37.972,7.5283,1384.2045
old-growth coastal conifer reserve,selective_60_year,95,202.482,129.93,37.4877,7.4448,1383.5966
old-growth coastal conifer reserve,selective_60_year,96,202.8791,129.934,37.0122,7.3625,1383.0221
old-growth coastal conifer reserve,selective_60_year,97,203.2753,129.9379,36.5453,7.2815,1382.48
old-growth coastal conifer reserve,selective_60_year,98,203.6704,129.9419,36.0867,7.2016,1381.9693
old-growth coastal conifer reserve,selective_60_year,99,204.0647,129.9458,35.6363,7.1229,1381.489
old-growth coastal conifer reserve,selective_60_year,100,204.458,129.9498,35.1937,7.0454,1381.0383
old-growth coastal conifer reserve,extended_50_year,0,244.0,128.0,0.0,0.0,1364.0
old-growth coastal conifer reserve,extended_50_year,1,244.4309,128.0043,0.0,0.0,1365.5959
old-growth coastal conifer reserve,extended_50_year,2,244.856,128.0086,0.0,0.0,1367.1702
old-growth coastal conifer reserve,extended_50_year,3,245.2754,128.0128,0.0,0.0,1368.7233
old-growth coastal conifer reserve,extended_50_year,4,245.6891,128.0169,0.0,0.0,1370.2553
old-growth coastal conifer reserve,extended_50_year,5,246.0972,128.021,0.0,0.0,1371.7665
old-growth coastal conifer reserve,extended_50_year,6,246.4997,128.025,0.0,0.0,1373.2572
old-growth coastal conifer reserve,extended_50_year,7,246.8967,128.029,0.0,0.0,1374.7275
old-growth coastal conifer reserve,extended_50_year,8,247.2883,128.0329,0.0,0.0,1376.1778
old-growth coastal conifer reserve,extended_50_year,9,247.6746,128.0367,0.0,0.0,1377.6082
old-growth coastal conifer reserve,extended_50_year,10,248.0555,128.0406,0.0,0.0,1379.019
old-growth coastal conifer reserve,extended_50_year,11,248.4313,128.0443,0.0,0.0,1380.4104
old-growth coastal conifer reserve,extended_50_year,12,248.8018,128.048,0.0,0.0,1381.7826
old-growth coastal conifer reserve,extended_50_year,13,249.1672,128.0517,0.0,0.0,1383.136
old-growth coastal conifer reserve,extended_50_year,14,249.5276,128.0553,0.0,0.0,1384.4706
old-growth coastal conifer reserve,extended_50_year,15,249.883,128.0588,0.0,0.0,1385.7867
old-growth coastal conifer reserve,extended_50_year,16,250.2334,128.0623,0.0,0.0,1387.0845
old-growth coastal conifer reserve,extended_50_year,17,250.579,128.0658,0.0,0.0,1388.3643
old-growth coastal conifer reserve,extended_50_year,18,250.9198,128.0692,0.0,0.0,1389.6262
old-growth coastal conifer reserve,extended_50_year,19,251.2558,128.0726,0.0,0.0,1390.8706
old-growth coastal conifer reserve,extended_50_year,20,251.5871,128.0759,0.0,0.0,1392.0975
old-growth coastal conifer reserve,extended_50_year,21,251.9137,128.0791,0.0,0.0,1393.3072
old-growth coastal conifer reserve,extended_50_year,22,252.2358,128.0824,0.0,0.0,1394.4998
old-growth coastal conifer reserve,extended_50_year,23,252.5533,128.0855,0.0,0.0,1395.6757
old-growth coastal conifer reserve,extended_50_year,24,252.8663,128.0887,0.0,0.0,1396.835
old-growth coastal conifer reserve,extended_50_year,25,253.175,128.0917,0.0,0.0,1397.9779
old-growth coastal conifer reserve,extended_50_year,26,253.4792,128.0948,0.0,0.0,1399.1046
old-growth coastal conifer reserve,extended_50_year,27,253.7791,128.0978,0.0,0.0,1400.2153
old-growth coastal conifer reserve,extended_50_year,28,254.0747,128.1007,0.0,0.0,1401.3101
old-growth coastal conifer reserve,extended_50_year,29,254.3662,128.1037,0.0,0.0,1402.3893
old-growth coastal conifer reserve,extended_50_year,30,254.6534,128.1065,0.0,0.0,1403.4531
old-growth coastal conifer reserve,extended_50_year,31,254.9365,128.1094,0.0,0.0,1404.5017
old-growth coastal conifer reserve,extended_50_year,32,255.2156,128.1122,0.0,0.0,1405.5351
old-growth coastal conifer reserve,extended_50_year,33,255.4906,128.1149,0.0,0.0,1406.5537
old-growth coastal conifer reserve,extended_50_year,34,255.7617,128.1176,0.0,0.0,1407.5576
old-growth coastal conifer reserve,extended_50_year,35,256.0289,128.1203,0.0,0.0,1408.5469
old-growth coastal conifer reserve,extended_50_year,36,256.2921,128.1229,0.0,0.0,1409.5218
old-growth coastal conifer reserve,extended_50_year,37,256.5516,128.1255,0.0,0.0,1410.4826
old-growth coastal conifer reserve,extended_50_year,38,256.8072,128.1281,0.0,0.0,1411.4293
old-growth coastal conifer reserve,extended_50_year,39,257.0591,128.1306,0.0,0.0,1412.3622
old-growth coastal conifer reserve,extended_50_year,40,257.3073,128.1331,0.0,0.0,1413.2814
old-growth coastal conifer reserve,extended_50_year,41,257.5519,128.1355,0.0,0.0,1414.1871
old-growth coastal conifer reserve,extended_50_year,42,257.7928,128.1379,0.0,0.0,1415.0794
old-growth coastal conifer reserve,extended_50_year,43,258.0302,128.1403,0.0,0.0,1415.9585
old-growth coastal conifer reserve,extended_50_year,44,258.264,128.1426,0.0,0.0,1416.8245
old-growth coastal conifer reserve,extended_50_year,45,258.4944,128.1449,0.0,0.0,1417.6777
old-growth coastal conifer reserve,extended_50_year,46,258.7213,128.1472,0.0,0.0,1418.5181
old-growth coastal conifer reserve,extended_50_year,47,258.9449,128.1494,0.0,0.0,1419.3458
old-growth coastal conifer reserve,extended_50_year,48,259.165,128.1517,0.0,0.0,1420.1612
old-growth coastal conifer reserve,extended_50_year,49,259.3819,128.1538,0.0,0.0,1420.9642
old-growth coastal conifer reserve,extended_50_year,50,259.5954,128.156,0.0,0.0,1421.7551
old-growth coastal conifer reserve,extended_50_year,51,150.6873,130.5587,98.2066,16.2586,1450.9411
old-growth coastal conifer reserve,extended_50_year,52,151.1908,130.5637,95.1046,15.9956,1440.4672
old-growth coastal conifer reserve,extended_50_year,53,151.689,130.5687,92.3074,15.7447,1431.136
old-growth coastal conifer reserve,extended_50_year,54,152.1821,130.5736,89.7704,15.5044,1422.7786
old-growth coastal conifer reserve,extended_50_year,55,152.67,130.5785,87.4558,15.2737,1415.2526
old-growth coastal conifer reserve,extended_50_year,56,153.1527,130.5833,85.3319,15.0515,1408.4378
old-growth coastal conifer reserve,extended_50_year,57,153.6302,130.5881,83.3719,14.837,1402.2328
old-growth coastal conifer reserve,extended_50_year,58,154.1024,130.5928,81.5533,14.6293,1396.5521
old-growth coastal conifer reserve,extended_50_year,59,154.5695,130.5975,79.8569,14.4279,1391.3232
old-growth coastal conifer reserve,extended_50_year,60,155.0313,130.6021,78.2667,14.2322,1386.485
old-growth coastal conifer reserve,extended_50_year,61,155.493,130.6067,76.7689,14.0418,1382.0045
old-growth coastal conifer reserve,extended_50_year,62,155.9545,130.6113,75.3519,13.8562,1377.8378
old-growth coastal conifer reserve,extended_50_year,63,156.4158,130.6159,74.0061,13.6751,1373.9477
old-growth coastal conifer reserve,extended_50_year,64,156.877,130.6206,72.7231,13.4983,1370.3026
old-growth coastal conifer reserve,extended_50_year,65,157.3379,130.6252,71.4958,13.3254,1366.8757
old-growth coastal conifer reserve,extended_50_year,66,157.7987,130.6298,70.3183,13.1562,1363.644
old-growth coastal conifer reserve,extended_50_year,67,158.2592,130.6344,69.1853,12.9905,1360.5881
old-growth coastal conifer reserve,extended_50_year,68,158.7196,130.639,68.0927,12.8282,1357.6911
old-growth coastal conifer reserve,extended_50_year,69,159.1797,130.6436,67.0365,12.669,1354.9388
old-growth coastal conifer reserve,extended_50_year,70,159.6395,130.6482,66.0136,12.5129,1352.3189
old-growth coastal conifer reserve,extended_50_year,71,160.0992,130.6528,65.0213,12.3597,1349.8207
old-growth coastal conifer reserve,extended_50_year,72,160.5585,130.6574,64.0571,12.2093,1347.4352
old-growth coastal conifer reserve,extended_50_year,73,161.0176,130.662,63.119,12.0616,1345.1543
old-growth coastal conifer reserve,extended_50_year,74,161.4765,130.6666,62.2053,11.9165,1342.971
old-growth coastal conifer reserve,extended_50_year,75,161.935,130.6711,61.3143,11.774,1340.8795
old-growth coastal conifer reserve,extended_50_year,76,162.3933,130.6757,60.4447,11.6338,1338.8742
old-growth coastal conifer reserve,extended_50_year,77,162.8513,130.6803,59.5953,11.496,1336.9506
old-growth coastal conifer reserve,extended_50_year,78,163.309,130.6849,58.765,11.3606,1335.1045
old-growth coastal conifer reserve,extended_50_year,79,163.7663,130.6895,57.9529,11.2273,1333.332
old-growth coastal conifer reserve,extended_50_year,80,164.2233,130.694,57.1582,11.0962,1331.6301
old-growth coastal conifer reserve,extended_50_year,81,164.68,130.6986,56.3801,10.9673,1329.9955
old-growth coastal conifer reserve,extended_50_year,82,165.1364,130.7032,55.618,10.8404,1328.4256
old-growth coastal conifer reserve,extended_50_year,83,165.5924,130.7077,54.8711,10.7155,1326.918
old-growth coastal conifer reserve,extended_50_year,84,166.048,130.7123,54.139,10.5926,1325.4703
old-growth coastal conifer reserve,extended_50_year,85,166.5033,130.7168,53.4211,10.4716,1324.0805
old-growth coastal conifer reserve,extended_50_year,86,166.9582,130.7214,52.717,10.3525,1322.7466
old-growth coastal conifer reserve,extended_50_year,87,167.4127,130.7259,52.0262,10.2352,1321.4669
old-growth coastal conifer reserve,extended_50_year,88,167.8668,130.7305,51.3484,10.1197,1320.2396
old-growth coastal conifer reserve,extended_50_year,89,168.3205,130.735,50.683,10.006,1319.0633
old-growth coastal conifer reserve,extended_50_year,90,168.7739,130.7395,50.0299,9.8939,1317.9363
old-growth coastal conifer reserve,extended_50_year,91,169.2267,130.7441,49.3885,9.7836,1316.8574
old-growth coastal conifer reserve,extended_50_year,92,169.6792,130.7486,48.7587,9.6749,1315.8251
old-growth coastal conifer reserve,extended_50_year,93,170.1312,130.7531,48.1401,9.5678,1314.8383
old-growth coastal conifer reserve,extended_50_year,94,170.5828,130.7576,47.5325,9.4623,1313.8957
old-growth coastal conifer reserve,extended_50_year,95,171.034,130.7621,46.9355,9.3583,1312.9961
