batch_ewes,interval_days,base_ewes,rams,annual_output,max_pens,mean_pens,utilization,feasible_112_pens
14,34,95,2,308.0,27.0,25.643836,0.228963,True
21,34,142,3,462.0,41.0,38.558904,0.344276,True
28,34,189,4,616.0,52.0,49.452055,0.441536,True
35,34,236,5,770.0,66.0,62.394521,0.557094,True
42,34,283,6,924.0,77.0,73.509589,0.656336,True
49,34,331,7,1078.0,92.0,87.038356,0.777128,True
56,34,378,8,1232.0,103.0,97.767123,0.872921,True
63,34,425,9,1386.0,117.0,111.09589,0.991928,False
70,34,472,10,1540.0,129.0,122.575342,1.094423,False
77,34,519,11,1694.0,143.0,135.490411,1.209736,False
84,34,566,12,1848.0,154.0,146.219178,1.305528,False
91,34,613,13,2002.0,169.0,160.161644,1.430015,False
98,34,661,14,2156.0,180.0,171.276712,1.529256,False
105,34,708,15,2310.0,194.0,183.805479,1.64112,False
112,34,755,16,2464.0,205.0,194.69863,1.738381,False
119,34,802,17,2618.0,219.0,208.027397,1.857387,False
126,34,849,17,2772.0,230.0,218.756164,1.95318,False
133,34,896,18,2926.0,245.0,232.671233,2.077422,False
140,34,943,19,3080.0,257.0,243.986301,2.178449,False
147,34,991,20,3234.0,271.0,256.515068,2.290313,False
154,34,1038,21,3388.0,282.0,268.208219,2.394716,False
161,34,1085,22,3542.0,296.0,280.736986,2.50658,False
168,34,1132,23,3696.0,307.0,291.465753,2.602373,False
175,34,1179,24,3850.0,322.0,305.380822,2.726614,False
182,34,1226,25,4004.0,333.0,316.523288,2.826101,False
189,34,1273,26,4158.0,347.0,329.438356,2.941414,False
196,34,1321,27,4312.0,359.0,340.917808,3.043909,False
203,34,1368,28,4466.0,373.0,353.446575,3.155773,False
210,34,1415,29,4620.0,384.0,364.975342,3.258708,False
217,34,1462,30,4774.0,399.0,378.50411,3.379501,False
224,34,1509,31,4928.0,410.0,389.232877,3.475294,False
231,34,1556,32,5082.0,424.0,402.147945,3.590607,False
238,34,1603,33,5236.0,435.0,413.454795,3.691561,False
245,34,1651,34,5390.0,449.0,426.369863,3.806874,False
252,34,1698,34,5544.0,460.0,437.09863,3.902666,False
259,34,1745,35,5698.0,475.0,450.627397,4.023459,False
266,34,1792,36,5852.0,487.0,462.328767,4.127935,False
273,34,1839,37,6006.0,501.0,475.271233,4.243493,False
280,34,1886,38,6160.0,512.0,486.164384,4.340753,False
14,35,92,2,280.0,25.0,24.942466,0.222701,True
21,35,138,3,420.0,38.0,37.50137,0.334834,True
28,35,184,4,560.0,49.0,48.021918,0.428767,True
35,35,229,5,700.0,62.0,60.745205,0.542368,True
42,35,275,6,840.0,73.0,71.375342,0.63728,True
49,35,321,7,980.0,86.0,84.687671,0.75614,True
56,35,367,8,1120.0,97.0,95.071233,0.84885,True
63,35,413,9,1260.0,110.0,108.041096,0.964653,True
70,35,458,10,1400.0,122.0,119.150685,1.063845,False
77,35,504,11,1540.0,134.0,131.709589,1.175978,False
84,35,550,11,1680.0,145.0,142.093151,1.268689,False
91,35,596,12,1820.0,158.0,155.405479,1.387549,False
98,35,642,13,1960.0,170.0,166.446575,1.48613,False
105,35,687,14,2100.0,182.0,178.758904,1.596062,False
112,35,733,15,2240.0,194.0,189.279452,1.689995,False
119,35,779,16,2380.0,206.0,201.838356,1.802128,False
126,35,825,17,2520.0,218.0,212.632877,1.898508,False
133,35,871,18,2660.0,231.0,226.191781,2.019569,False
140,35,916,19,2800.0,242.0,237.164384,2.117539,False
147,35,962,20,2940.0,254.0,249.476712,2.227471,False
154,35,1008,21,3080.0,267.0,260.654795,2.327275,False
161,35,1054,22,3220.0,279.0,272.967123,2.437206,False
168,35,1100,22,3360.0,290.0,283.350685,2.529917,False
175,35,1145,23,3500.0,303.0,296.909589,2.650978,False
182,35,1191,24,3640.0,314.0,307.293151,2.743689,False
189,35,1237,25,3780.0,327.0,320.263014,2.859491,False
196,35,1283,26,3920.0,339.0,330.783562,2.953425,False
203,35,1329,27,4060.0,351.0,343.09589,3.063356,False
210,35,1374,28,4200.0,362.0,354.315068,3.163527,False
217,35,1420,29,4340.0,376.0,368.038356,3.286057,False
224,35,1466,30,4480.0,387.0,378.421918,3.378767,False
231,35,1512,31,4620.0,399.0,390.980822,3.4909,False
238,35,1558,32,4760.0,411.0,401.50137,3.584834,False
245,35,1603,33,4900.0,424.0,414.471233,3.700636,False
252,35,1649,33,5040.0,435.0,424.854795,3.793346,False
259,35,1695,34,5180.0,448.0,438.167123,3.912206,False
266,35,1741,35,5320.0,459.0,448.79726,4.007118,False
273,35,1787,36,5460.0,471.0,461.109589,4.11705,False
280,35,1832,37,5600.0,484.0,472.630137,4.219912,False
14,36,90,2,280.0,25.0,24.287671,0.216854,True
21,36,134,3,420.0,38.0,36.493151,0.325832,True
28,36,179,4,560.0,48.0,46.684932,0.41683,True
35,36,223,5,700.0,61.0,59.191781,0.528498,True
42,36,268,6,840.0,72.0,69.410959,0.619741,True
49,36,312,7,980.0,85.0,82.479452,0.736424,True
56,36,357,8,1120.0,95.0,92.561644,0.826443,True
63,36,401,9,1260.0,108.0,105.205479,0.939335,True
70,36,446,9,1400.0,119.0,115.39726,1.030333,False
77,36,490,10,1540.0,131.0,127.60274,1.13931,False
84,36,535,11,1680.0,142.0,138.246575,1.234344,False
91,36,579,12,1820.0,156.0,151.315068,1.351027,False
98,36,624,13,1960.0,167.0,161.972603,1.446184,False
105,36,668,14,2100.0,179.0,174.041096,1.553938,False
112,36,713,15,2240.0,189.0,184.232877,1.644936,False
119,36,757,16,2380.0,202.0,196.438356,1.753914,False
126,36,802,17,2520.0,213.0,206.958904,1.847847,False
133,36,847,17,2660.0,226.0,220.164384,1.965753,False
140,36,891,18,2800.0,237.0,230.246575,2.055773,False
147,36,936,19,2940.0,249.0,242.315068,2.163527,False
154,36,980,20,3080.0,260.0,253.205479,2.260763,False
161,36,1025,21,3220.0,273.0,265.712329,2.372432,False
168,36,1069,22,3360.0,283.0,275.794521,2.462451,False
175,36,1114,23,3500.0,297.0,289.0,2.580357,False
182,36,1158,24,3640.0,307.0,299.082192,2.670377,False
189,36,1203,25,3780.0,320.0,311.726027,2.783268,False
196,36,1247,25,3920.0,331.0,321.917808,2.874266,False
203,36,1292,26,4060.0,343.0,333.986301,2.982021,False
210,36,1336,27,4200.0,354.0,344.205479,3.073263,False
217,36,1381,28,4340.0,367.0,357.273973,3.189946,False
224,36,1425,29,4480.0,378.0,368.356164,3.288894,False
231,36,1470,30,4620.0,391.0,380.561644,3.397872,False
238,36,1514,31,4760.0,401.0,390.753425,3.48887,False
245,36,1559,32,4900.0,414.0,402.958904,3.597847,False
252,36,1603,33,5040.0,425.0,413.479452,3.691781,False
259,36,1648,33,5180.0,438.0,426.547945,3.808464,False
266,36,1693,34,5320.0,449.0,436.767123,3.899706,False
273,36,1737,35,5460.0,461.0,448.835616,4.007461,False
280,36,1782,36,5600.0,471.0,459.027397,4.098459,False
14,37,87,2,280.0,25.0,23.635616,0.211032,True
21,37,130,3,420.0,38.0,35.490411,0.316879,True
28,37,174,4,560.0,48.0,45.353425,0.404941,True
35,37,217,5,700.0,61.0,57.646575,0.514702,True
42,37,260,6,840.0,71.0,67.454795,0.602275,True
49,37,304,7,980.0,85.0,80.282192,0.716805,True
56,37,347,7,1120.0,95.0,90.063014,0.804134,True
63,37,390,8,1260.0,108.0,101.917808,0.90998,True
70,37,434,9,1400.0,118.0,112.246575,1.002202,False
77,37,477,10,1540.0,131.0,124.10137,1.108048,False
84,37,520,11,1680.0,142.0,134.416438,1.200147,False
91,37,564,12,1820.0,156.0,147.243836,1.314677,False
98,37,607,13,1960.0,166.0,157.517808,1.406409,False
105,37,650,13,2100.0,179.0,169.345205,1.512011,False
112,37,694,14,2240.0,189.0,179.208219,1.600073,False
119,37,737,15,2380.0,202.0,191.063014,1.70592,False
126,37,780,16,2520.0,212.0,200.843836,1.793249,False
133,37,824,17,2660.0,226.0,214.164384,1.912182,False
140,37,867,18,2800.0,236.0,223.945205,1.999511,False
147,37,910,19,2940.0,249.0,235.772603,2.105113,False
154,37,954,20,3080.0,260.0,246.19726,2.19819,False
161,37,997,20,3220.0,272.0,257.490411,2.299022,False
168,37,1040,21,3360.0,283.0,268.271233,2.395279,False
175,37,1084,22,3500.0,297.0,281.126027,2.510054,False
182,37,1127,23,3640.0,307.0,290.906849,2.597383,False
189,37,1170,24,3780.0,320.0,302.761644,2.703229,False
196,37,1214,25,3920.0,330.0,313.090411,2.79545,False
203,37,1257,26,4060.0,343.0,324.917808,2.901052,False
210,37,1300,26,4200.0,353.0,334.726027,2.988625,False
217,37,1344,27,4340.0,367.0,347.553425,3.103156,False
224,37,1387,28,4480.0,377.0,357.334247,3.190484,False
231,37,1430,29,4620.0,390.0,369.654795,3.300489,False
238,37,1474,30,4760.0,401.0,380.052055,3.393322,False
245,37,1517,31,4900.0,414.0,391.906849,3.499168,False
252,37,1560,32,5040.0,424.0,401.687671,3.586497,False
259,37,1603,33,5180.0,438.0,414.980822,3.705186,False
266,37,1647,33,5320.0,448.0,424.789041,3.792759,False
273,37,1690,34,5460.0,461.0,436.616438,3.898361,False
280,37,1733,35,5600.0,471.0,446.479452,3.986424,False
14,38,85,2,252.0,25.0,23.164384,0.206825,True
21,38,127,3,378.0,38.0,34.649315,0.309369,True
28,38,169,4,504.0,48.0,44.30137,0.395548,True
35,38,211,5,630.0,61.0,56.358904,0.503205,True
42,38,254,6,756.0,71.0,65.873973,0.58816,True
49,38,296,6,882.0,85.0,78.441096,0.700367,True
56,38,338,7,1008.0,95.0,87.956164,0.785323,True
63,38,380,8,1134.0,108.0,99.523288,0.888601,True
70,38,422,9,1260.0,118.0,109.665753,0.979159,False
77,38,465,10,1386.0,131.0,121.150685,1.081703,False
84,38,507,11,1512.0,142.0,131.257534,1.171942,False
91,38,549,11,1638.0,155.0,143.315068,1.279599,False
98,38,591,12,1764.0,166.0,153.339726,1.369105,False
105,38,633,13,1890.0,179.0,165.39726,1.476761,False
112,38,675,14,2016.0,189.0,174.967123,1.562206,False
119,38,718,15,2142.0,202.0,186.534247,1.665484,False
126,38,760,16,2268.0,212.0,196.131507,1.751174,False
133,38,802,17,2394.0,226.0,209.106849,1.867025,False
140,38,844,17,2520.0,236.0,218.70411,1.952715,False
147,38,886,18,2646.0,249.0,230.271233,2.055993,False
154,38,929,19,2772.0,259.0,239.841096,2.141438,False
161,38,971,20,2898.0,272.0,251.408219,2.244716,False
168,38,1013,21,3024.0,283.0,261.923288,2.338601,False
175,38,1055,22,3150.0,297.0,274.490411,2.450807,False
182,38,1097,22,3276.0,307.0,284.087671,2.536497,False
189,38,1139,23,3402.0,320.0,295.572603,2.639041,False
196,38,1182,24,3528.0,330.0,305.224658,2.72522,False
203,38,1224,25,3654.0,343.0,317.282192,2.832877,False
210,38,1266,26,3780.0,353.0,326.79726,2.917833,False
217,38,1308,27,3906.0,367.0,339.364384,3.030039,False
224,38,1350,27,4032.0,377.0,348.879452,3.114995,False
231,38,1393,28,4158.0,390.0,360.446575,3.218273,False
238,38,1435,29,4284.0,400.0,370.589041,3.308831,False
245,38,1477,30,4410.0,413.0,382.073973,3.411375,False
252,38,1519,31,4536.0,424.0,392.180822,3.501614,False
259,38,1561,32,4662.0,438.0,404.747945,3.613821,False
266,38,1603,33,4788.0,448.0,414.753425,3.703156,False
273,38,1646,33,4914.0,461.0,426.320548,3.806433,False
280,38,1688,34,5040.0,471.0,435.890411,3.891879,False
14,39,83,2,280.0,24.0,22.682192,0.20252,True
21,39,124,3,420.0,36.0,33.775342,0.301566,True
28,39,165,4,560.0,46.0,43.216438,0.385861,True
35,39,206,5,700.0,59.0,54.989041,0.490974,True
42,39,247,5,840.0,69.0,64.232877,0.573508,True
49,39,288,6,980.0,82.0,76.49863,0.683023,True
56,39,329,7,1120.0,92.0,85.742466,0.765558,True
63,39,370,8,1260.0,104.0,97.008219,0.866145,True
70,39,412,9,1400.0,115.0,106.956164,0.954966,False
77,39,453,10,1540.0,127.0,118.049315,1.054012,False
84,39,494,10,1680.0,137.0,127.465753,1.138087,False
91,39,535,11,1820.0,150.0,139.731507,1.247603,False
98,39,576,12,1960.0,160.0,149.468493,1.33454,False
105,39,617,13,2100.0,173.0,161.241096,1.439653,False
112,39,658,14,2240.0,183.0,170.509589,1.522407,False
119,39,699,14,2380.0,195.0,181.775342,1.622994,False
126,39,740,15,2520.0,205.0,191.191781,1.707069,False
133,39,781,16,2660.0,218.0,203.284932,1.815044,False
140,39,823,17,2800.0,229.0,213.208219,1.903645,False
147,39,864,18,2940.0,241.0,224.473973,2.004232,False
154,39,905,19,3080.0,251.0,233.742466,2.086986,False
161,39,946,19,3220.0,263.0,245.008219,2.187573,False
168,39,987,20,3360.0,273.0,254.252055,2.270108,False
175,39,1028,21,3500.0,287.0,267.024658,2.384149,False
182,39,1069,22,3640.0,297.0,276.934247,2.472627,False
189,39,1110,23,3780.0,309.0,288.027397,2.571673,False
196,39,1151,24,3920.0,319.0,297.468493,2.655969,False
203,39,1192,24,4060.0,331.0,308.734247,2.756556,False
210,39,1234,25,4200.0,342.0,318.484932,2.843615,False
217,39,1275,26,4340.0,355.0,330.750685,2.953131,False
224,39,1316,27,4480.0,365.0,339.994521,3.035665,False
231,39,1357,28,4620.0,377.0,351.260274,3.136252,False
238,39,1398,28,4760.0,387.0,360.70137,3.220548,False
245,39,1439,29,4900.0,400.0,372.30137,3.324119,False
252,39,1480,30,5040.0,410.0,381.717808,3.408195,False
259,39,1521,31,5180.0,423.0,393.983562,3.51771,False
266,39,1562,32,5320.0,433.0,403.720548,3.604648,False
273,39,1603,33,5460.0,446.0,415.493151,3.70976,False
280,39,1645,33,5600.0,456.0,424.761644,3.792515,False
14,40,81,2,252.0,24.0,22.208219,0.198288,True
21,40,121,3,378.0,35.0,32.89863,0.293738,True
28,40,161,4,504.0,45.0,42.145205,0.376296,True
35,40,201,5,630.0,57.0,53.613699,0.478694,True
42,40,241,5,756.0,66.0,62.589041,0.558831,True
49,40,281,6,882.0,79.0,74.550685,0.665631,True
56,40,321,7,1008.0,88.0,83.526027,0.745768,True
63,40,361,8,1134.0,100.0,94.487671,0.84364,True
70,40,401,9,1260.0,110.0,104.241096,0.930724,True
77,40,441,9,1386.0,121.0,114.931507,1.026174,False
84,40,481,10,1512.0,131.0,124.178082,1.108733,False
91,40,521,11,1638.0,144.0,136.139726,1.215533,False
98,40,562,12,1764.0,154.0,145.608219,1.300073,False
105,40,602,13,1890.0,166.0,157.076712,1.402471,False
112,40,642,13,2016.0,175.0,166.052055,1.482608,False
119,40,682,14,2142.0,187.0,177.013699,1.580479,False
126,40,722,15,2268.0,197.0,186.260274,1.663038,False
133,40,762,16,2394.0,209.0,197.950685,1.767417,False
140,40,802,17,2520.0,219.0,207.70411,1.854501,False
147,40,842,17,2646.0,231.0,218.665753,1.952373,False
154,40,882,18,2772.0,240.0,227.641096,2.03251,False
161,40,922,19,2898.0,252.0,238.60274,2.130382,False
168,40,962,20,3024.0,261.0,247.578082,2.210519,False
175,40,1002,21,3150.0,274.0,260.046575,2.321844,False
182,40,1042,21,3276.0,284.0,269.293151,2.404403,False
189,40,1083,22,3402.0,295.0,279.983562,2.499853,False
196,40,1123,23,3528.0,306.0,289.723288,2.586815,False
203,40,1163,24,3654.0,318.0,300.684932,2.684687,False
210,40,1203,25,3780.0,327.0,310.167123,2.769349,False
217,40,1243,25,3906.0,340.0,322.128767,2.87615,False
224,40,1283,26,4032.0,349.0,331.10411,2.956287,False
231,40,1323,27,4158.0,361.0,342.065753,3.054159,False
238,40,1363,28,4284.0,371.0,351.312329,3.136717,False
245,40,1403,29,4410.0,382.0,362.509589,3.236693,False
252,40,1443,29,4536.0,392.0,371.756164,3.319251,False
259,40,1483,30,4662.0,405.0,383.717808,3.426052,False
266,40,1523,31,4788.0,414.0,392.693151,3.506189,False
273,40,1563,32,4914.0,426.0,403.654795,3.604061,False
280,40,1603,33,5040.0,436.0,413.630137,3.693126,False
