shift,worker_id,sequence,event_type,point,point_no,cycle_minutes,depart_center,arrive_point,service_start,service_end,return_center,depart_minute,service_start_minute,return_minute,path_to,path_back,travel_minutes,service_minutes,note
B2:08:00-16:00,B2-W08,10,inspection,XJ-0015,15,35.0,12:48,13:04,13:04,13:06,13:22,768.0,784.0,802.0,XJ-0022->XJ-0023->XJ-0024->XJ-0009->XJ-0025->XJ-0026->XJ-0015,XJ-0015->XJ-0026->XJ-0025->XJ-0009->XJ-0024->XJ-0023->XJ-0022,32.0,2.0,中心往返巡检任务
B2:08:00-16:00,B2-W08,11,inspection,XJ-0010,10,120.0,13:23,13:36,13:36,13:38,13:51,803.0,816.0,831.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006->XJ-0010,XJ-0010->XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,26.0,2.0,中心往返巡检任务
B2:08:00-16:00,B2-W08,12,inspection,XJ-0015,15,35.0,13:52,14:08,14:08,14:10,14:26,832.0,848.0,866.0,XJ-0022->XJ-0023->XJ-0024->XJ-0009->XJ-0025->XJ-0026->XJ-0015,XJ-0015->XJ-0026->XJ-0025->XJ-0009->XJ-0024->XJ-0023->XJ-0022,32.0,2.0,中心往返巡检任务
B2:08:00-16:00,B2-W08,13,inspection,XJ-0001,1,35.0,14:32,14:40,14:40,14:43,14:51,872.0,880.0,891.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0001,XJ-0001->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W08,14,inspection,XJ-0015,15,35.0,14:56,15:12,15:12,15:14,15:30,896.0,912.0,930.0,XJ-0022->XJ-0023->XJ-0024->XJ-0009->XJ-0025->XJ-0026->XJ-0015,XJ-0015->XJ-0026->XJ-0025->XJ-0009->XJ-0024->XJ-0023->XJ-0022,32.0,2.0,中心往返巡检任务
B2:08:00-16:00,B2-W08,15,inspection,XJ-0014,14,35.0,15:35,15:44,15:44,15:47,15:56,935.0,944.0,956.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006->XJ-0014,XJ-0014->XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,18.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W09,1,inspection,XJ-0001,1,35.0,08:08,08:16,08:16,08:19,08:27,488.0,496.0,507.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0001,XJ-0001->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W09,2,inspection,XJ-0015,15,35.0,08:32,08:48,08:48,08:50,09:06,512.0,528.0,546.0,XJ-0022->XJ-0023->XJ-0024->XJ-0009->XJ-0025->XJ-0026->XJ-0015,XJ-0015->XJ-0026->XJ-0025->XJ-0009->XJ-0024->XJ-0023->XJ-0022,32.0,2.0,中心往返巡检任务
B2:08:00-16:00,B2-W09,3,inspection,XJ-0001,1,35.0,09:12,09:20,09:20,09:23,09:31,552.0,560.0,571.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0001,XJ-0001->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W09,4,inspection,XJ-0015,15,35.0,09:36,09:52,09:52,09:54,10:10,576.0,592.0,610.0,XJ-0022->XJ-0023->XJ-0024->XJ-0009->XJ-0025->XJ-0026->XJ-0015,XJ-0015->XJ-0026->XJ-0025->XJ-0009->XJ-0024->XJ-0023->XJ-0022,32.0,2.0,中心往返巡检任务
B2:08:00-16:00,B2-W09,5,inspection,XJ-0010,10,120.0,10:11,10:24,10:24,10:26,10:39,611.0,624.0,639.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006->XJ-0010,XJ-0010->XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,26.0,2.0,中心往返巡检任务
B2:08:00-16:00,B2-W09,6,inspection,XJ-0015,15,35.0,10:40,10:56,10:56,10:58,11:14,640.0,656.0,674.0,XJ-0022->XJ-0023->XJ-0024->XJ-0009->XJ-0025->XJ-0026->XJ-0015,XJ-0015->XJ-0026->XJ-0025->XJ-0009->XJ-0024->XJ-0023->XJ-0022,32.0,2.0,中心往返巡检任务
B2:08:00-16:00,B2-W09,7,inspection,XJ-0001,1,35.0,11:20,11:28,11:28,11:31,11:39,680.0,688.0,699.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0001,XJ-0001->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W09,8,inspection,XJ-0015,15,35.0,11:44,12:00,12:00,12:02,12:18,704.0,720.0,738.0,XJ-0022->XJ-0023->XJ-0024->XJ-0009->XJ-0025->XJ-0026->XJ-0015,XJ-0015->XJ-0026->XJ-0025->XJ-0009->XJ-0024->XJ-0023->XJ-0022,32.0,2.0,中心往返巡检任务
B2:08:00-16:00,B2-W09,9,inspection,XJ-0006,6,35.0,12:24,12:32,12:32,12:35,12:43,744.0,752.0,763.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006,XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W09,10,inspection,XJ-0011,11,35.0,12:49,13:04,13:04,13:07,13:22,769.0,784.0,802.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006->XJ-0010->XJ-0011,XJ-0011->XJ-0010->XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,30.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W09,11,inspection,XJ-0001,1,35.0,13:28,13:36,13:36,13:39,13:47,808.0,816.0,827.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0001,XJ-0001->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W09,12,inspection,XJ-0017,17,480.0,13:52,14:00,14:00,14:02,14:10,832.0,840.0,850.0,XJ-0022->XJ-0023->XJ-0024->XJ-0009->XJ-0025->XJ-0017,XJ-0017->XJ-0025->XJ-0009->XJ-0024->XJ-0023->XJ-0022,16.0,2.0,中心往返巡检任务
B2:08:00-16:00,B2-W09,13,inspection,XJ-0011,11,35.0,14:25,14:40,14:40,14:43,14:58,865.0,880.0,898.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006->XJ-0010->XJ-0011,XJ-0011->XJ-0010->XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,30.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W09,14,inspection,XJ-0001,1,35.0,15:04,15:12,15:12,15:15,15:23,904.0,912.0,923.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0001,XJ-0001->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W09,15,inspection,XJ-0021,21,80.0,15:24,15:26,15:26,15:29,15:31,923.714286,925.714286,930.714286,XJ-0022->XJ-0021,XJ-0021->XJ-0022,4.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W09,16,inspection,XJ-0001,1,35.0,15:36,15:44,15:44,15:47,15:55,936.0,944.0,955.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0001,XJ-0001->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W10,1,inspection,XJ-0006,6,35.0,08:08,08:16,08:16,08:19,08:27,488.0,496.0,507.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006,XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W10,2,inspection,XJ-0021,21,80.0,08:32,08:34,08:34,08:37,08:39,512.285714,514.285714,519.285714,XJ-0022->XJ-0021,XJ-0021->XJ-0022,4.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W10,3,inspection,XJ-0001,1,35.0,08:40,08:48,08:48,08:51,08:59,520.0,528.0,539.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0001,XJ-0001->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W10,4,inspection,XJ-0011,11,35.0,09:05,09:20,09:20,09:23,09:38,545.0,560.0,578.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006->XJ-0010->XJ-0011,XJ-0011->XJ-0010->XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,30.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W10,5,inspection,XJ-0002,2,50.0,09:43,09:49,09:49,09:51,09:57,583.090909,589.090909,597.090909,XJ-0022->XJ-0021->XJ-0004->XJ-0002,XJ-0002->XJ-0004->XJ-0021->XJ-0022,12.0,2.0,中心往返巡检任务
B2:08:00-16:00,B2-W10,6,inspection,XJ-0001,1,35.0,10:16,10:24,10:24,10:27,10:35,616.0,624.0,635.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0001,XJ-0001->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W10,7,inspection,XJ-0011,11,35.0,10:41,10:56,10:56,10:59,11:14,641.0,656.0,674.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006->XJ-0010->XJ-0011,XJ-0011->XJ-0010->XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,30.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W10,8,inspection,XJ-0006,6,35.0,11:20,11:28,11:28,11:31,11:39,680.0,688.0,699.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006,XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W10,9,inspection,XJ-0011,11,35.0,11:45,12:00,12:00,12:03,12:18,705.0,720.0,738.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006->XJ-0010->XJ-0011,XJ-0011->XJ-0010->XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,30.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W10,10,inspection,XJ-0003,3,35.0,12:25,12:32,12:32,12:35,12:42,745.0,752.0,762.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003,XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,14.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W10,11,inspection,XJ-0001,1,35.0,12:56,13:04,13:04,13:07,13:15,776.0,784.0,795.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0001,XJ-0001->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W10,12,inspection,XJ-0015,15,35.0,13:20,13:36,13:36,13:38,13:54,800.0,816.0,834.0,XJ-0022->XJ-0023->XJ-0024->XJ-0009->XJ-0025->XJ-0026->XJ-0015,XJ-0015->XJ-0026->XJ-0025->XJ-0009->XJ-0024->XJ-0023->XJ-0022,32.0,2.0,中心往返巡检任务
B2:08:00-16:00,B2-W10,13,inspection,XJ-0001,1,35.0,14:00,14:08,14:08,14:11,14:19,840.0,848.0,859.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0001,XJ-0001->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W10,14,inspection,XJ-0006,6,35.0,14:32,14:40,14:40,14:43,14:51,872.0,880.0,891.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006,XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W10,15,inspection,XJ-0011,11,35.0,14:57,15:12,15:12,15:15,15:30,897.0,912.0,930.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006->XJ-0010->XJ-0011,XJ-0011->XJ-0010->XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,30.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W10,16,inspection,XJ-0006,6,35.0,15:36,15:44,15:44,15:47,15:55,936.0,944.0,955.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006,XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W11,1,inspection,XJ-0003,3,35.0,08:09,08:16,08:16,08:19,08:26,489.0,496.0,506.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003,XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,14.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W11,2,inspection,XJ-0011,11,35.0,08:33,08:48,08:48,08:51,09:06,513.0,528.0,546.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006->XJ-0010->XJ-0011,XJ-0011->XJ-0010->XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,30.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W11,3,inspection,XJ-0006,6,35.0,09:12,09:20,09:20,09:23,09:31,552.0,560.0,571.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006,XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W11,4,inspection,XJ-0011,11,35.0,09:37,09:52,09:52,09:55,10:10,577.0,592.0,610.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006->XJ-0010->XJ-0011,XJ-0011->XJ-0010->XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,30.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W11,5,inspection,XJ-0006,6,35.0,10:16,10:24,10:24,10:27,10:35,616.0,624.0,635.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006,XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W11,6,inspection,XJ-0007,7,80.0,10:41,10:51,10:51,10:53,11:03,641.428571,651.428571,663.428571,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0005->XJ-0007,XJ-0007->XJ-0005->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,20.0,2.0,中心往返巡检任务
B2:08:00-16:00,B2-W11,7,inspection,XJ-0011,11,35.0,11:13,11:28,11:28,11:31,11:46,673.0,688.0,706.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006->XJ-0010->XJ-0011,XJ-0011->XJ-0010->XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,30.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W11,8,inspection,XJ-0014,14,35.0,11:51,12:00,12:00,12:03,12:12,711.0,720.0,732.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006->XJ-0014,XJ-0014->XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,18.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W11,9,inspection,XJ-0011,11,35.0,12:17,12:32,12:32,12:35,12:50,737.0,752.0,770.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006->XJ-0010->XJ-0011,XJ-0011->XJ-0010->XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,30.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W11,10,inspection,XJ-0006,6,35.0,12:56,13:04,13:04,13:07,13:15,776.0,784.0,795.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006,XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W11,11,inspection,XJ-0011,11,35.0,13:21,13:36,13:36,13:39,13:54,801.0,816.0,834.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006->XJ-0010->XJ-0011,XJ-0011->XJ-0010->XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,30.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W11,12,inspection,XJ-0006,6,35.0,14:00,14:08,14:08,14:11,14:19,840.0,848.0,859.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006,XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W11,13,inspection,XJ-0003,3,35.0,14:33,14:40,14:40,14:43,14:50,873.0,880.0,890.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003,XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,14.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W11,14,inspection,XJ-0006,6,35.0,15:04,15:12,15:12,15:15,15:23,904.0,912.0,923.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006,XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W11,15,inspection,XJ-0011,11,35.0,15:29,15:44,15:44,15:47,16:02,929.0,944.0,962.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006->XJ-0010->XJ-0011,XJ-0011->XJ-0010->XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,30.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W12,1,inspection,XJ-0009,9,35.0,08:12,08:16,08:16,08:20,08:24,492.0,496.0,504.0,XJ-0022->XJ-0023->XJ-0024->XJ-0009,XJ-0009->XJ-0024->XJ-0023->XJ-0022,8.0,4.0,中心往返巡检任务
B2:08:00-16:00,B2-W12,2,inspection,XJ-0007,7,80.0,08:24,08:34,08:34,08:36,08:46,504.285714,514.285714,526.285714,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0005->XJ-0007,XJ-0007->XJ-0005->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,20.0,2.0,中心往返巡检任务
B2:08:00-16:00,B2-W12,3,inspection,XJ-0023,23,35.0,08:47,08:48,08:48,08:51,08:52,527.0,528.0,532.0,XJ-0022->XJ-0023,XJ-0023->XJ-0022,2.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W12,4,inspection,XJ-0003,3,35.0,09:13,09:20,09:20,09:23,09:30,553.0,560.0,570.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003,XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,14.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W12,5,inspection,XJ-0001,1,35.0,09:44,09:52,09:52,09:55,10:03,584.0,592.0,603.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0001,XJ-0001->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W12,6,inspection,XJ-0003,3,35.0,10:17,10:24,10:24,10:27,10:34,617.0,624.0,634.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003,XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,14.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W12,7,inspection,XJ-0013,13,80.0,10:34,10:51,10:51,10:56,11:13,634.428571,651.428571,673.428571,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006->XJ-0010->XJ-0011->XJ-0013,XJ-0013->XJ-0011->XJ-0010->XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,34.0,5.0,中心往返巡检任务
B2:08:00-16:00,B2-W12,8,inspection,XJ-0003,3,35.0,11:21,11:28,11:28,11:31,11:38,681.0,688.0,698.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003,XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,14.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W12,9,inspection,XJ-0001,1,35.0,11:52,12:00,12:00,12:03,12:11,712.0,720.0,731.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0001,XJ-0001->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W12,10,inspection,XJ-0009,9,35.0,12:28,12:32,12:32,12:36,12:40,748.0,752.0,760.0,XJ-0022->XJ-0023->XJ-0024->XJ-0009,XJ-0009->XJ-0024->XJ-0023->XJ-0022,8.0,4.0,中心往返巡检任务
B2:08:00-16:00,B2-W12,11,inspection,XJ-0003,3,35.0,12:57,13:04,13:04,13:07,13:14,777.0,784.0,794.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003,XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,14.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W12,12,inspection,XJ-0002,2,50.0,13:21,13:27,13:27,13:29,13:35,801.272727,807.272727,815.272727,XJ-0022->XJ-0021->XJ-0004->XJ-0002,XJ-0002->XJ-0004->XJ-0021->XJ-0022,12.0,2.0,中心往返巡检任务
B2:08:00-16:00,B2-W12,13,inspection,XJ-0022,22,35.0,13:36,13:36,13:36,13:38,13:38,816.0,816.0,818.0,XJ-0022,XJ-0022,0.0,2.0,中心往返巡检任务
B2:08:00-16:00,B2-W12,14,inspection,XJ-0011,11,35.0,13:53,14:08,14:08,14:11,14:26,833.0,848.0,866.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006->XJ-0010->XJ-0011,XJ-0011->XJ-0010->XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,30.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W12,15,inspection,XJ-0009,9,35.0,14:36,14:40,14:40,14:44,14:48,876.0,880.0,888.0,XJ-0022->XJ-0023->XJ-0024->XJ-0009,XJ-0009->XJ-0024->XJ-0023->XJ-0022,8.0,4.0,中心往返巡检任务
B2:08:00-16:00,B2-W12,16,inspection,XJ-0002,2,50.0,14:49,14:55,14:55,14:57,15:03,888.545455,894.545455,902.545455,XJ-0022->XJ-0021->XJ-0004->XJ-0002,XJ-0002->XJ-0004->XJ-0021->XJ-0022,12.0,2.0,中心往返巡检任务
B2:08:00-16:00,B2-W12,17,inspection,XJ-0003,3,35.0,15:05,15:12,15:12,15:15,15:22,905.0,912.0,922.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003,XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,14.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W12,18,inspection,XJ-0003,3,35.0,15:37,15:44,15:44,15:47,15:54,937.0,944.0,954.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003,XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,14.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W13,1,inspection,XJ-0019,19,35.0,08:12,08:16,08:16,08:18,08:22,492.0,496.0,502.0,XJ-0022->XJ-0020->XJ-0019,XJ-0019->XJ-0020->XJ-0022,8.0,2.0,中心往返巡检任务
B2:08:00-16:00,B2-W13,2,inspection,XJ-0006,6,35.0,08:40,08:48,08:48,08:51,08:59,520.0,528.0,539.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006,XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W13,3,inspection,XJ-0019,19,35.0,09:16,09:20,09:20,09:22,09:26,556.0,560.0,566.0,XJ-0022->XJ-0020->XJ-0019,XJ-0019->XJ-0020->XJ-0022,8.0,2.0,中心往返巡检任务
B2:08:00-16:00,B2-W13,4,inspection,XJ-0006,6,35.0,09:44,09:52,09:52,09:55,10:03,584.0,592.0,603.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006,XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W13,5,inspection,XJ-0025,25,120.0,10:17,10:24,10:24,10:26,10:33,617.0,624.0,633.0,XJ-0022->XJ-0023->XJ-0024->XJ-0009->XJ-0025,XJ-0025->XJ-0009->XJ-0024->XJ-0023->XJ-0022,14.0,2.0,中心往返巡检任务
B2:08:00-16:00,B2-W13,6,inspection,XJ-0003,3,35.0,10:49,10:56,10:56,10:59,11:06,649.0,656.0,666.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003,XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,14.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W13,7,inspection,XJ-0009,9,35.0,11:24,11:28,11:28,11:32,11:36,684.0,688.0,696.0,XJ-0022->XJ-0023->XJ-0024->XJ-0009,XJ-0009->XJ-0024->XJ-0023->XJ-0022,8.0,4.0,中心往返巡检任务
B2:08:00-16:00,B2-W13,8,inspection,XJ-0006,6,35.0,11:52,12:00,12:00,12:03,12:11,712.0,720.0,731.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006,XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W13,9,inspection,XJ-0019,19,35.0,12:28,12:32,12:32,12:34,12:38,748.0,752.0,758.0,XJ-0022->XJ-0020->XJ-0019,XJ-0019->XJ-0020->XJ-0022,8.0,2.0,中心往返巡检任务
B2:08:00-16:00,B2-W13,10,inspection,XJ-0007,7,80.0,12:59,13:09,13:09,13:11,13:21,778.571429,788.571429,800.571429,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0005->XJ-0007,XJ-0007->XJ-0005->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,20.0,2.0,中心往返巡检任务
B2:08:00-16:00,B2-W13,11,inspection,XJ-0006,6,35.0,13:28,13:36,13:36,13:39,13:47,808.0,816.0,827.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006,XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B2:08:00-16:00,B2-W13,12,inspection,XJ-0013,13,80.0,14:00,14:17,14:17,14:22,14:39,840.142857,857.142857,879.142857,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006->XJ-0010->XJ-0011->XJ-0013,XJ-0013->XJ-0011->XJ-0010->XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,34.0,5.0,中心往返巡检任务
