citizen_id,age,gender_group,education_level,workforce_group,household_type,innovation_role
4544,40,men,graduate,care_education_civic,shared_household,producer
4545,47,nonbinary,secondary,food_and_resource_producers,single,producer
4546,54,women,technical,life_support_operators,couple_no_children,innovator
4547,24,men,bachelor,habitat_builders,family_with_children,producer
4548,31,nonbinary,graduate,scientists_and_engineers,shared_household,producer
4549,38,women,secondary,care_education_civic,single,producer
4550,45,men,technical,food_and_resource_producers,couple_no_children,producer
4551,52,nonbinary,bachelor,life_support_operators,family_with_children,innovator
4552,22,women,graduate,habitat_builders,shared_household,producer
4553,29,men,secondary,scientists_and_engineers,single,producer
4554,36,nonbinary,technical,care_education_civic,couple_no_children,producer
4555,43,women,bachelor,food_and_resource_producers,family_with_children,producer
4556,50,men,graduate,life_support_operators,shared_household,innovator
4557,57,nonbinary,secondary,habitat_builders,single,producer
4558,27,women,technical,scientists_and_engineers,couple_no_children,producer
4559,34,men,bachelor,care_education_civic,family_with_children,producer
4560,41,nonbinary,graduate,food_and_resource_producers,shared_household,producer
4561,48,women,secondary,life_support_operators,single,innovator
4562,55,men,technical,habitat_builders,couple_no_children,producer
4563,25,nonbinary,bachelor,scientists_and_engineers,family_with_children,producer
4564,32,women,graduate,care_education_civic,shared_household,producer
4565,39,men,secondary,food_and_resource_producers,single,producer
4566,46,nonbinary,technical,life_support_operators,couple_no_children,innovator
4567,53,women,bachelor,habitat_builders,family_with_children,producer
4568,23,men,graduate,scientists_and_engineers,shared_household,producer
4569,30,nonbinary,secondary,care_education_civic,single,producer
4570,37,women,technical,food_and_resource_producers,couple_no_children,producer
4571,44,men,bachelor,life_support_operators,family_with_children,innovator
4572,51,nonbinary,graduate,habitat_builders,shared_household,producer
4573,58,women,secondary,scientists_and_engineers,single,producer
4574,28,men,technical,care_education_civic,couple_no_children,producer
4575,35,nonbinary,bachelor,food_and_resource_producers,family_with_children,producer
4576,42,women,graduate,life_support_operators,shared_household,innovator
4577,49,men,secondary,habitat_builders,single,producer
4578,56,nonbinary,technical,scientists_and_engineers,couple_no_children,producer
4579,26,women,bachelor,care_education_civic,family_with_children,producer
4580,33,men,graduate,food_and_resource_producers,shared_household,producer
4581,40,nonbinary,secondary,life_support_operators,single,innovator
4582,47,women,technical,habitat_builders,couple_no_children,producer
4583,54,men,bachelor,scientists_and_engineers,family_with_children,producer
4584,24,nonbinary,graduate,care_education_civic,shared_household,producer
4585,31,women,secondary,food_and_resource_producers,single,producer
4586,38,men,technical,life_support_operators,couple_no_children,innovator
4587,45,nonbinary,bachelor,habitat_builders,family_with_children,producer
4588,52,women,graduate,scientists_and_engineers,shared_household,producer
4589,22,men,secondary,care_education_civic,single,producer
4590,29,nonbinary,technical,food_and_resource_producers,couple_no_children,producer
4591,36,women,bachelor,life_support_operators,family_with_children,innovator
4592,43,men,graduate,habitat_builders,shared_household,producer
4593,50,nonbinary,secondary,scientists_and_engineers,single,producer
4594,57,women,technical,care_education_civic,couple_no_children,producer
4595,27,men,bachelor,food_and_resource_producers,family_with_children,producer
4596,34,nonbinary,graduate,life_support_operators,shared_household,innovator
4597,41,women,secondary,habitat_builders,single,producer
4598,48,men,technical,scientists_and_engineers,couple_no_children,producer
4599,55,nonbinary,bachelor,care_education_civic,family_with_children,producer
4600,25,women,graduate,food_and_resource_producers,shared_household,producer
4601,32,men,secondary,life_support_operators,single,innovator
4602,39,nonbinary,technical,habitat_builders,couple_no_children,producer
4603,46,women,bachelor,scientists_and_engineers,family_with_children,producer
4604,53,men,graduate,care_education_civic,shared_household,producer
4605,23,nonbinary,secondary,food_and_resource_producers,single,producer
4606,30,women,technical,life_support_operators,couple_no_children,innovator
4607,37,men,bachelor,habitat_builders,family_with_children,producer
4608,44,nonbinary,graduate,scientists_and_engineers,shared_household,producer
4609,51,women,secondary,care_education_civic,single,producer
4610,58,men,technical,food_and_resource_producers,couple_no_children,producer
4611,28,nonbinary,bachelor,life_support_operators,family_with_children,innovator
4612,35,women,graduate,habitat_builders,shared_household,producer
4613,42,men,secondary,scientists_and_engineers,single,producer
4614,49,nonbinary,technical,care_education_civic,couple_no_children,producer
4615,56,women,bachelor,food_and_resource_producers,family_with_children,producer
4616,26,men,graduate,life_support_operators,shared_household,innovator
4617,33,nonbinary,secondary,habitat_builders,single,producer
4618,40,women,technical,scientists_and_engineers,couple_no_children,producer
4619,47,men,bachelor,care_education_civic,family_with_children,producer
4620,54,nonbinary,graduate,food_and_resource_producers,shared_household,producer
4621,24,women,secondary,life_support_operators,single,innovator
4622,31,men,technical,habitat_builders,couple_no_children,producer
4623,38,nonbinary,bachelor,scientists_and_engineers,family_with_children,producer
4624,45,women,graduate,care_education_civic,shared_household,producer
4625,52,men,secondary,food_and_resource_producers,single,producer
4626,22,nonbinary,technical,life_support_operators,couple_no_children,innovator
4627,29,women,bachelor,habitat_builders,family_with_children,producer
4628,36,men,graduate,scientists_and_engineers,shared_household,producer
4629,43,nonbinary,secondary,care_education_civic,single,producer
4630,50,women,technical,food_and_resource_producers,couple_no_children,producer
4631,57,men,bachelor,life_support_operators,family_with_children,innovator
4632,27,nonbinary,graduate,habitat_builders,shared_household,producer
4633,34,women,secondary,scientists_and_engineers,single,producer
4634,41,men,technical,care_education_civic,couple_no_children,producer
4635,48,nonbinary,bachelor,food_and_resource_producers,family_with_children,producer
4636,55,women,graduate,life_support_operators,shared_household,innovator
4637,25,men,secondary,habitat_builders,single,producer
4638,32,nonbinary,technical,scientists_and_engineers,couple_no_children,producer
4639,39,women,bachelor,care_education_civic,family_with_children,producer
4640,46,men,graduate,food_and_resource_producers,shared_household,producer
4641,53,nonbinary,secondary,life_support_operators,single,innovator
4642,23,women,technical,habitat_builders,couple_no_children,producer
4643,30,men,bachelor,scientists_and_engineers,family_with_children,producer
4644,37,nonbinary,graduate,care_education_civic,shared_household,producer
4645,44,women,secondary,food_and_resource_producers,single,producer
4646,51,men,technical,life_support_operators,couple_no_children,innovator
4647,58,nonbinary,bachelor,habitat_builders,family_with_children,producer
4648,28,women,graduate,scientists_and_engineers,shared_household,producer
4649,35,men,secondary,care_education_civic,single,producer
4650,42,nonbinary,technical,food_and_resource_producers,couple_no_children,producer
4651,49,women,bachelor,life_support_operators,family_with_children,innovator
4652,56,men,graduate,habitat_builders,shared_household,producer
4653,26,nonbinary,secondary,scientists_and_engineers,single,producer
4654,33,women,technical,care_education_civic,couple_no_children,producer
4655,40,men,bachelor,food_and_resource_producers,family_with_children,producer
4656,47,nonbinary,graduate,life_support_operators,shared_household,innovator
4657,54,women,secondary,habitat_builders,single,producer
4658,24,men,technical,scientists_and_engineers,couple_no_children,producer
4659,31,nonbinary,bachelor,care_education_civic,family_with_children,producer
4660,38,women,graduate,food_and_resource_producers,shared_household,producer
4661,45,men,secondary,life_support_operators,single,innovator
4662,52,nonbinary,technical,habitat_builders,couple_no_children,producer
4663,22,women,bachelor,scientists_and_engineers,family_with_children,producer
4664,29,men,graduate,care_education_civic,shared_household,producer
4665,36,nonbinary,secondary,food_and_resource_producers,single,producer
4666,43,women,technical,life_support_operators,couple_no_children,innovator
4667,50,men,bachelor,habitat_builders,family_with_children,producer
4668,57,nonbinary,graduate,scientists_and_engineers,shared_household,producer
4669,27,women,secondary,care_education_civic,single,producer
4670,34,men,technical,food_and_resource_producers,couple_no_children,producer
4671,41,nonbinary,bachelor,life_support_operators,family_with_children,innovator
4672,48,women,graduate,habitat_builders,shared_household,producer
4673,55,men,secondary,scientists_and_engineers,single,producer
4674,25,nonbinary,technical,care_education_civic,couple_no_children,producer
4675,32,women,bachelor,food_and_resource_producers,family_with_children,producer
4676,39,men,graduate,life_support_operators,shared_household,innovator
4677,46,nonbinary,secondary,habitat_builders,single,producer
4678,53,women,technical,scientists_and_engineers,couple_no_children,producer
4679,23,men,bachelor,care_education_civic,family_with_children,producer
4680,30,nonbinary,graduate,food_and_resource_producers,shared_household,producer
4681,37,women,secondary,life_support_operators,single,innovator
4682,44,men,technical,habitat_builders,couple_no_children,producer
4683,51,nonbinary,bachelor,scientists_and_engineers,family_with_children,producer
4684,58,women,graduate,care_education_civic,shared_household,producer
4685,28,men,secondary,food_and_resource_producers,single,producer
4686,35,nonbinary,technical,life_support_operators,couple_no_children,innovator
4687,42,women,bachelor,habitat_builders,family_with_children,producer
4688,49,men,graduate,scientists_and_engineers,shared_household,producer
4689,56,nonbinary,secondary,care_education_civic,single,producer
4690,26,women,technical,food_and_resource_producers,couple_no_children,producer
4691,33,men,bachelor,life_support_operators,family_with_children,innovator
4692,40,nonbinary,graduate,habitat_builders,shared_household,producer
4693,47,women,secondary,scientists_and_engineers,single,producer
4694,54,men,technical,care_education_civic,couple_no_children,producer
4695,24,nonbinary,bachelor,food_and_resource_producers,family_with_children,producer
4696,31,women,graduate,life_support_operators,shared_household,innovator
4697,38,men,secondary,habitat_builders,single,producer
4698,45,nonbinary,technical,scientists_and_engineers,couple_no_children,producer
4699,52,women,bachelor,care_education_civic,family_with_children,producer
4700,22,men,graduate,food_and_resource_producers,shared_household,producer
4701,29,nonbinary,secondary,life_support_operators,single,innovator
4702,36,women,technical,habitat_builders,couple_no_children,producer
4703,43,men,bachelor,scientists_and_engineers,family_with_children,producer
4704,50,nonbinary,graduate,care_education_civic,shared_household,producer
4705,57,women,secondary,food_and_resource_producers,single,producer
4706,27,men,technical,life_support_operators,couple_no_children,innovator
4707,34,nonbinary,bachelor,habitat_builders,family_with_children,producer
4708,41,women,graduate,scientists_and_engineers,shared_household,producer
4709,48,men,secondary,care_education_civic,single,producer
4710,55,nonbinary,technical,food_and_resource_producers,couple_no_children,producer
4711,25,women,bachelor,life_support_operators,family_with_children,innovator
4712,32,men,graduate,habitat_builders,shared_household,producer
4713,39,nonbinary,secondary,scientists_and_engineers,single,producer
4714,46,women,technical,care_education_civic,couple_no_children,producer
4715,53,men,bachelor,food_and_resource_producers,family_with_children,producer
4716,23,nonbinary,graduate,life_support_operators,shared_household,innovator
4717,30,women,secondary,habitat_builders,single,producer
4718,37,men,technical,scientists_and_engineers,couple_no_children,producer
4719,44,nonbinary,bachelor,care_education_civic,family_with_children,producer
4720,51,women,graduate,food_and_resource_producers,shared_household,producer
4721,58,men,secondary,life_support_operators,single,innovator
4722,28,nonbinary,technical,habitat_builders,couple_no_children,producer
4723,35,women,bachelor,scientists_and_engineers,family_with_children,producer
4724,42,men,graduate,care_education_civic,shared_household,producer
4725,49,nonbinary,secondary,food_and_resource_producers,single,producer
4726,56,women,technical,life_support_operators,couple_no_children,innovator
4727,26,men,bachelor,habitat_builders,family_with_children,producer
4728,33,nonbinary,graduate,scientists_and_engineers,shared_household,producer
4729,40,women,secondary,care_education_civic,single,producer
4730,47,men,technical,food_and_resource_producers,couple_no_children,producer
4731,54,nonbinary,bachelor,life_support_operators,family_with_children,innovator
4732,24,women,graduate,habitat_builders,shared_household,producer
4733,31,men,secondary,scientists_and_engineers,single,producer
4734,38,nonbinary,technical,care_education_civic,couple_no_children,producer
4735,45,women,bachelor,food_and_resource_producers,family_with_children,producer
4736,52,men,graduate,life_support_operators,shared_household,innovator
4737,22,nonbinary,secondary,habitat_builders,single,producer
4738,29,women,technical,scientists_and_engineers,couple_no_children,producer
4739,36,men,bachelor,care_education_civic,family_with_children,producer
4740,43,nonbinary,graduate,food_and_resource_producers,shared_household,producer
4741,50,women,secondary,life_support_operators,single,innovator
4742,57,men,technical,habitat_builders,couple_no_children,producer
4743,27,nonbinary,bachelor,scientists_and_engineers,family_with_children,producer
4744,34,women,graduate,care_education_civic,shared_household,producer
4745,41,men,secondary,food_and_resource_producers,single,producer
4746,48,nonbinary,technical,life_support_operators,couple_no_children,innovator
4747,55,women,bachelor,habitat_builders,family_with_children,producer
4748,25,men,graduate,scientists_and_engineers,shared_household,producer
4749,32,nonbinary,secondary,care_education_civic,single,producer
4750,39,women,technical,food_and_resource_producers,couple_no_children,producer
4751,46,men,bachelor,life_support_operators,family_with_children,innovator
4752,53,nonbinary,graduate,habitat_builders,shared_household,producer
4753,23,women,secondary,scientists_and_engineers,single,producer
4754,30,men,technical,care_education_civic,couple_no_children,producer
4755,37,nonbinary,bachelor,food_and_resource_producers,family_with_children,producer
4756,44,women,graduate,life_support_operators,shared_household,innovator
4757,51,men,secondary,habitat_builders,single,producer
4758,58,nonbinary,technical,scientists_and_engineers,couple_no_children,producer
4759,28,women,bachelor,care_education_civic,family_with_children,producer
4760,35,men,graduate,food_and_resource_producers,shared_household,producer
4761,42,nonbinary,secondary,life_support_operators,single,innovator
4762,49,women,technical,habitat_builders,couple_no_children,producer
4763,56,men,bachelor,scientists_and_engineers,family_with_children,producer
4764,26,nonbinary,graduate,care_education_civic,shared_household,producer
4765,33,women,secondary,food_and_resource_producers,single,producer
4766,40,men,technical,life_support_operators,couple_no_children,innovator
4767,47,nonbinary,bachelor,habitat_builders,family_with_children,producer
4768,54,women,graduate,scientists_and_engineers,shared_household,producer
4769,24,men,secondary,care_education_civic,single,producer
4770,31,nonbinary,technical,food_and_resource_producers,couple_no_children,producer
4771,38,women,bachelor,life_support_operators,family_with_children,innovator
4772,45,men,graduate,habitat_builders,shared_household,producer
4773,52,nonbinary,secondary,scientists_and_engineers,single,producer
4774,22,women,technical,care_education_civic,couple_no_children,producer
4775,29,men,bachelor,food_and_resource_producers,family_with_children,producer
4776,36,nonbinary,graduate,life_support_operators,shared_household,innovator
4777,43,women,secondary,habitat_builders,single,producer
4778,50,men,technical,scientists_and_engineers,couple_no_children,producer
4779,57,nonbinary,bachelor,care_education_civic,family_with_children,producer
4780,27,women,graduate,food_and_resource_producers,shared_household,producer
4781,34,men,secondary,life_support_operators,single,innovator
4782,41,nonbinary,technical,habitat_builders,couple_no_children,producer
4783,48,women,bachelor,scientists_and_engineers,family_with_children,producer
4784,55,men,graduate,care_education_civic,shared_household,producer
4785,25,nonbinary,secondary,food_and_resource_producers,single,producer
4786,32,women,technical,life_support_operators,couple_no_children,innovator
4787,39,men,bachelor,habitat_builders,family_with_children,producer
4788,46,nonbinary,graduate,scientists_and_engineers,shared_household,producer
4789,53,women,secondary,care_education_civic,single,producer
4790,23,men,technical,food_and_resource_producers,couple_no_children,producer
4791,30,nonbinary,bachelor,life_support_operators,family_with_children,innovator
4792,37,women,graduate,habitat_builders,shared_household,producer
4793,44,men,secondary,scientists_and_engineers,single,producer
4794,51,nonbinary,technical,care_education_civic,couple_no_children,producer
4795,58,women,bachelor,food_and_resource_producers,family_with_children,producer
4796,28,men,graduate,life_support_operators,shared_household,innovator
4797,35,nonbinary,secondary,habitat_builders,single,producer
4798,42,women,technical,scientists_and_engineers,couple_no_children,producer
4799,49,men,bachelor,care_education_civic,family_with_children,producer
4800,56,nonbinary,graduate,food_and_resource_producers,shared_household,producer
4801,26,women,secondary,life_support_operators,single,innovator
4802,33,men,technical,habitat_builders,couple_no_children,producer
4803,40,nonbinary,bachelor,scientists_and_engineers,family_with_children,producer
4804,47,women,graduate,care_education_civic,shared_household,producer
4805,54,men,secondary,food_and_resource_producers,single,producer
4806,24,nonbinary,technical,life_support_operators,couple_no_children,innovator
4807,31,women,bachelor,habitat_builders,family_with_children,producer
4808,38,men,graduate,scientists_and_engineers,shared_household,producer
4809,45,nonbinary,secondary,care_education_civic,single,producer
4810,52,women,technical,food_and_resource_producers,couple_no_children,producer
4811,22,men,bachelor,life_support_operators,family_with_children,innovator
4812,29,nonbinary,graduate,habitat_builders,shared_household,producer
4813,36,women,secondary,scientists_and_engineers,single,producer
4814,43,men,technical,care_education_civic,couple_no_children,producer
4815,50,nonbinary,bachelor,food_and_resource_producers,family_with_children,producer
4816,57,women,graduate,life_support_operators,shared_household,innovator
4817,27,men,secondary,habitat_builders,single,producer
4818,34,nonbinary,technical,scientists_and_engineers,couple_no_children,producer
4819,41,women,bachelor,care_education_civic,family_with_children,producer
4820,48,men,graduate,food_and_resource_producers,shared_household,producer
4821,55,nonbinary,secondary,life_support_operators,single,innovator
4822,25,women,technical,habitat_builders,couple_no_children,producer
4823,32,men,bachelor,scientists_and_engineers,family_with_children,producer
4824,39,nonbinary,graduate,care_education_civic,shared_household,producer
4825,46,women,secondary,food_and_resource_producers,single,producer
4826,53,men,technical,life_support_operators,couple_no_children,innovator
4827,23,nonbinary,bachelor,habitat_builders,family_with_children,producer
4828,30,women,graduate,scientists_and_engineers,shared_household,producer
4829,37,men,secondary,care_education_civic,single,producer
4830,44,nonbinary,technical,food_and_resource_producers,couple_no_children,producer
4831,51,women,bachelor,life_support_operators,family_with_children,innovator
4832,58,men,graduate,habitat_builders,shared_household,producer
4833,28,nonbinary,secondary,scientists_and_engineers,single,producer
4834,35,women,technical,care_education_civic,couple_no_children,producer
4835,42,men,bachelor,food_and_resource_producers,family_with_children,producer
4836,49,nonbinary,graduate,life_support_operators,shared_household,innovator
4837,56,women,secondary,habitat_builders,single,producer
4838,26,men,technical,scientists_and_engineers,couple_no_children,producer
4839,33,nonbinary,bachelor,care_education_civic,family_with_children,producer
4840,40,women,graduate,food_and_resource_producers,shared_household,producer
4841,47,men,secondary,life_support_operators,single,innovator
4842,54,nonbinary,technical,habitat_builders,couple_no_children,producer
4843,24,women,bachelor,scientists_and_engineers,family_with_children,producer
4844,31,men,graduate,care_education_civic,shared_household,producer
4845,38,nonbinary,secondary,food_and_resource_producers,single,producer
4846,45,women,technical,life_support_operators,couple_no_children,innovator
4847,52,men,bachelor,habitat_builders,family_with_children,producer
4848,22,nonbinary,graduate,scientists_and_engineers,shared_household,producer
4849,29,women,secondary,care_education_civic,single,producer
4850,36,men,technical,food_and_resource_producers,couple_no_children,producer
4851,43,nonbinary,bachelor,life_support_operators,family_with_children,innovator
4852,50,women,graduate,habitat_builders,shared_household,producer
4853,57,men,secondary,scientists_and_engineers,single,producer
4854,27,nonbinary,technical,care_education_civic,couple_no_children,producer
4855,34,women,bachelor,food_and_resource_producers,family_with_children,producer
4856,41,men,graduate,life_support_operators,shared_household,innovator
4857,48,nonbinary,secondary,habitat_builders,single,producer
4858,55,women,technical,scientists_and_engineers,couple_no_children,producer
4859,25,men,bachelor,care_education_civic,family_with_children,producer
4860,32,nonbinary,graduate,food_and_resource_producers,shared_household,producer
4861,39,women,secondary,life_support_operators,single,innovator
4862,46,men,technical,habitat_builders,couple_no_children,producer
4863,53,nonbinary,bachelor,scientists_and_engineers,family_with_children,producer
4864,23,women,graduate,care_education_civic,shared_household,producer
4865,30,men,secondary,food_and_resource_producers,single,producer
4866,37,nonbinary,technical,life_support_operators,couple_no_children,innovator
4867,44,women,bachelor,habitat_builders,family_with_children,producer
4868,51,men,graduate,scientists_and_engineers,shared_household,producer
4869,58,nonbinary,secondary,care_education_civic,single,producer
4870,28,women,technical,food_and_resource_producers,couple_no_children,producer
4871,35,men,bachelor,life_support_operators,family_with_children,innovator
4872,42,nonbinary,graduate,habitat_builders,shared_household,producer
4873,49,women,secondary,scientists_and_engineers,single,producer
4874,56,men,technical,care_education_civic,couple_no_children,producer
4875,26,nonbinary,bachelor,food_and_resource_producers,family_with_children,producer
4876,33,women,graduate,life_support_operators,shared_household,innovator
4877,40,men,secondary,habitat_builders,single,producer
4878,47,nonbinary,technical,scientists_and_engineers,couple_no_children,producer
4879,54,women,bachelor,care_education_civic,family_with_children,producer
4880,24,men,graduate,food_and_resource_producers,shared_household,producer
4881,31,nonbinary,secondary,life_support_operators,single,innovator
4882,38,women,technical,habitat_builders,couple_no_children,producer
4883,45,men,bachelor,scientists_and_engineers,family_with_children,producer
4884,52,nonbinary,graduate,care_education_civic,shared_household,producer
4885,22,women,secondary,food_and_resource_producers,single,producer
4886,29,men,technical,life_support_operators,couple_no_children,innovator
4887,36,nonbinary,bachelor,habitat_builders,family_with_children,producer
4888,43,women,graduate,scientists_and_engineers,shared_household,producer
4889,50,men,secondary,care_education_civic,single,producer
4890,57,nonbinary,technical,food_and_resource_producers,couple_no_children,producer
4891,27,women,bachelor,life_support_operators,family_with_children,innovator
4892,34,men,graduate,habitat_builders,shared_household,producer
4893,41,nonbinary,secondary,scientists_and_engineers,single,producer
4894,48,women,technical,care_education_civic,couple_no_children,producer
4895,55,men,bachelor,food_and_resource_producers,family_with_children,producer
4896,25,nonbinary,graduate,life_support_operators,shared_household,innovator
4897,32,women,secondary,habitat_builders,single,producer
4898,39,men,technical,scientists_and_engineers,couple_no_children,producer
4899,46,nonbinary,bachelor,care_education_civic,family_with_children,producer
4900,53,women,graduate,food_and_resource_producers,shared_household,producer
4901,23,men,secondary,life_support_operators,single,innovator
4902,30,nonbinary,technical,habitat_builders,couple_no_children,producer
4903,37,women,bachelor,scientists_and_engineers,family_with_children,producer
4904,44,men,graduate,care_education_civic,shared_household,producer
4905,51,nonbinary,secondary,food_and_resource_producers,single,producer
4906,58,women,technical,life_support_operators,couple_no_children,innovator
4907,28,men,bachelor,habitat_builders,family_with_children,producer
4908,35,nonbinary,graduate,scientists_and_engineers,shared_household,producer
4909,42,women,secondary,care_education_civic,single,producer
4910,49,men,technical,food_and_resource_producers,couple_no_children,producer
4911,56,nonbinary,bachelor,life_support_operators,family_with_children,innovator
4912,26,women,graduate,habitat_builders,shared_household,producer
4913,33,men,secondary,scientists_and_engineers,single,producer
4914,40,nonbinary,technical,care_education_civic,couple_no_children,producer
4915,47,women,bachelor,food_and_resource_producers,family_with_children,producer
4916,54,men,graduate,life_support_operators,shared_household,innovator
4917,24,nonbinary,secondary,habitat_builders,single,producer
4918,31,women,technical,scientists_and_engineers,couple_no_children,producer
4919,38,men,bachelor,care_education_civic,family_with_children,producer
4920,45,nonbinary,graduate,food_and_resource_producers,shared_household,producer
4921,52,women,secondary,life_support_operators,single,innovator
4922,22,men,technical,habitat_builders,couple_no_children,producer
4923,29,nonbinary,bachelor,scientists_and_engineers,family_with_children,producer
4924,36,women,graduate,care_education_civic,shared_household,producer
4925,43,men,secondary,food_and_resource_producers,single,producer
4926,50,nonbinary,technical,life_support_operators,couple_no_children,innovator
4927,57,women,bachelor,habitat_builders,family_with_children,producer
4928,27,men,graduate,scientists_and_engineers,shared_household,producer
4929,34,nonbinary,secondary,care_education_civic,single,producer
4930,41,women,technical,food_and_resource_producers,couple_no_children,producer
4931,48,men,bachelor,life_support_operators,family_with_children,innovator
4932,55,nonbinary,graduate,habitat_builders,shared_household,producer
4933,25,women,secondary,scientists_and_engineers,single,producer
4934,32,men,technical,care_education_civic,couple_no_children,producer
4935,39,nonbinary,bachelor,food_and_resource_producers,family_with_children,producer
4936,46,women,graduate,life_support_operators,shared_household,innovator
4937,53,men,secondary,habitat_builders,single,producer
4938,23,nonbinary,technical,scientists_and_engineers,couple_no_children,producer
4939,30,women,bachelor,care_education_civic,family_with_children,producer
4940,37,men,graduate,food_and_resource_producers,shared_household,producer
4941,44,nonbinary,secondary,life_support_operators,single,innovator
4942,51,women,technical,habitat_builders,couple_no_children,producer
4943,58,men,bachelor,scientists_and_engineers,family_with_children,producer
4944,28,nonbinary,graduate,care_education_civic,shared_household,producer
4945,35,women,secondary,food_and_resource_producers,single,producer
4946,42,men,technical,life_support_operators,couple_no_children,innovator
4947,49,nonbinary,bachelor,habitat_builders,family_with_children,producer
4948,56,women,graduate,scientists_and_engineers,shared_household,producer
4949,26,men,secondary,care_education_civic,single,producer
4950,33,nonbinary,technical,food_and_resource_producers,couple_no_children,producer
4951,40,women,bachelor,life_support_operators,family_with_children,innovator
4952,47,men,graduate,habitat_builders,shared_household,producer
4953,54,nonbinary,secondary,scientists_and_engineers,single,producer
4954,24,women,technical,care_education_civic,couple_no_children,producer
4955,31,men,bachelor,food_and_resource_producers,family_with_children,producer
4956,38,nonbinary,graduate,life_support_operators,shared_household,innovator
4957,45,women,secondary,habitat_builders,single,producer
4958,52,men,technical,scientists_and_engineers,couple_no_children,producer
4959,22,nonbinary,bachelor,care_education_civic,family_with_children,producer
4960,29,women,graduate,food_and_resource_producers,shared_household,producer
4961,36,men,secondary,life_support_operators,single,innovator
4962,43,nonbinary,technical,habitat_builders,couple_no_children,producer
4963,50,women,bachelor,scientists_and_engineers,family_with_children,producer
4964,57,men,graduate,care_education_civic,shared_household,producer
4965,27,nonbinary,secondary,food_and_resource_producers,single,producer
4966,34,women,technical,life_support_operators,couple_no_children,innovator
4967,41,men,bachelor,habitat_builders,family_with_children,producer
4968,48,nonbinary,graduate,scientists_and_engineers,shared_household,producer
4969,55,women,secondary,care_education_civic,single,producer
4970,25,men,technical,food_and_resource_producers,couple_no_children,producer
4971,32,nonbinary,bachelor,life_support_operators,family_with_children,innovator
4972,39,women,graduate,habitat_builders,shared_household,producer
4973,46,men,secondary,scientists_and_engineers,single,producer
4974,53,nonbinary,technical,care_education_civic,couple_no_children,producer
4975,23,women,bachelor,food_and_resource_producers,family_with_children,producer
4976,30,men,graduate,life_support_operators,shared_household,innovator
4977,37,nonbinary,secondary,habitat_builders,single,producer
4978,44,women,technical,scientists_and_engineers,couple_no_children,producer
4979,51,men,bachelor,care_education_civic,family_with_children,producer
4980,58,nonbinary,graduate,food_and_resource_producers,shared_household,producer
4981,28,women,secondary,life_support_operators,single,innovator
4982,35,men,technical,habitat_builders,couple_no_children,producer
4983,42,nonbinary,bachelor,scientists_and_engineers,family_with_children,producer
4984,49,women,graduate,care_education_civic,shared_household,producer
4985,56,men,secondary,food_and_resource_producers,single,producer
4986,26,nonbinary,technical,life_support_operators,couple_no_children,innovator
4987,33,women,bachelor,habitat_builders,family_with_children,producer
4988,40,men,graduate,scientists_and_engineers,shared_household,producer
4989,47,nonbinary,secondary,care_education_civic,single,producer
4990,54,women,technical,food_and_resource_producers,couple_no_children,producer
4991,24,men,bachelor,life_support_operators,family_with_children,innovator
4992,31,nonbinary,graduate,habitat_builders,shared_household,producer
4993,38,women,secondary,scientists_and_engineers,single,producer
4994,45,men,technical,care_education_civic,couple_no_children,producer
4995,52,nonbinary,bachelor,food_and_resource_producers,family_with_children,producer
4996,22,women,graduate,life_support_operators,shared_household,innovator
4997,29,men,secondary,habitat_builders,single,producer
4998,36,nonbinary,technical,scientists_and_engineers,couple_no_children,producer
4999,43,women,bachelor,care_education_civic,family_with_children,producer
5000,50,men,graduate,food_and_resource_producers,shared_household,producer
5001,57,nonbinary,secondary,life_support_operators,single,innovator
5002,27,women,technical,habitat_builders,couple_no_children,producer
5003,34,men,bachelor,scientists_and_engineers,family_with_children,producer
5004,41,nonbinary,graduate,care_education_civic,shared_household,producer
5005,48,women,secondary,food_and_resource_producers,single,producer
5006,55,men,technical,life_support_operators,couple_no_children,innovator
5007,25,nonbinary,bachelor,habitat_builders,family_with_children,producer
5008,32,women,graduate,scientists_and_engineers,shared_household,producer
5009,39,men,secondary,care_education_civic,single,producer
5010,46,nonbinary,technical,food_and_resource_producers,couple_no_children,producer
5011,53,women,bachelor,life_support_operators,family_with_children,innovator
5012,23,men,graduate,habitat_builders,shared_household,producer
5013,30,nonbinary,secondary,scientists_and_engineers,single,producer
5014,37,women,technical,care_education_civic,couple_no_children,producer
5015,44,men,bachelor,food_and_resource_producers,family_with_children,producer
5016,51,nonbinary,graduate,life_support_operators,shared_household,innovator
5017,58,women,secondary,habitat_builders,single,producer
5018,28,men,technical,scientists_and_engineers,couple_no_children,producer
5019,35,nonbinary,bachelor,care_education_civic,family_with_children,producer
5020,42,women,graduate,food_and_resource_producers,shared_household,producer
5021,49,men,secondary,life_support_operators,single,innovator
5022,56,nonbinary,technical,habitat_builders,couple_no_children,producer
5023,26,women,bachelor,scientists_and_engineers,family_with_children,producer
5024,33,men,graduate,care_education_civic,shared_household,producer
5025,40,nonbinary,secondary,food_and_resource_producers,single,producer
5026,47,women,technical,life_support_operators,couple_no_children,innovator
5027,54,men,bachelor,habitat_builders,family_with_children,producer
5028,24,nonbinary,graduate,scientists_and_engineers,shared_household,producer
5029,31,women,secondary,care_education_civic,single,producer
