component,kind,units,year,month,month_name,date,value
Detroit River,flow_cms,cubic meters per second,2015,9,Sep,2015-09-01,5935.210475902975
Detroit River,flow_cms,cubic meters per second,2015,10,Oct,2015-10-01,6014.497638749008
Detroit River,flow_cms,cubic meters per second,2015,11,Nov,2015-11-01,5853.091628669586
Detroit River,flow_cms,cubic meters per second,2015,12,Dec,2015-12-01,5904.061947642034
Detroit River,flow_cms,cubic meters per second,2016,1,Jan,2016-01-01,6348.636396457286
Detroit River,flow_cms,cubic meters per second,2016,2,Feb,2016-02-01,6561.0127255091575
Detroit River,flow_cms,cubic meters per second,2016,3,Mar,2016-03-01,6861.171270569136
Detroit River,flow_cms,cubic meters per second,2016,4,Apr,2016-04-01,6869.666323731211
Detroit River,flow_cms,cubic meters per second,2016,5,May,2016-05-01,6073.963010883532
Detroit River,flow_cms,cubic meters per second,2016,6,Jun,2016-06-01,6156.081858116922
Detroit River,flow_cms,cubic meters per second,2016,7,Jul,2016-07-01,6045.646167009949
Detroit River,flow_cms,cubic meters per second,2016,8,Aug,2016-08-01,5810.616362859211
Detroit River,flow_cms,cubic meters per second,2016,9,Sep,2016-09-01,5983.349110488067
Detroit River,flow_cms,cubic meters per second,2016,10,Oct,2016-10-01,6088.121432820323
Detroit River,flow_cms,cubic meters per second,2016,11,Nov,2016-11-01,6139.091751792773
Detroit River,flow_cms,cubic meters per second,2016,12,Dec,2016-12-01,5904.061947642034
Detroit River,flow_cms,cubic meters per second,2017,1,Jan,2017-01-01,6088.121432820323
Detroit River,flow_cms,cubic meters per second,2017,2,Feb,2017-02-01,6158.9135425042805
Detroit River,flow_cms,cubic meters per second,2017,3,Mar,2017-03-01,6297.666077484837
Detroit River,flow_cms,cubic meters per second,2017,4,Apr,2017-04-01,6283.5076555480455
Detroit River,flow_cms,cubic meters per second,2017,5,May,2017-05-01,6164.576911278997
Detroit River,flow_cms,cubic meters per second,2017,6,Jun,2017-06-01,6164.576911278997
Detroit River,flow_cms,cubic meters per second,2017,7,Jul,2017-07-01,6266.517549223896
Detroit River,flow_cms,cubic meters per second,2017,8,Aug,2017-08-01,6269.349233611254
Detroit River,flow_cms,cubic meters per second,2017,9,Sep,2017-09-01,6342.973027682569
Detroit River,flow_cms,cubic meters per second,2017,10,Oct,2017-10-01,6365.626502781436
Detroit River,flow_cms,cubic meters per second,2017,11,Nov,2017-11-01,6592.1612537700985
Detroit River,flow_cms,cubic meters per second,2017,12,Dec,2017-12-01,6351.468080844645
Detroit River,flow_cms,cubic meters per second,2018,1,Jan,2018-01-01,5371.705282818676
Detroit River,flow_cms,cubic meters per second,2018,2,Feb,2018-02-01,6054.141220172024
Detroit River,flow_cms,cubic meters per second,2018,3,Mar,2018-03-01,6866.834639343853
Detroit River,flow_cms,cubic meters per second,2018,4,Apr,2018-04-01,6730.913788750655
Detroit River,flow_cms,cubic meters per second,2018,5,May,2018-05-01,6385.448293492944
Detroit River,flow_cms,cubic meters per second,2018,6,Jun,2018-06-01,6628.973150805757
Detroit River,flow_cms,cubic meters per second,2018,7,Jul,2018-07-01,6325.98292135842
Detroit River,flow_cms,cubic meters per second,2018,8,Aug,2018-08-01,6195.725439539939
Detroit River,flow_cms,cubic meters per second,2018,9,Sep,2018-09-01,6351.468080844645
Detroit River,flow_cms,cubic meters per second,2018,10,Oct,2018-10-01,6609.151360094249
Detroit River,flow_cms,cubic meters per second,2018,11,Nov,2018-11-01,6705.42862926443
Detroit River,flow_cms,cubic meters per second,2018,12,Dec,2018-12-01,6464.735456338976
Detroit River,flow_cms,cubic meters per second,2019,1,Jan,2019-01-01,5906.893632029392
Detroit River,flow_cms,cubic meters per second,2019,2,Feb,2019-02-01,5640.715299617714
Detroit River,flow_cms,cubic meters per second,2019,3,Mar,2019-03-01,6756.39894823688
Detroit River,flow_cms,cubic meters per second,2019,4,Apr,2019-04-01,6866.834639343853
Detroit River,flow_cms,cubic meters per second,2019,5,May,2019-05-01,6946.121802189885
Detroit River,flow_cms,cubic meters per second,2019,6,Jun,2019-06-01,6974.438646063468
Detroit River,flow_cms,cubic meters per second,2019,7,Jul,2019-07-01,6988.597068000259
Detroit River,flow_cms,cubic meters per second,2019,8,Aug,2019-08-01,6923.468327091019
Detroit River,flow_cms,cubic meters per second,2019,9,Sep,2019-09-01,6832.854426695553
Detroit River,flow_cms,cubic meters per second,2019,10,Oct,2019-10-01,7079.210968395725
Detroit River,flow_cms,cubic meters per second,2019,11,Nov,2019-11-01,7220.79518776364
Detroit River,flow_cms,cubic meters per second,2019,12,Dec,2019-12-01,7314.240772546463
Detroit River,flow_cms,cubic meters per second,2020,1,Jan,2020-01-01,7676.696374128324
Detroit River,flow_cms,cubic meters per second,2020,2,Feb,2020-02-01,7520.953732823618
Detroit River,flow_cms,cubic meters per second,2020,3,Mar,2020-03-01,7492.636888950035
Detroit River,flow_cms,cubic meters per second,2020,4,Apr,2020-04-01,7373.706144680987
Detroit River,flow_cms,cubic meters per second,2020,5,May,2020-05-01,7399.1913041672115
Detroit River,flow_cms,cubic meters per second,2020,6,Jun,2020-06-01,7249.112031637223
Detroit River,flow_cms,cubic meters per second,2020,7,Jul,2020-07-01,7212.300134601564
Detroit River,flow_cms,cubic meters per second,2020,8,Aug,2020-08-01,7198.141712664773
Detroit River,flow_cms,cubic meters per second,2020,9,Sep,2020-09-01,7257.607084799297
Detroit River,flow_cms,cubic meters per second,2020,10,Oct,2020-10-01,7234.953609700431
Detroit River,flow_cms,cubic meters per second,2020,11,Nov,2020-11-01,7181.151606340623
Detroit River,flow_cms,cubic meters per second,2020,12,Dec,2020-12-01,7048.062440134783
Detroit River,flow_cms,cubic meters per second,2021,1,Jan,2021-01-01,7016.913911873842
Detroit River,flow_cms,cubic meters per second,2021,2,Feb,2021-02-01,5592.576665032622
Detroit River,flow_cms,cubic meters per second,2021,3,Mar,2021-03-01,7025.408965035917
Detroit River,flow_cms,cubic meters per second,2021,4,Apr,2021-04-01,6634.636519580473
Detroit River,flow_cms,cubic meters per second,2021,5,May,2021-05-01,6467.567140726334
Detroit River,flow_cms,cubic meters per second,2021,6,Jun,2021-06-01,6425.09187491596
Detroit River,flow_cms,cubic meters per second,2021,7,Jul,2021-07-01,6532.695881635575
Detroit River,flow_cms,cubic meters per second,2021,8,Aug,2021-08-01,6371.289871556152
Detroit River,flow_cms,cubic meters per second,2021,9,Sep,2021-09-01,6657.2899946793395
Detroit River,flow_cms,cubic meters per second,2021,10,Oct,2021-10-01,6685.606838552922
Detroit River,flow_cms,cubic meters per second,2021,11,Nov,2021-11-01,6447.745350014826
Detroit River,flow_cms,cubic meters per second,2021,12,Dec,2021-12-01,6334.477974520494
Detroit River,flow_cms,cubic meters per second,2022,1,Jan,2022-01-01,5708.675724914312
Detroit River,flow_cms,cubic meters per second,2022,2,Feb,2022-02-01,4904.477358904558
Detroit River,flow_cms,cubic meters per second,2022,3,Mar,2022-03-01,6303.329446259553
Detroit River,flow_cms,cubic meters per second,2022,4,Apr,2022-04-01,6209.88386147673
Detroit River,flow_cms,cubic meters per second,2022,5,May,2022-05-01,6294.834393097479
Detroit River,flow_cms,cubic meters per second,2022,6,Jun,2022-06-01,6362.794818394077
Detroit River,flow_cms,cubic meters per second,2022,7,Jul,2022-07-01,6107.943223531831
Detroit River,flow_cms,cubic meters per second,2022,8,Aug,2022-08-01,6090.953117207681
Detroit River,flow_cms,cubic meters per second,2022,9,Sep,2022-09-01,6110.77490791919
Detroit River,flow_cms,cubic meters per second,2022,10,Oct,2022-10-01,6198.557123927297
Detroit River,flow_cms,cubic meters per second,2022,11,Nov,2022-11-01,6025.824376298441
Lake Erie,level_m,meters,2000,1,Jan,2000-01-01,173.82
Lake Erie,level_m,meters,2000,2,Feb,2000-02-01,173.75
Lake Erie,level_m,meters,2000,3,Mar,2000-03-01,173.83
Lake Erie,level_m,meters,2000,4,Apr,2000-04-01,173.95
Lake Erie,level_m,meters,2000,5,May,2000-05-01,174.07
Lake Erie,level_m,meters,2000,6,Jun,2000-06-01,174.18
Lake Erie,level_m,meters,2000,7,Jul,2000-07-01,174.26
Lake Erie,level_m,meters,2000,8,Aug,2000-08-01,174.22
Lake Erie,level_m,meters,2000,9,Sep,2000-09-01,174.09
Lake Erie,level_m,meters,2000,10,Oct,2000-10-01,174.0
Lake Erie,level_m,meters,2000,11,Nov,2000-11-01,173.88
Lake Erie,level_m,meters,2000,12,Dec,2000-12-01,173.83
Lake Erie,level_m,meters,2001,1,Jan,2001-01-01,173.75
Lake Erie,level_m,meters,2001,2,Feb,2001-02-01,173.84
Lake Erie,level_m,meters,2001,3,Mar,2001-03-01,173.94
Lake Erie,level_m,meters,2001,4,Apr,2001-04-01,174.02
Lake Erie,level_m,meters,2001,5,May,2001-05-01,174.04
Lake Erie,level_m,meters,2001,6,Jun,2001-06-01,174.09
Lake Erie,level_m,meters,2001,7,Jul,2001-07-01,174.03
Lake Erie,level_m,meters,2001,8,Aug,2001-08-01,173.94
Lake Erie,level_m,meters,2001,9,Sep,2001-09-01,173.83
Lake Erie,level_m,meters,2001,10,Oct,2001-10-01,173.8
Lake Erie,level_m,meters,2001,11,Nov,2001-11-01,173.8
Lake Erie,level_m,meters,2001,12,Dec,2001-12-01,173.86
Lake Erie,level_m,meters,2002,1,Jan,2002-01-01,173.85
Lake Erie,level_m,meters,2002,2,Feb,2002-02-01,173.97
Lake Erie,level_m,meters,2002,3,Mar,2002-03-01,174.02
Lake Erie,level_m,meters,2002,4,Apr,2002-04-01,174.2
Lake Erie,level_m,meters,2002,5,May,2002-05-01,174.3
Lake Erie,level_m,meters,2002,6,Jun,2002-06-01,174.33
Lake Erie,level_m,meters,2002,7,Jul,2002-07-01,174.24
Lake Erie,level_m,meters,2002,8,Aug,2002-08-01,174.15
Lake Erie,level_m,meters,2002,9,Sep,2002-09-01,174.04
Lake Erie,level_m,meters,2002,10,Oct,2002-10-01,173.95
Lake Erie,level_m,meters,2002,11,Nov,2002-11-01,173.84
Lake Erie,level_m,meters,2002,12,Dec,2002-12-01,173.81
Lake Erie,level_m,meters,2003,1,Jan,2003-01-01,173.81
Lake Erie,level_m,meters,2003,2,Feb,2003-02-01,173.73
Lake Erie,level_m,meters,2003,3,Mar,2003-03-01,173.78
Lake Erie,level_m,meters,2003,4,Apr,2003-04-01,173.97
Lake Erie,level_m,meters,2003,5,May,2003-05-01,174.08
Lake Erie,level_m,meters,2003,6,Jun,2003-06-01,174.17
Lake Erie,level_m,meters,2003,7,Jul,2003-07-01,174.18
Lake Erie,level_m,meters,2003,8,Aug,2003-08-01,174.17
Lake Erie,level_m,meters,2003,9,Sep,2003-09-01,174.04
Lake Erie,level_m,meters,2003,10,Oct,2003-10-01,173.92
Lake Erie,level_m,meters,2003,11,Nov,2003-11-01,173.85
Lake Erie,level_m,meters,2003,12,Dec,2003-12-01,173.89
Lake Erie,level_m,meters,2004,1,Jan,2004-01-01,173.94
Lake Erie,level_m,meters,2004,2,Feb,2004-02-01,173.85
Lake Erie,level_m,meters,2004,3,Mar,2004-03-01,173.96
Lake Erie,level_m,meters,2004,4,Apr,2004-04-01,174.12
Lake Erie,level_m,meters,2004,5,May,2004-05-01,174.22
Lake Erie,level_m,meters,2004,6,Jun,2004-06-01,174.36
Lake Erie,level_m,meters,2004,7,Jul,2004-07-01,174.34
Lake Erie,level_m,meters,2004,8,Aug,2004-08-01,174.29
Lake Erie,level_m,meters,2004,9,Sep,2004-09-01,174.25
Lake Erie,level_m,meters,2004,10,Oct,2004-10-01,174.07
Lake Erie,level_m,meters,2004,11,Nov,2004-11-01,174.0
Lake Erie,level_m,meters,2004,12,Dec,2004-12-01,174.01
Lake Erie,level_m,meters,2005,1,Jan,2005-01-01,174.23
Lake Erie,level_m,meters,2005,2,Feb,2005-02-01,174.26
Lake Erie,level_m,meters,2005,3,Mar,2005-03-01,174.29
Lake Erie,level_m,meters,2005,4,Apr,2005-04-01,174.38
Lake Erie,level_m,meters,2005,5,May,2005-05-01,174.4
Lake Erie,level_m,meters,2005,6,Jun,2005-06-01,174.32
Lake Erie,level_m,meters,2005,7,Jul,2005-07-01,174.22
Lake Erie,level_m,meters,2005,8,Aug,2005-08-01,174.14
Lake Erie,level_m,meters,2005,9,Sep,2005-09-01,174.08
Lake Erie,level_m,meters,2005,10,Oct,2005-10-01,174.0
Lake Erie,level_m,meters,2005,11,Nov,2005-11-01,173.88
Lake Erie,level_m,meters,2005,12,Dec,2005-12-01,173.84
Lake Erie,level_m,meters,2006,1,Jan,2006-01-01,173.97
Lake Erie,level_m,meters,2006,2,Feb,2006-02-01,174.06
Lake Erie,level_m,meters,2006,3,Mar,2006-03-01,174.11
Lake Erie,level_m,meters,2006,4,Apr,2006-04-01,174.16
Lake Erie,level_m,meters,2006,5,May,2006-05-01,174.2
Lake Erie,level_m,meters,2006,6,Jun,2006-06-01,174.25
Lake Erie,level_m,meters,2006,7,Jul,2006-07-01,174.27
Lake Erie,level_m,meters,2006,8,Aug,2006-08-01,174.23
Lake Erie,level_m,meters,2006,9,Sep,2006-09-01,174.14
Lake Erie,level_m,meters,2006,10,Oct,2006-10-01,174.08
Lake Erie,level_m,meters,2006,11,Nov,2006-11-01,174.1
Lake Erie,level_m,meters,2006,12,Dec,2006-12-01,174.15
Lake Erie,level_m,meters,2007,1,Jan,2007-01-01,174.29
Lake Erie,level_m,meters,2007,2,Feb,2007-02-01,174.22
Lake Erie,level_m,meters,2007,3,Mar,2007-03-01,174.26
Lake Erie,level_m,meters,2007,4,Apr,2007-04-01,174.32
Lake Erie,level_m,meters,2007,5,May,2007-05-01,174.35
Lake Erie,level_m,meters,2007,6,Jun,2007-06-01,174.26
Lake Erie,level_m,meters,2007,7,Jul,2007-07-01,174.15
Lake Erie,level_m,meters,2007,8,Aug,2007-08-01,174.13
Lake Erie,level_m,meters,2007,9,Sep,2007-09-01,174.08
Lake Erie,level_m,meters,2007,10,Oct,2007-10-01,173.94
Lake Erie,level_m,meters,2007,11,Nov,2007-11-01,173.8
Lake Erie,level_m,meters,2007,12,Dec,2007-12-01,173.86
Lake Erie,level_m,meters,2008,1,Jan,2008-01-01,173.92
Lake Erie,level_m,meters,2008,2,Feb,2008-02-01,174.09
Lake Erie,level_m,meters,2008,3,Mar,2008-03-01,174.26
Lake Erie,level_m,meters,2008,4,Apr,2008-04-01,174.39
Lake Erie,level_m,meters,2008,5,May,2008-05-01,174.35
Lake Erie,level_m,meters,2008,6,Jun,2008-06-01,174.32
Lake Erie,level_m,meters,2008,7,Jul,2008-07-01,174.35
Lake Erie,level_m,meters,2008,8,Aug,2008-08-01,174.23
Lake Erie,level_m,meters,2008,9,Sep,2008-09-01,174.12
Lake Erie,level_m,meters,2008,10,Oct,2008-10-01,174.0
Lake Erie,level_m,meters,2008,11,Nov,2008-11-01,173.92
Lake Erie,level_m,meters,2008,12,Dec,2008-12-01,173.96
Lake Erie,level_m,meters,2009,1,Jan,2009-01-01,174.04
Lake Erie,level_m,meters,2009,2,Feb,2009-02-01,174.07
Lake Erie,level_m,meters,2009,3,Mar,2009-03-01,174.31
Lake Erie,level_m,meters,2009,4,Apr,2009-04-01,174.42
Lake Erie,level_m,meters,2009,5,May,2009-05-01,174.46
Lake Erie,level_m,meters,2009,6,Jun,2009-06-01,174.45
Lake Erie,level_m,meters,2009,7,Jul,2009-07-01,174.42
Lake Erie,level_m,meters,2009,8,Aug,2009-08-01,174.35
Lake Erie,level_m,meters,2009,9,Sep,2009-09-01,174.24
Lake Erie,level_m,meters,2009,10,Oct,2009-10-01,174.13
Lake Erie,level_m,meters,2009,11,Nov,2009-11-01,174.07
Lake Erie,level_m,meters,2009,12,Dec,2009-12-01,174.02
Lake Erie,level_m,meters,2010,1,Jan,2010-01-01,173.99
Lake Erie,level_m,meters,2010,2,Feb,2010-02-01,173.92
Lake Erie,level_m,meters,2010,3,Mar,2010-03-01,173.97
Lake Erie,level_m,meters,2010,4,Apr,2010-04-01,174.09
Lake Erie,level_m,meters,2010,5,May,2010-05-01,174.21
Lake Erie,level_m,meters,2010,6,Jun,2010-06-01,174.31
Lake Erie,level_m,meters,2010,7,Jul,2010-07-01,174.27
Lake Erie,level_m,meters,2010,8,Aug,2010-08-01,174.19
Lake Erie,level_m,meters,2010,9,Sep,2010-09-01,174.02
Lake Erie,level_m,meters,2010,10,Oct,2010-10-01,173.97
Lake Erie,level_m,meters,2010,11,Nov,2010-11-01,173.88
Lake Erie,level_m,meters,2010,12,Dec,2010-12-01,173.86
Lake Erie,level_m,meters,2011,1,Jan,2011-01-01,173.83
Lake Erie,level_m,meters,2011,2,Feb,2011-02-01,173.75
Lake Erie,level_m,meters,2011,3,Mar,2011-03-01,174.03
Lake Erie,level_m,meters,2011,4,Apr,2011-04-01,174.2
Lake Erie,level_m,meters,2011,5,May,2011-05-01,174.46
Lake Erie,level_m,meters,2011,6,Jun,2011-06-01,174.58
Lake Erie,level_m,meters,2011,7,Jul,2011-07-01,174.48
Lake Erie,level_m,meters,2011,8,Aug,2011-08-01,174.38
Lake Erie,level_m,meters,2011,9,Sep,2011-09-01,174.3
Lake Erie,level_m,meters,2011,10,Oct,2011-10-01,174.27
Lake Erie,level_m,meters,2011,11,Nov,2011-11-01,174.21
Lake Erie,level_m,meters,2011,12,Dec,2011-12-01,174.4
Lake Erie,level_m,meters,2012,1,Jan,2012-01-01,174.39
Lake Erie,level_m,meters,2012,2,Feb,2012-02-01,174.37
Lake Erie,level_m,meters,2012,3,Mar,2012-03-01,174.36
Lake Erie,level_m,meters,2012,4,Apr,2012-04-01,174.31
Lake Erie,level_m,meters,2012,5,May,2012-05-01,174.27
Lake Erie,level_m,meters,2012,6,Jun,2012-06-01,174.22
Lake Erie,level_m,meters,2012,7,Jul,2012-07-01,174.14
Lake Erie,level_m,meters,2012,8,Aug,2012-08-01,174.04
Lake Erie,level_m,meters,2012,9,Sep,2012-09-01,173.95
Lake Erie,level_m,meters,2012,10,Oct,2012-10-01,173.82
Lake Erie,level_m,meters,2012,11,Nov,2012-11-01,173.85
Lake Erie,level_m,meters,2012,12,Dec,2012-12-01,173.82
Lake Erie,level_m,meters,2013,1,Jan,2013-01-01,173.82
Lake Erie,level_m,meters,2013,2,Feb,2013-02-01,173.86
Lake Erie,level_m,meters,2013,3,Mar,2013-03-01,173.92
Lake Erie,level_m,meters,2013,4,Apr,2013-04-01,174.02
Lake Erie,level_m,meters,2013,5,May,2013-05-01,174.1
Lake Erie,level_m,meters,2013,6,Jun,2013-06-01,174.23
Lake Erie,level_m,meters,2013,7,Jul,2013-07-01,174.35
Lake Erie,level_m,meters,2013,8,Aug,2013-08-01,174.28
Lake Erie,level_m,meters,2013,9,Sep,2013-09-01,174.16
Lake Erie,level_m,meters,2013,10,Oct,2013-10-01,174.07
Lake Erie,level_m,meters,2013,11,Nov,2013-11-01,173.97
Lake Erie,level_m,meters,2013,12,Dec,2013-12-01,173.94
Lake Erie,level_m,meters,2014,1,Jan,2014-01-01,174.0
Lake Erie,level_m,meters,2014,2,Feb,2014-02-01,173.94
Lake Erie,level_m,meters,2014,3,Mar,2014-03-01,173.99
Lake Erie,level_m,meters,2014,4,Apr,2014-04-01,174.2
Lake Erie,level_m,meters,2014,5,May,2014-05-01,174.35
Lake Erie,level_m,meters,2014,6,Jun,2014-06-01,174.4
Lake Erie,level_m,meters,2014,7,Jul,2014-07-01,174.4
Lake Erie,level_m,meters,2014,8,Aug,2014-08-01,174.37
Lake Erie,level_m,meters,2014,9,Sep,2014-09-01,174.31
Lake Erie,level_m,meters,2014,10,Oct,2014-10-01,174.25
Lake Erie,level_m,meters,2014,11,Nov,2014-11-01,174.15
Lake Erie,level_m,meters,2014,12,Dec,2014-12-01,174.17
Lake Erie,level_m,meters,2015,1,Jan,2015-01-01,174.16
Lake Erie,level_m,meters,2015,2,Feb,2015-02-01,174.03
Lake Erie,level_m,meters,2015,3,Mar,2015-03-01,173.99
Lake Erie,level_m,meters,2015,4,Apr,2015-04-01,174.22
Lake Erie,level_m,meters,2015,5,May,2015-05-01,174.31
Lake Erie,level_m,meters,2015,6,Jun,2015-06-01,174.53
Lake Erie,level_m,meters,2015,7,Jul,2015-07-01,174.74
Lake Erie,level_m,meters,2015,8,Aug,2015-08-01,174.62
Lake Erie,level_m,meters,2015,9,Sep,2015-09-01,174.5
Lake Erie,level_m,meters,2015,10,Oct,2015-10-01,174.34
Lake Erie,level_m,meters,2015,11,Nov,2015-11-01,174.22
Lake Erie,level_m,meters,2015,12,Dec,2015-12-01,174.17
Lake Erie,level_m,meters,2016,1,Jan,2016-01-01,174.23
Lake Erie,level_m,meters,2016,2,Feb,2016-02-01,174.27
Lake Erie,level_m,meters,2016,3,Mar,2016-03-01,174.41
Lake Erie,level_m,meters,2016,4,Apr,2016-04-01,174.6
Lake Erie,level_m,meters,2016,5,May,2016-05-01,174.65
Lake Erie,level_m,meters,2016,6,Jun,2016-06-01,174.61
Lake Erie,level_m,meters,2016,7,Jul,2016-07-01,174.54
Lake Erie,level_m,meters,2016,8,Aug,2016-08-01,174.46
Lake Erie,level_m,meters,2016,9,Sep,2016-09-01,174.39
Lake Erie,level_m,meters,2016,10,Oct,2016-10-01,174.33
Lake Erie,level_m,meters,2016,11,Nov,2016-11-01,174.26
Lake Erie,level_m,meters,2016,12,Dec,2016-12-01,174.17
Lake Erie,level_m,meters,2017,1,Jan,2017-01-01,174.29
Lake Erie,level_m,meters,2017,2,Feb,2017-02-01,174.4
Lake Erie,level_m,meters,2017,3,Mar,2017-03-01,174.47
Lake Erie,level_m,meters,2017,4,Apr,2017-04-01,174.64
Lake Erie,level_m,meters,2017,5,May,2017-05-01,174.82
Lake Erie,level_m,meters,2017,6,Jun,2017-06-01,174.83
Lake Erie,level_m,meters,2017,7,Jul,2017-07-01,174.81
Lake Erie,level_m,meters,2017,8,Aug,2017-08-01,174.7
Lake Erie,level_m,meters,2017,9,Sep,2017-09-01,174.59
Lake Erie,level_m,meters,2017,10,Oct,2017-10-01,174.49
Lake Erie,level_m,meters,2017,11,Nov,2017-11-01,174.49
Lake Erie,level_m,meters,2017,12,Dec,2017-12-01,174.44
Lake Erie,level_m,meters,2018,1,Jan,2018-01-01,174.38
Lake Erie,level_m,meters,2018,2,Feb,2018-02-01,174.44
Lake Erie,level_m,meters,2018,3,Mar,2018-03-01,174.68
Lake Erie,level_m,meters,2018,4,Apr,2018-04-01,174.77
Lake Erie,level_m,meters,2018,5,May,2018-05-01,174.88
Lake Erie,level_m,meters,2018,6,Jun,2018-06-01,174.89
Lake Erie,level_m,meters,2018,7,Jul,2018-07-01,174.82
Lake Erie,level_m,meters,2018,8,Aug,2018-08-01,174.72
Lake Erie,level_m,meters,2018,9,Sep,2018-09-01,174.66
Lake Erie,level_m,meters,2018,10,Oct,2018-10-01,174.57
Lake Erie,level_m,meters,2018,11,Nov,2018-11-01,174.58
Lake Erie,level_m,meters,2018,12,Dec,2018-12-01,174.6
Lake Erie,level_m,meters,2019,1,Jan,2019-01-01,174.63
Lake Erie,level_m,meters,2019,2,Feb,2019-02-01,174.61
Lake Erie,level_m,meters,2019,3,Mar,2019-03-01,174.65
Lake Erie,level_m,meters,2019,4,Apr,2019-04-01,174.83
Lake Erie,level_m,meters,2019,5,May,2019-05-01,175.05
Lake Erie,level_m,meters,2019,6,Jun,2019-06-01,175.14
Lake Erie,level_m,meters,2019,7,Jul,2019-07-01,175.13
Lake Erie,level_m,meters,2019,8,Aug,2019-08-01,175.02
Lake Erie,level_m,meters,2019,9,Sep,2019-09-01,174.87
Lake Erie,level_m,meters,2019,10,Oct,2019-10-01,174.74
Lake Erie,level_m,meters,2019,11,Nov,2019-11-01,174.68
Lake Erie,level_m,meters,2019,12,Dec,2019-12-01,174.68
Lake Erie,level_m,meters,2020,1,Jan,2020-01-01,174.8
Lake Erie,level_m,meters,2020,2,Feb,2020-02-01,174.9
Lake Erie,level_m,meters,2020,3,Mar,2020-03-01,174.95
Lake Erie,level_m,meters,2020,4,Apr,2020-04-01,175.05
Lake Erie,level_m,meters,2020,5,May,2020-05-01,175.08
Lake Erie,level_m,meters,2020,6,Jun,2020-06-01,175.1
Lake Erie,level_m,meters,2020,7,Jul,2020-07-01,175.05
Lake Erie,level_m,meters,2020,8,Aug,2020-08-01,174.93
Lake Erie,level_m,meters,2020,9,Sep,2020-09-01,174.83
Lake Erie,level_m,meters,2020,10,Oct,2020-10-01,174.72
Lake Erie,level_m,meters,2020,11,Nov,2020-11-01,174.65
Lake Erie,level_m,meters,2020,12,Dec,2020-12-01,174.65
Lake Erie,level_m,meters,2021,1,Jan,2021-01-01,174.69
Lake Erie,level_m,meters,2021,2,Feb,2021-02-01,174.57
Lake Erie,level_m,meters,2021,3,Mar,2021-03-01,174.58
Lake Erie,level_m,meters,2021,4,Apr,2021-04-01,174.63
Lake Erie,level_m,meters,2021,5,May,2021-05-01,174.68
Lake Erie,level_m,meters,2021,6,Jun,2021-06-01,174.71
Lake Erie,level_m,meters,2021,7,Jul,2021-07-01,174.81
Lake Erie,level_m,meters,2021,8,Aug,2021-08-01,174.79
Lake Erie,level_m,meters,2021,9,Sep,2021-09-01,174.67
Lake Erie,level_m,meters,2021,10,Oct,2021-10-01,174.67
Lake Erie,level_m,meters,2021,11,Nov,2021-11-01,174.63
Lake Erie,level_m,meters,2021,12,Dec,2021-12-01,174.58
Lake Erie,level_m,meters,2022,1,Jan,2022-01-01,174.54
Lake Erie,level_m,meters,2022,2,Feb,2022-02-01,174.43
Lake Erie,level_m,meters,2022,3,Mar,2022-03-01,174.53
Lake Erie,level_m,meters,2022,4,Apr,2022-04-01,174.59
Lake Erie,level_m,meters,2022,5,May,2022-05-01,174.67
Lake Erie,level_m,meters,2022,6,Jun,2022-06-01,174.68
Lake Erie,level_m,meters,2022,7,Jul,2022-07-01,174.62
Lake Erie,level_m,meters,2022,8,Aug,2022-08-01,174.55
Lake Erie,level_m,meters,2022,9,Sep,2022-09-01,174.46
Lake Erie,level_m,meters,2022,10,Oct,2022-10-01,174.32
Lake Erie,level_m,meters,2022,11,Nov,2022-11-01,174.25
Lake Erie,level_m,meters,2022,12,Dec,2022-12-01,174.2
Niagara River,flow_cms,cubic meters per second,2000,1,Jan,2000-01-01,5180.0
Niagara River,flow_cms,cubic meters per second,2000,2,Feb,2000-02-01,4980.0
Niagara River,flow_cms,cubic meters per second,2000,3,Mar,2000-03-01,5030.0
Niagara River,flow_cms,cubic meters per second,2000,4,Apr,2000-04-01,5320.0
Niagara River,flow_cms,cubic meters per second,2000,5,May,2000-05-01,5570.0
Niagara River,flow_cms,cubic meters per second,2000,6,Jun,2000-06-01,5740.0
Niagara River,flow_cms,cubic meters per second,2000,7,Jul,2000-07-01,5830.0
Niagara River,flow_cms,cubic meters per second,2000,8,Aug,2000-08-01,5750.0
Niagara River,flow_cms,cubic meters per second,2000,9,Sep,2000-09-01,5530.0
Niagara River,flow_cms,cubic meters per second,2000,10,Oct,2000-10-01,5380.0
Niagara River,flow_cms,cubic meters per second,2000,11,Nov,2000-11-01,5410.0
Niagara River,flow_cms,cubic meters per second,2000,12,Dec,2000-12-01,5350.0
Niagara River,flow_cms,cubic meters per second,2001,1,Jan,2001-01-01,5050.0
Niagara River,flow_cms,cubic meters per second,2001,2,Feb,2001-02-01,5210.0
Niagara River,flow_cms,cubic meters per second,2001,3,Mar,2001-03-01,5270.0
Niagara River,flow_cms,cubic meters per second,2001,4,Apr,2001-04-01,5390.0
Niagara River,flow_cms,cubic meters per second,2001,5,May,2001-05-01,5540.0
Niagara River,flow_cms,cubic meters per second,2001,6,Jun,2001-06-01,5400.0
Niagara River,flow_cms,cubic meters per second,2001,7,Jul,2001-07-01,5220.0
Niagara River,flow_cms,cubic meters per second,2001,8,Aug,2001-08-01,5210.0
