year,species_count_start,guild_mix,drought_stress,total_biomass,richness_alive,shannon_diversity,pollution_load,habitat_quality
47,11,balanced,0.6914,0.74177,7,1.95745,0.1,0.92
48,11,balanced,0.3388,0.7432,7,1.93504,0.1,0.92
49,11,balanced,0.3293,0.74523,7,1.92747,0.1,0.92
50,11,balanced,0.6674,0.73106,7,1.92037,0.1,0.92
51,11,balanced,0.2326,0.74237,7,1.90126,0.1,0.92
52,11,balanced,0.1907,0.75525,7,1.89845,0.1,0.92
53,11,balanced,0.1812,0.76706,7,1.8968,0.1,0.92
54,11,balanced,0.2086,0.77504,7,1.89511,0.1,0.92
55,11,balanced,0.26,0.77783,7,1.89216,0.1,0.92
56,11,balanced,0.3114,0.77621,7,1.88726,0.1,0.92
57,11,balanced,0.7188,0.75541,7,1.88058,0.1,0.92
58,11,balanced,0.5093,0.74784,7,1.86085,0.1,0.92
59,11,balanced,0.2874,0.75309,7,1.84928,0.1,0.92
60,11,balanced,0.2326,0.76159,7,1.84491,0.1,0.92
61,11,balanced,0.1907,0.77195,7,1.84214,0.1,0.92
62,11,balanced,0.1812,0.78152,7,1.84043,0.1,0.92
63,11,balanced,0.2086,0.78762,7,1.83875,0.1,0.92
64,11,balanced,0.64,0.76949,7,1.83604,0.1,0.92
65,11,balanced,0.3114,0.76995,7,1.82083,0.1,0.92
66,11,balanced,0.3388,0.76839,7,1.8157,0.1,0.92
67,11,balanced,0.3293,0.76784,7,1.80988,0.1,0.92
68,11,balanced,0.2874,0.77045,7,1.8045,0.1,0.92
69,11,balanced,0.2326,0.77665,7,1.80038,0.1,0.92
70,11,balanced,0.3707,0.77225,7,1.79773,0.1,0.92
71,11,balanced,0.5612,0.76119,7,1.79131,0.1,0.92
72,11,balanced,0.2086,0.77053,7,1.78057,0.1,0.92
73,11,balanced,0.26,0.77488,7,1.77896,0.1,0.92
74,11,balanced,0.3114,0.77492,7,1.77589,0.1,0.92
75,11,balanced,0.3388,0.77306,7,1.7715,0.1,0.92
76,11,balanced,0.3293,0.77221,7,1.76651,0.1,0.92
77,11,balanced,0.2874,0.77449,7,1.7619,0.1,0.92
78,11,balanced,0.6126,0.76178,7,1.75839,0.1,0.92
79,11,balanced,0.1907,0.77237,7,1.74774,0.1,0.92
80,11,balanced,0.1812,0.78213,7,1.74683,0.1,0.92
1,12,balanced,0.64,0.88694,12,2.48491,0.1,0.92
2,12,balanced,0.3114,0.85196,12,2.48051,0.1,0.92
3,12,balanced,0.3388,0.82388,12,2.47646,0.1,0.92
4,12,balanced,0.3293,0.80487,12,2.47118,0.1,0.92
5,12,balanced,0.2874,0.79567,12,2.46553,0.1,0.92
6,12,balanced,0.2326,0.79479,12,2.46052,0.1,0.92
7,12,balanced,0.1907,0.79876,12,2.45674,0.1,0.92
8,12,balanced,0.5612,0.77058,12,2.45392,0.1,0.92
9,12,balanced,0.2086,0.77793,12,2.43935,0.1,0.92
10,12,balanced,0.44,0.76452,12,2.43597,0.1,0.92
11,12,balanced,0.3114,0.76391,12,2.42407,0.1,0.92
12,12,balanced,0.3388,0.76132,12,2.41662,0.1,0.92
13,12,balanced,0.7093,0.73922,12,2.40779,0.1,0.92
14,12,balanced,0.2874,0.74669,12,2.38314,0.1,0.92
15,12,balanced,0.6126,0.73552,12,2.37644,0.1,0.92
16,12,balanced,0.1907,0.75162,12,2.35493,0.1,0.92
17,12,balanced,0.1812,0.76605,12,2.35241,0.1,0.92
18,12,balanced,0.2086,0.77611,12,2.34975,0.1,0.92
19,12,balanced,0.26,0.78055,12,2.34536,0.1,0.92
20,12,balanced,0.3114,0.78041,12,2.33821,0.1,0.92
21,12,balanced,0.3388,0.77852,12,2.3284,0.1,0.92
22,12,balanced,0.8893,0.75463,12,2.31721,0.1,0.92
23,12,balanced,0.2874,0.76208,12,2.27914,0.1,0.92
24,12,balanced,0.2326,0.77217,12,2.27138,0.1,0.92
25,12,balanced,0.1907,0.78358,12,2.26597,0.1,0.92
26,12,balanced,0.1812,0.79389,12,2.26218,0.1,0.92
27,12,balanced,0.2086,0.80071,12,2.25843,0.1,0.92
28,12,balanced,0.26,0.80297,12,2.25303,0.1,0.92
29,12,balanced,0.6914,0.78741,10,2.24496,0.1,0.92
30,12,balanced,0.7188,0.76883,9,2.21659,0.1,0.92
31,12,balanced,0.3293,0.7686,9,2.18804,0.1,0.92
32,12,balanced,0.2874,0.77161,8,2.17845,0.1,0.92
33,12,balanced,0.2326,0.77709,8,2.17091,0.1,0.92
34,12,balanced,0.3707,0.77158,8,2.16579,0.1,0.92
35,12,balanced,0.1812,0.78108,8,2.15437,0.1,0.92
36,12,balanced,0.5886,0.76596,8,2.15161,0.1,0.92
37,12,balanced,0.26,0.77071,8,2.13128,0.1,0.92
38,12,balanced,0.3114,0.77108,8,2.12561,0.1,0.92
39,12,balanced,0.3388,0.76955,8,2.11772,0.1,0.92
40,12,balanced,0.3293,0.76909,8,2.10881,0.1,0.92
41,12,balanced,0.2874,0.77179,8,2.10052,0.1,0.92
42,12,balanced,0.2326,0.77798,8,2.09409,0.1,0.92
43,12,balanced,0.5707,0.76638,8,2.0898,0.1,0.92
44,12,balanced,0.1812,0.77704,8,2.07271,0.1,0.92
45,12,balanced,0.2086,0.7843,8,2.07074,0.1,0.92
46,12,balanced,0.44,0.77712,8,2.06746,0.1,0.92
47,12,balanced,0.6914,0.76246,8,2.05566,0.1,0.92
48,12,balanced,0.3388,0.76354,8,2.03584,0.1,0.92
49,12,balanced,0.3293,0.76516,8,2.02892,0.1,0.92
50,12,balanced,0.6674,0.75454,8,2.02245,0.1,0.92
51,12,balanced,0.2326,0.76379,8,2.00553,0.1,0.92
52,12,balanced,0.1907,0.77443,8,2.00285,0.1,0.92
53,12,balanced,0.1812,0.78423,8,2.00124,0.1,0.92
54,12,balanced,0.2086,0.79089,8,1.99964,0.1,0.92
55,12,balanced,0.26,0.79325,8,1.99696,0.1,0.92
56,12,balanced,0.3114,0.79195,8,1.99257,0.1,0.92
57,12,balanced,0.7188,0.77632,8,1.98663,0.1,0.92
58,12,balanced,0.5093,0.77032,8,1.96939,0.1,0.92
59,12,balanced,0.2874,0.77433,8,1.9591,0.1,0.92
60,12,balanced,0.2326,0.78113,8,1.95508,0.1,0.92
61,12,balanced,0.1907,0.78957,8,1.95251,0.1,0.92
62,12,balanced,0.1812,0.79741,8,1.95092,0.1,0.92
63,12,balanced,0.2086,0.80243,8,1.94939,0.1,0.92
64,12,balanced,0.64,0.78872,8,1.94697,0.1,0.92
65,12,balanced,0.3114,0.7888,8,1.93368,0.1,0.92
66,12,balanced,0.3388,0.78725,8,1.92905,0.1,0.92
67,12,balanced,0.3293,0.78657,8,1.92382,0.1,0.92
68,12,balanced,0.2874,0.78857,8,1.91898,0.1,0.92
69,12,balanced,0.2326,0.79358,8,1.91527,0.1,0.92
70,12,balanced,0.3707,0.78991,8,1.91287,0.1,0.92
71,12,balanced,0.5612,0.78159,8,1.90715,0.1,0.92
72,12,balanced,0.2086,0.78908,8,1.89766,0.1,0.92
73,12,balanced,0.26,0.79251,8,1.89616,0.1,0.92
74,12,balanced,0.3114,0.79243,7,1.89338,0.1,0.92
75,12,balanced,0.3388,0.78917,7,1.88949,0.1,0.92
76,12,balanced,0.3293,0.78706,7,1.88522,0.1,0.92
77,12,balanced,0.2874,0.78792,7,1.88129,0.1,0.92
78,12,balanced,0.6126,0.77632,7,1.87832,0.1,0.92
79,12,balanced,0.1907,0.78474,7,1.86961,0.1,0.92
80,12,balanced,0.1812,0.79261,7,1.86893,0.1,0.92
