scenario,month,season,crop,wild_plants,pests,beneficial_insects,bats,birds,soil_health,predators
organic_full,92,0.06699,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,93,0.0,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,94,0.06699,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,95,0.25,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,96,0.5,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,97,0.75,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,98,0.93301,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,99,1.0,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,100,0.93301,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,101,0.75,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,102,0.5,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,103,0.25,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,104,0.06699,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,105,0.0,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,106,0.06699,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,107,0.25,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,108,0.5,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,109,0.75,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,110,0.93301,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,111,1.0,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,112,0.93301,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,113,0.75,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,114,0.5,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,115,0.25,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,116,0.06699,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,117,0.0,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,118,0.06699,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,119,0.25,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,120,0.5,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
