lake,control_flow,year,month,date,level_m,target_m,deviation_m,historical_median_flow_cms,recommended_flow_cms,recommended_change_cms,q10_flow_cms,q90_flow_cms
Lake Ontario,St. Lawrence River,2003,9,2003-09-01,74.75,74.78,-0.030000000000001137,8155.251035591875,8128.251035591874,-27.00000000000091,7390.696251005136,9599.410073144603
Lake Ontario,St. Lawrence River,2003,10,2003-10-01,74.63,74.61,0.01999999999999602,7843.765752982463,7861.765752982459,17.999999999996362,7022.577280648559,8636.637381442784
Lake Ontario,St. Lawrence River,2003,11,2003-11-01,74.64,74.51,0.12999999999999545,7815.44890910888,7932.448909108876,116.99999999999636,6654.458310291981,8353.468942706955
Lake Ontario,St. Lawrence River,2003,12,2003-12-01,74.73,74.53,0.20000000000000284,7688.023111677757,7868.0231116777595,180.00000000000273,6756.39894823688,8523.370005948453
Lake Ontario,St. Lawrence River,2004,1,2004-01-01,74.83,74.63,0.20000000000000284,6399.606715429735,6579.606715429738,180.00000000000273,6201.388808314655,8948.122664052196
Lake Ontario,St. Lawrence River,2004,2,2004-02-01,74.75,74.75,0.0,6796.042529659896,6796.042529659896,0.0,6512.874090924067,8211.88472333904
Lake Ontario,St. Lawrence River,2004,3,2004-03-01,74.72,74.82,-0.09999999999999432,8126.934191718292,8036.934191718297,-89.99999999999454,6597.824622544816,8778.221600810699
Lake Ontario,St. Lawrence River,2004,4,2004-04-01,74.89,74.92,-0.030000000000001137,7787.132065235297,7760.132065235296,-27.00000000000091,6342.973027682569,8636.637381442784
Lake Ontario,St. Lawrence River,2004,5,2004-05-01,75.04,75.1,-0.05999999999998806,7730.498377488131,7676.498377488142,-53.999999999989086,6597.824622544816,8580.003693695618
Lake Ontario,St. Lawrence River,2004,6,2004-06-01,75.14,75.13,0.010000000000005116,8211.88472333904,8220.884723339046,9.000000000005457,6484.557247050484,9542.776385397437
Lake Ontario,St. Lawrence River,2004,7,2004-07-01,75.09,75.09,0.0,8381.785786580538,8381.785786580538,0.0,7249.112031637223,10392.281701604925
Lake Ontario,St. Lawrence River,2004,8,2004-08-01,75.02,74.95,0.06999999999999318,8523.370005948453,8586.370005948447,62.99999999999454,7419.013094878719,10392.281701604925
Lake Ontario,St. Lawrence River,2004,9,2004-09-01,74.95,74.78,0.1700000000000017,8155.251035591875,8308.251035591877,153.00000000000182,7390.696251005136,9599.410073144603
Lake Ontario,St. Lawrence River,2004,10,2004-10-01,74.7,74.61,0.09000000000000341,7843.765752982463,7924.7657529824655,81.00000000000273,7022.577280648559,8636.637381442784
Lake Ontario,St. Lawrence River,2004,11,2004-11-01,74.5,74.51,-0.010000000000005116,7815.44890910888,7806.448909108875,-9.000000000004547,6654.458310291981,8353.468942706955
Lake Ontario,St. Lawrence River,2004,12,2004-12-01,74.55,74.53,0.01999999999999602,7688.023111677757,7706.023111677753,17.999999999996362,6756.39894823688,8523.370005948453
Lake Ontario,St. Lawrence River,2005,1,2005-01-01,74.74,74.63,0.10999999999999943,6399.606715429735,6498.606715429734,98.99999999999909,6201.388808314655,8948.122664052196
Lake Ontario,St. Lawrence River,2005,2,2005-02-01,74.85,74.75,0.09999999999999432,6796.042529659896,6886.0425296598905,89.99999999999454,6512.874090924067,8211.88472333904
Lake Ontario,St. Lawrence River,2005,3,2005-03-01,74.84,74.82,0.020000000000010232,8126.934191718292,8144.934191718301,18.000000000009095,6597.824622544816,8778.221600810699
Lake Ontario,St. Lawrence River,2005,4,2005-04-01,75.03,74.92,0.10999999999999943,7787.132065235297,7886.132065235296,98.99999999999909,6342.973027682569,8636.637381442784
Lake Ontario,St. Lawrence River,2005,5,2005-05-01,75.11,75.1,0.010000000000005116,7730.498377488131,7739.498377488136,9.000000000004547,6597.824622544816,8580.003693695618
Lake Ontario,St. Lawrence River,2005,6,2005-06-01,75.02,75.13,-0.10999999999999943,8211.88472333904,8112.884723339042,-98.99999999999909,6484.557247050484,9542.776385397437
Lake Ontario,St. Lawrence River,2005,7,2005-07-01,74.94,75.09,-0.15000000000000568,8381.785786580538,8246.785786580533,-135.00000000000546,7249.112031637223,10392.281701604925
Lake Ontario,St. Lawrence River,2005,8,2005-08-01,74.79,74.95,-0.1599999999999966,8523.370005948453,8379.370005948456,-143.99999999999636,7419.013094878719,10392.281701604925
Lake Ontario,St. Lawrence River,2005,9,2005-09-01,74.69,74.78,-0.09000000000000341,8155.251035591875,8074.251035591872,-81.00000000000273,7390.696251005136,9599.410073144603
Lake Ontario,St. Lawrence River,2005,10,2005-10-01,74.6,74.61,-0.010000000000005116,7843.765752982463,7834.765752982458,-9.000000000004547,7022.577280648559,8636.637381442784
Lake Ontario,St. Lawrence River,2005,11,2005-11-01,74.58,74.51,0.06999999999999318,7815.44890910888,7878.4489091088735,62.99999999999363,6654.458310291981,8353.468942706955
Lake Ontario,St. Lawrence River,2005,12,2005-12-01,74.55,74.53,0.01999999999999602,7688.023111677757,7706.023111677753,17.999999999996362,6756.39894823688,8523.370005948453
Lake Ontario,St. Lawrence River,2006,1,2006-01-01,74.63,74.63,0.0,6399.606715429735,6399.606715429735,0.0,6201.388808314655,8948.122664052196
Lake Ontario,St. Lawrence River,2006,2,2006-02-01,74.86,74.75,0.10999999999999943,6796.042529659896,6895.042529659895,98.99999999999909,6512.874090924067,8211.88472333904
Lake Ontario,St. Lawrence River,2006,3,2006-03-01,74.82,74.82,0.0,8126.934191718292,8126.934191718292,0.0,6597.824622544816,8778.221600810699
Lake Ontario,St. Lawrence River,2006,4,2006-04-01,74.83,74.92,-0.09000000000000341,7787.132065235297,7706.132065235294,-81.00000000000273,6342.973027682569,8636.637381442784
Lake Ontario,St. Lawrence River,2006,5,2006-05-01,74.84,75.1,-0.2599999999999909,7730.498377488131,7496.498377488139,-233.99999999999181,6597.824622544816,8580.003693695618
Lake Ontario,St. Lawrence River,2006,6,2006-06-01,74.89,75.13,-0.23999999999999488,8211.88472333904,7995.884723339045,-215.99999999999545,6484.557247050484,9542.776385397437
Lake Ontario,St. Lawrence River,2006,7,2006-07-01,74.98,75.09,-0.10999999999999943,8381.785786580538,8282.785786580538,-99.0,7249.112031637223,10392.281701604925
Lake Ontario,St. Lawrence River,2006,8,2006-08-01,74.95,74.95,0.0,8523.370005948453,8523.370005948453,0.0,7419.013094878719,10392.281701604925
Lake Ontario,St. Lawrence River,2006,9,2006-09-01,74.81,74.78,0.030000000000001137,8155.251035591875,8182.251035591876,27.00000000000091,7390.696251005136,9599.410073144603
Lake Ontario,St. Lawrence River,2006,10,2006-10-01,74.74,74.61,0.12999999999999545,7843.765752982463,7960.765752982459,116.99999999999636,7022.577280648559,8636.637381442784
Lake Ontario,St. Lawrence River,2006,11,2006-11-01,74.79,74.51,0.28000000000000114,7815.44890910888,8067.448909108881,252.0000000000009,6654.458310291981,8353.468942706955
Lake Ontario,St. Lawrence River,2006,12,2006-12-01,74.83,74.53,0.29999999999999716,7688.023111677757,7958.023111677754,269.99999999999727,6756.39894823688,8523.370005948453
Lake Ontario,St. Lawrence River,2007,1,2007-01-01,74.98,74.63,0.3500000000000085,6399.606715429735,6714.6067154297425,315.0000000000073,6201.388808314655,8948.122664052196
Lake Ontario,St. Lawrence River,2007,2,2007-02-01,74.97,74.75,0.21999999999999886,6796.042529659896,6994.042529659895,197.9999999999991,6512.874090924067,8211.88472333904
Lake Ontario,St. Lawrence River,2007,3,2007-03-01,74.85,74.82,0.030000000000001137,8126.934191718292,8153.934191718293,27.00000000000091,6597.824622544816,8778.221600810699
Lake Ontario,St. Lawrence River,2007,4,2007-04-01,75.01,74.92,0.09000000000000341,7787.132065235297,7868.1320652353,81.00000000000273,6342.973027682569,8636.637381442784
Lake Ontario,St. Lawrence River,2007,5,2007-05-01,75.05,75.1,-0.04999999999999716,7730.498377488131,7685.498377488134,-44.99999999999727,6597.824622544816,8580.003693695618
Lake Ontario,St. Lawrence River,2007,6,2007-06-01,74.98,75.13,-0.14999999999999147,8211.88472333904,8076.884723339048,-134.99999999999272,6484.557247050484,9542.776385397437
Lake Ontario,St. Lawrence River,2007,7,2007-07-01,74.86,75.09,-0.23000000000000398,8381.785786580538,8174.7857865805345,-207.00000000000364,7249.112031637223,10392.281701604925
Lake Ontario,St. Lawrence River,2007,8,2007-08-01,74.71,74.95,-0.2400000000000091,8523.370005948453,8307.370005948444,-216.0000000000091,7419.013094878719,10392.281701604925
Lake Ontario,St. Lawrence River,2007,9,2007-09-01,74.56,74.78,-0.21999999999999886,8155.251035591875,7957.251035591876,-197.9999999999991,7390.696251005136,9599.410073144603
Lake Ontario,St. Lawrence River,2007,10,2007-10-01,74.42,74.61,-0.18999999999999773,7843.765752982463,7672.765752982465,-170.99999999999818,7022.577280648559,8636.637381442784
Lake Ontario,St. Lawrence River,2007,11,2007-11-01,74.31,74.51,-0.20000000000000284,7815.44890910888,7635.448909108877,-180.00000000000273,6654.458310291981,8353.468942706955
Lake Ontario,St. Lawrence River,2007,12,2007-12-01,74.32,74.53,-0.21000000000000796,7688.023111677757,7499.0231116777495,-189.00000000000728,6756.39894823688,8523.370005948453
Lake Ontario,St. Lawrence River,2008,1,2008-01-01,74.56,74.63,-0.06999999999999318,6399.606715429735,6336.606715429742,-62.99999999999363,6201.388808314655,8948.122664052196
Lake Ontario,St. Lawrence River,2008,2,2008-02-01,74.75,74.75,0.0,6796.042529659896,6796.042529659896,0.0,6512.874090924067,8211.88472333904
Lake Ontario,St. Lawrence River,2008,3,2008-03-01,74.87,74.82,0.05000000000001137,8126.934191718292,8171.934191718302,45.000000000010004,6597.824622544816,8778.221600810699
Lake Ontario,St. Lawrence River,2008,4,2008-04-01,75.18,74.92,0.2600000000000051,7787.132065235297,8021.1320652353015,234.00000000000455,6342.973027682569,8636.637381442784
Lake Ontario,St. Lawrence River,2008,5,2008-05-01,75.3,75.1,0.20000000000000284,7730.498377488131,7910.498377488134,180.00000000000273,6597.824622544816,8580.003693695618
Lake Ontario,St. Lawrence River,2008,6,2008-06-01,75.19,75.13,0.060000000000002274,8211.88472333904,8265.884723339042,54.00000000000182,6484.557247050484,9542.776385397437
Lake Ontario,St. Lawrence River,2008,7,2008-07-01,75.12,75.09,0.030000000000001137,8381.785786580538,8408.78578658054,27.00000000000182,7249.112031637223,10392.281701604925
Lake Ontario,St. Lawrence River,2008,8,2008-08-01,75.06,74.95,0.10999999999999943,8523.370005948453,8622.370005948453,99.0,7419.013094878719,10392.281701604925
Lake Ontario,St. Lawrence River,2008,9,2008-09-01,74.81,74.78,0.030000000000001137,8155.251035591875,8182.251035591876,27.00000000000091,7390.696251005136,9599.410073144603
Lake Ontario,St. Lawrence River,2008,10,2008-10-01,74.6,74.61,-0.010000000000005116,7843.765752982463,7834.765752982458,-9.000000000004547,7022.577280648559,8636.637381442784
Lake Ontario,St. Lawrence River,2008,11,2008-11-01,74.51,74.51,0.0,7815.44890910888,7815.44890910888,0.0,6654.458310291981,8353.468942706955
Lake Ontario,St. Lawrence River,2008,12,2008-12-01,74.55,74.53,0.01999999999999602,7688.023111677757,7706.023111677753,17.999999999996362,6756.39894823688,8523.370005948453
Lake Ontario,St. Lawrence River,2009,1,2009-01-01,74.76,74.63,0.13000000000000966,6399.606715429735,6516.606715429744,117.0000000000091,6201.388808314655,8948.122664052196
Lake Ontario,St. Lawrence River,2009,2,2009-02-01,74.82,74.75,0.06999999999999318,6796.042529659896,6859.04252965989,62.99999999999363,6512.874090924067,8211.88472333904
Lake Ontario,St. Lawrence River,2009,3,2009-03-01,74.92,74.82,0.10000000000000853,8126.934191718292,8216.9341917183,90.00000000000728,6597.824622544816,8778.221600810699
Lake Ontario,St. Lawrence River,2009,4,2009-04-01,75.12,74.92,0.20000000000000284,7787.132065235297,7967.1320652353,180.00000000000273,6342.973027682569,8636.637381442784
Lake Ontario,St. Lawrence River,2009,5,2009-05-01,75.19,75.1,0.09000000000000341,7730.498377488131,7811.498377488134,81.00000000000273,6597.824622544816,8580.003693695618
Lake Ontario,St. Lawrence River,2009,6,2009-06-01,75.16,75.13,0.030000000000001137,8211.88472333904,8238.884723339042,27.00000000000182,6484.557247050484,9542.776385397437
Lake Ontario,St. Lawrence River,2009,7,2009-07-01,75.12,75.09,0.030000000000001137,8381.785786580538,8408.78578658054,27.00000000000182,7249.112031637223,10392.281701604925
Lake Ontario,St. Lawrence River,2009,8,2009-08-01,75.03,74.95,0.0799999999999983,8523.370005948453,8595.37000594845,71.99999999999818,7419.013094878719,10392.281701604925
Lake Ontario,St. Lawrence River,2009,9,2009-09-01,74.78,74.78,0.0,8155.251035591875,8155.251035591875,0.0,7390.696251005136,9599.410073144603
Lake Ontario,St. Lawrence River,2009,10,2009-10-01,74.6,74.61,-0.010000000000005116,7843.765752982463,7834.765752982458,-9.000000000004547,7022.577280648559,8636.637381442784
Lake Ontario,St. Lawrence River,2009,11,2009-11-01,74.5,74.51,-0.010000000000005116,7815.44890910888,7806.448909108875,-9.000000000004547,6654.458310291981,8353.468942706955
Lake Ontario,St. Lawrence River,2009,12,2009-12-01,74.48,74.53,-0.04999999999999716,7688.023111677757,7643.0231116777595,-44.99999999999727,6756.39894823688,8523.370005948453
Lake Ontario,St. Lawrence River,2010,1,2010-01-01,74.51,74.63,-0.11999999999999034,6399.606715429735,6291.606715429744,-107.9999999999909,6201.388808314655,8948.122664052196
Lake Ontario,St. Lawrence River,2010,2,2010-02-01,74.54,74.75,-0.20999999999999375,6796.042529659896,6607.042529659901,-188.99999999999454,6512.874090924067,8211.88472333904
Lake Ontario,St. Lawrence River,2010,3,2010-03-01,74.55,74.82,-0.269999999999996,8126.934191718292,7883.934191718296,-242.99999999999636,6597.824622544816,8778.221600810699
Lake Ontario,St. Lawrence River,2010,4,2010-04-01,74.66,74.92,-0.2600000000000051,7787.132065235297,7553.132065235292,-234.00000000000455,6342.973027682569,8636.637381442784
Lake Ontario,St. Lawrence River,2010,5,2010-05-01,74.71,75.1,-0.39000000000000057,7730.498377488131,7379.49837748813,-351.0000000000009,6597.824622544816,8580.003693695618
Lake Ontario,St. Lawrence River,2010,6,2010-06-01,74.85,75.13,-0.28000000000000114,8211.88472333904,7959.88472333904,-252.0000000000009,6484.557247050484,9542.776385397437
Lake Ontario,St. Lawrence River,2010,7,2010-07-01,74.97,75.09,-0.12000000000000455,8381.785786580538,8273.785786580534,-108.00000000000364,7249.112031637223,10392.281701604925
Lake Ontario,St. Lawrence River,2010,8,2010-08-01,74.9,74.95,-0.04999999999999716,8523.370005948453,8478.370005948454,-44.99999999999818,7419.013094878719,10392.281701604925
Lake Ontario,St. Lawrence River,2010,9,2010-09-01,74.72,74.78,-0.060000000000002274,8155.251035591875,8101.251035591873,-54.00000000000182,7390.696251005136,9599.410073144603
Lake Ontario,St. Lawrence River,2010,10,2010-10-01,74.61,74.61,0.0,7843.765752982463,7843.765752982463,0.0,7022.577280648559,8636.637381442784
Lake Ontario,St. Lawrence River,2010,11,2010-11-01,74.5,74.51,-0.010000000000005116,7815.44890910888,7806.448909108875,-9.000000000004547,6654.458310291981,8353.468942706955
Lake Ontario,St. Lawrence River,2010,12,2010-12-01,74.52,74.53,-0.010000000000005116,7688.023111677757,7679.023111677752,-9.000000000004547,6756.39894823688,8523.370005948453
Lake Ontario,St. Lawrence River,2011,1,2011-01-01,74.49,74.63,-0.14000000000000057,6399.606715429735,6273.606715429734,-126.00000000000091,6201.388808314655,8948.122664052196
Lake Ontario,St. Lawrence River,2011,2,2011-02-01,74.41,74.75,-0.3400000000000034,6796.042529659896,6512.874090924067,-283.1684387358291,6512.874090924067,8211.88472333904
Lake Ontario,St. Lawrence River,2011,3,2011-03-01,74.61,74.82,-0.20999999999999375,8126.934191718292,7937.934191718297,-188.99999999999454,6597.824622544816,8778.221600810699
Lake Ontario,St. Lawrence River,2011,4,2011-04-01,74.85,74.92,-0.07000000000000739,7787.132065235297,7724.132065235291,-63.00000000000637,6342.973027682569,8636.637381442784
Lake Ontario,St. Lawrence River,2011,5,2011-05-01,75.23,75.1,0.13000000000000966,7730.498377488131,7847.49837748814,117.0000000000091,6597.824622544816,8580.003693695618
Lake Ontario,St. Lawrence River,2011,6,2011-06-01,75.33,75.13,0.20000000000000284,8211.88472333904,8391.884723339042,180.00000000000182,6484.557247050484,9542.776385397437
Lake Ontario,St. Lawrence River,2011,7,2011-07-01,75.14,75.09,0.04999999999999716,8381.785786580538,8426.785786580536,44.99999999999818,7249.112031637223,10392.281701604925
Lake Ontario,St. Lawrence River,2011,8,2011-08-01,74.94,74.95,-0.010000000000005116,8523.370005948453,8514.370005948447,-9.000000000005457,7419.013094878719,10392.281701604925
Lake Ontario,St. Lawrence River,2011,9,2011-09-01,74.76,74.78,-0.01999999999999602,8155.251035591875,8137.2510355918785,-17.999999999996362,7390.696251005136,9599.410073144603
Lake Ontario,St. Lawrence River,2011,10,2011-10-01,74.66,74.61,0.04999999999999716,7843.765752982463,7888.76575298246,44.99999999999727,7022.577280648559,8636.637381442784
Lake Ontario,St. Lawrence River,2011,11,2011-11-01,74.58,74.51,0.06999999999999318,7815.44890910888,7878.4489091088735,62.99999999999363,6654.458310291981,8353.468942706955
Lake Ontario,St. Lawrence River,2011,12,2011-12-01,74.62,74.53,0.09000000000000341,7688.023111677757,7769.0231116777595,81.00000000000273,6756.39894823688,8523.370005948453
Lake Ontario,St. Lawrence River,2012,1,2012-01-01,74.8,74.63,0.1700000000000017,6399.606715429735,6552.606715429737,153.00000000000182,6201.388808314655,8948.122664052196
Lake Ontario,St. Lawrence River,2012,2,2012-02-01,74.99,74.75,0.23999999999999488,6796.042529659896,7012.042529659891,215.99999999999545,6512.874090924067,8211.88472333904
Lake Ontario,St. Lawrence River,2012,3,2012-03-01,74.97,74.82,0.15000000000000568,8126.934191718292,8261.934191718297,135.00000000000546,6597.824622544816,8778.221600810699
Lake Ontario,St. Lawrence River,2012,4,2012-04-01,74.92,74.92,0.0,7787.132065235297,7787.132065235297,0.0,6342.973027682569,8636.637381442784
Lake Ontario,St. Lawrence River,2012,5,2012-05-01,74.91,75.1,-0.18999999999999773,7730.498377488131,7559.498377488133,-170.99999999999818,6597.824622544816,8580.003693695618
Lake Ontario,St. Lawrence River,2012,6,2012-06-01,74.9,75.13,-0.22999999999998977,8211.88472333904,8004.88472333905,-206.9999999999909,6484.557247050484,9542.776385397437
Lake Ontario,St. Lawrence River,2012,7,2012-07-01,74.79,75.09,-0.29999999999999716,8381.785786580538,8111.785786580541,-269.99999999999727,7249.112031637223,10392.281701604925
Lake Ontario,St. Lawrence River,2012,8,2012-08-01,74.65,74.95,-0.29999999999999716,8523.370005948453,8253.370005948454,-269.9999999999982,7419.013094878719,10392.281701604925
Lake Ontario,St. Lawrence River,2012,9,2012-09-01,74.5,74.78,-0.28000000000000114,8155.251035591875,7903.251035591874,-252.0000000000009,7390.696251005136,9599.410073144603
Lake Ontario,St. Lawrence River,2012,10,2012-10-01,74.34,74.61,-0.269999999999996,7843.765752982463,7600.765752982466,-242.99999999999636,7022.577280648559,8636.637381442784
Lake Ontario,St. Lawrence River,2012,11,2012-11-01,74.29,74.51,-0.21999999999999886,7815.44890910888,7617.448909108881,-197.9999999999991,6654.458310291981,8353.468942706955
Lake Ontario,St. Lawrence River,2012,12,2012-12-01,74.28,74.53,-0.25,7688.023111677757,7463.023111677757,-225.0,6756.39894823688,8523.370005948453
Lake Ontario,St. Lawrence River,2013,1,2013-01-01,74.38,74.63,-0.25,6399.606715429735,6201.388808314655,-198.21790711508038,6201.388808314655,8948.122664052196
Lake Ontario,St. Lawrence River,2013,2,2013-02-01,74.52,74.75,-0.23000000000000398,6796.042529659896,6589.042529659892,-207.00000000000364,6512.874090924067,8211.88472333904
Lake Ontario,St. Lawrence River,2013,3,2013-03-01,74.57,74.82,-0.25,8126.934191718292,7901.934191718292,-225.0,6597.824622544816,8778.221600810699
Lake Ontario,St. Lawrence River,2013,4,2013-04-01,74.72,74.92,-0.20000000000000284,7787.132065235297,7607.132065235294,-180.00000000000273,6342.973027682569,8636.637381442784
Lake Ontario,St. Lawrence River,2013,5,2013-05-01,74.88,75.1,-0.21999999999999886,7730.498377488131,7532.498377488132,-197.9999999999991,6597.824622544816,8580.003693695618
Lake Ontario,St. Lawrence River,2013,6,2013-06-01,75.1,75.13,-0.030000000000001137,8211.88472333904,8184.88472333904,-27.00000000000091,6484.557247050484,9542.776385397437
Lake Ontario,St. Lawrence River,2013,7,2013-07-01,75.14,75.09,0.04999999999999716,8381.785786580538,8426.785786580536,44.99999999999818,7249.112031637223,10392.281701604925
Lake Ontario,St. Lawrence River,2013,8,2013-08-01,74.99,74.95,0.03999999999999204,8523.370005948453,8559.370005948445,35.999999999992724,7419.013094878719,10392.281701604925
Lake Ontario,St. Lawrence River,2013,9,2013-09-01,74.79,74.78,0.010000000000005116,8155.251035591875,8164.251035591879,9.000000000004547,7390.696251005136,9599.410073144603
Lake Ontario,St. Lawrence River,2013,10,2013-10-01,74.64,74.61,0.030000000000001137,7843.765752982463,7870.765752982464,27.00000000000091,7022.577280648559,8636.637381442784
Lake Ontario,St. Lawrence River,2013,11,2013-11-01,74.6,74.51,0.0899999999999892,7815.44890910888,7896.44890910887,80.99999999999,6654.458310291981,8353.468942706955
Lake Ontario,St. Lawrence River,2013,12,2013-12-01,74.53,74.53,0.0,7688.023111677757,7688.023111677757,0.0,6756.39894823688,8523.370005948453
Lake Ontario,St. Lawrence River,2014,1,2014-01-01,74.64,74.63,0.010000000000005116,6399.606715429735,6408.60671542974,9.000000000004547,6201.388808314655,8948.122664052196
Lake Ontario,St. Lawrence River,2014,2,2014-02-01,74.61,74.75,-0.14000000000000057,6796.042529659896,6670.042529659895,-126.00000000000091,6512.874090924067,8211.88472333904
Lake Ontario,St. Lawrence River,2014,3,2014-03-01,74.55,74.82,-0.269999999999996,8126.934191718292,7883.934191718296,-242.99999999999636,6597.824622544816,8778.221600810699
Lake Ontario,St. Lawrence River,2014,4,2014-04-01,74.83,74.92,-0.09000000000000341,7787.132065235297,7706.132065235294,-81.00000000000273,6342.973027682569,8636.637381442784
Lake Ontario,St. Lawrence River,2014,5,2014-05-01,75.14,75.1,0.04000000000000625,7730.498377488131,7766.498377488137,36.00000000000546,6597.824622544816,8580.003693695618
Lake Ontario,St. Lawrence River,2014,6,2014-06-01,75.17,75.13,0.04000000000000625,8211.88472333904,8247.884723339046,36.00000000000546,6484.557247050484,9542.776385397437
Lake Ontario,St. Lawrence River,2014,7,2014-07-01,75.09,75.09,0.0,8381.785786580538,8381.785786580538,0.0,7249.112031637223,10392.281701604925
Lake Ontario,St. Lawrence River,2014,8,2014-08-01,74.96,74.95,0.009999999999990905,8523.370005948453,8532.370005948444,8.999999999990905,7419.013094878719,10392.281701604925
Lake Ontario,St. Lawrence River,2014,9,2014-09-01,74.78,74.78,0.0,8155.251035591875,8155.251035591875,0.0,7390.696251005136,9599.410073144603
Lake Ontario,St. Lawrence River,2014,10,2014-10-01,74.59,74.61,-0.01999999999999602,7843.765752982463,7825.765752982466,-17.999999999996362,7022.577280648559,8636.637381442784
Lake Ontario,St. Lawrence River,2014,11,2014-11-01,74.46,74.51,-0.05000000000001137,7815.44890910888,7770.44890910887,-45.000000000010004,6654.458310291981,8353.468942706955
Lake Ontario,St. Lawrence River,2014,12,2014-12-01,74.46,74.53,-0.07000000000000739,7688.023111677757,7625.02311167775,-63.00000000000637,6756.39894823688,8523.370005948453
Lake Ontario,St. Lawrence River,2015,1,2015-01-01,74.56,74.63,-0.06999999999999318,6399.606715429735,6336.606715429742,-62.99999999999363,6201.388808314655,8948.122664052196
Lake Ontario,St. Lawrence River,2015,2,2015-02-01,74.5,74.75,-0.25,6796.042529659896,6571.042529659896,-225.0,6512.874090924067,8211.88472333904
Lake Ontario,St. Lawrence River,2015,3,2015-03-01,74.41,74.82,-0.4099999999999966,8126.934191718292,7757.934191718295,-368.99999999999727,6597.824622544816,8778.221600810699
Lake Ontario,St. Lawrence River,2015,4,2015-04-01,74.62,74.92,-0.29999999999999716,7787.132065235297,7517.1320652353,-269.99999999999727,6342.973027682569,8636.637381442784
Lake Ontario,St. Lawrence River,2015,5,2015-05-01,74.81,75.1,-0.28999999999999204,7730.498377488131,7469.498377488138,-260.9999999999927,6597.824622544816,8580.003693695618
Lake Ontario,St. Lawrence River,2015,6,2015-06-01,75.02,75.13,-0.10999999999999943,8211.88472333904,8112.884723339042,-98.99999999999909,6484.557247050484,9542.776385397437
Lake Ontario,St. Lawrence River,2015,7,2015-07-01,75.21,75.09,0.11999999999999034,8381.785786580538,8489.785786580529,107.9999999999909,7249.112031637223,10392.281701604925
Lake Ontario,St. Lawrence River,2015,8,2015-08-01,75.11,74.95,0.1599999999999966,8523.370005948453,8667.370005948449,143.99999999999636,7419.013094878719,10392.281701604925
Lake Ontario,St. Lawrence River,2015,9,2015-09-01,74.91,74.78,0.12999999999999545,8155.251035591875,8272.251035591871,116.99999999999636,7390.696251005136,9599.410073144603
Lake Ontario,St. Lawrence River,2015,10,2015-10-01,74.67,74.61,0.060000000000002274,7843.765752982463,7897.765752982465,54.00000000000182,7022.577280648559,8636.637381442784
Lake Ontario,St. Lawrence River,2015,11,2015-11-01,74.56,74.51,0.04999999999999716,7815.44890910888,7860.448909108877,44.99999999999727,6654.458310291981,8353.468942706955
Lake Ontario,St. Lawrence River,2015,12,2015-12-01,74.47,74.53,-0.060000000000002274,7688.023111677757,7634.023111677755,-54.00000000000182,6756.39894823688,8523.370005948453
Lake Ontario,St. Lawrence River,2016,1,2016-01-01,74.63,74.63,0.0,6399.606715429735,6399.606715429735,0.0,6201.388808314655,8948.122664052196
Lake Ontario,St. Lawrence River,2016,2,2016-02-01,74.82,74.75,0.06999999999999318,6796.042529659896,6859.04252965989,62.99999999999363,6512.874090924067,8211.88472333904
Lake Ontario,St. Lawrence River,2016,3,2016-03-01,74.97,74.82,0.15000000000000568,8126.934191718292,8261.934191718297,135.00000000000546,6597.824622544816,8778.221600810699
Lake Ontario,St. Lawrence River,2016,4,2016-04-01,75.11,74.92,0.18999999999999773,7787.132065235297,7958.132065235295,170.99999999999818,6342.973027682569,8636.637381442784
Lake Ontario,St. Lawrence River,2016,5,2016-05-01,75.09,75.1,-0.009999999999990905,7730.498377488131,7721.498377488139,-8.999999999991815,6597.824622544816,8580.003693695618
Lake Ontario,St. Lawrence River,2016,6,2016-06-01,75.02,75.13,-0.10999999999999943,8211.88472333904,8112.884723339042,-98.99999999999909,6484.557247050484,9542.776385397437
Lake Ontario,St. Lawrence River,2016,7,2016-07-01,74.95,75.09,-0.14000000000000057,8381.785786580538,8255.785786580538,-126.0,7249.112031637223,10392.281701604925
Lake Ontario,St. Lawrence River,2016,8,2016-08-01,74.84,74.95,-0.10999999999999943,8523.370005948453,8424.370005948453,-99.0,7419.013094878719,10392.281701604925
Lake Ontario,St. Lawrence River,2016,9,2016-09-01,74.7,74.78,-0.0799999999999983,8155.251035591875,8083.251035591877,-71.99999999999818,7390.696251005136,9599.410073144603
Lake Ontario,St. Lawrence River,2016,10,2016-10-01,74.54,74.61,-0.06999999999999318,7843.765752982463,7780.765752982469,-62.99999999999363,7022.577280648559,8636.637381442784
Lake Ontario,St. Lawrence River,2016,11,2016-11-01,74.48,74.51,-0.030000000000001137,7815.44890910888,7788.448909108879,-27.00000000000091,6654.458310291981,8353.468942706955
Lake Ontario,St. Lawrence River,2016,12,2016-12-01,74.46,74.53,-0.07000000000000739,7688.023111677757,7625.02311167775,-63.00000000000637,6756.39894823688,8523.370005948453
Lake Ontario,St. Lawrence River,2017,1,2017-01-01,74.62,74.63,-0.009999999999990905,6399.606715429735,6390.606715429743,-8.999999999991815,6201.388808314655,8948.122664052196
