catalyst_id,catalyst_combination,temperature_c,predicted_c4_yield_percent,co_wt_percent,co_sio2_mg,hap_mg,ethanol_flow_ml_min,loading_mode_b
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,325.0,3.715908,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,326.0,3.89589,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,327.0,4.079834,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,328.0,4.267741,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,329.0,4.459611,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,330.0,4.655443,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,331.0,4.855238,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,332.0,5.058995,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,333.0,5.266716,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,334.0,5.478399,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,335.0,5.694045,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,336.0,5.913653,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,337.0,6.137224,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,338.0,6.364758,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,339.0,6.596254,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,340.0,6.831713,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,341.0,7.071135,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,342.0,7.31452,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,343.0,7.561867,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,344.0,7.813177,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,345.0,8.068449,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,346.0,8.327684,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,347.0,8.590882,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,348.0,8.858043,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,349.0,9.129166,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,350.0,9.404252,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,351.0,9.683301,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,352.0,9.966312,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,353.0,10.253286,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,354.0,10.544223,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,355.0,10.839122,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,356.0,11.137984,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,357.0,11.440809,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,358.0,11.747596,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,359.0,12.058347,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,360.0,12.373059,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,361.0,12.691735,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,362.0,13.014373,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,363.0,13.340974,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,364.0,13.671537,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,365.0,14.006064,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,366.0,14.344552,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,367.0,14.687004,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,368.0,15.033418,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,369.0,15.383795,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,370.0,15.738135,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,371.0,16.096437,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,372.0,16.458702,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,373.0,16.82493,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,374.0,17.19512,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,375.0,17.569273,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,376.0,17.947389,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,377.0,18.329467,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,378.0,18.715508,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,379.0,19.105512,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,380.0,19.499479,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,381.0,19.897408,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,382.0,20.2993,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,383.0,20.705154,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,384.0,21.114971,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,385.0,21.528751,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,386.0,21.946494,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,387.0,22.368199,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,388.0,22.793867,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,389.0,23.223498,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,390.0,23.657091,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,391.0,24.094647,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,392.0,24.536165,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,393.0,24.981647,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,394.0,25.431091,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,395.0,25.884498,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,396.0,26.341867,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,397.0,26.803199,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,398.0,27.268494,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,399.0,27.737751,2.0,200.0,200.0,0.3,0.0
A5,200mg 2wt%Co/SiO2- 200mg HAP-乙醇浓度0.3ml/min,400.0,28.210971,2.0,200.0,200.0,0.3,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,250.0,2.082919,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,251.0,1.920314,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,252.0,1.762393,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,253.0,1.609155,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,254.0,1.460601,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,255.0,1.31673,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,256.0,1.177543,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,257.0,1.043039,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,258.0,0.913218,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,259.0,0.788081,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,260.0,0.667627,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,261.0,0.551856,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,262.0,0.440769,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,263.0,0.334366,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,264.0,0.232646,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,265.0,0.135609,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,266.0,0.043255,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,267.0,0.0,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,268.0,0.0,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,269.0,0.0,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,270.0,0.0,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,271.0,0.0,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,272.0,0.0,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,273.0,0.0,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,274.0,0.0,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,275.0,0.0,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,276.0,0.0,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,277.0,0.0,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,278.0,0.0,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,279.0,0.0,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,280.0,0.0,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,281.0,0.0,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,282.0,0.0,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,283.0,0.0,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,284.0,0.0,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,285.0,0.0,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,286.0,0.0,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,287.0,0.0,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,288.0,0.0,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,289.0,0.0,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,290.0,0.0,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,291.0,0.0,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,292.0,0.0,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,293.0,0.0,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,294.0,0.0,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,295.0,0.0,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,296.0,0.0,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,297.0,0.0,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,298.0,0.0,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,299.0,0.0,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,300.0,0.0,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,301.0,0.0,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,302.0,0.0,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,303.0,0.0,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,304.0,0.004232,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,305.0,0.094532,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,306.0,0.189515,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,307.0,0.289181,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,308.0,0.393531,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,309.0,0.502564,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,310.0,0.616281,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,311.0,0.734681,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,312.0,0.857764,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,313.0,0.985531,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,314.0,1.117981,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,315.0,1.255115,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,316.0,1.396932,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,317.0,1.543432,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,318.0,1.694616,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,319.0,1.850483,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,320.0,2.011034,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,321.0,2.176268,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,322.0,2.346185,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,323.0,2.520786,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,324.0,2.700071,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,325.0,2.884038,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,326.0,3.072689,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,327.0,3.266024,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,328.0,3.464042,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,329.0,3.666743,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,330.0,3.874128,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,331.0,4.086196,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,332.0,4.302948,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,333.0,4.524383,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,334.0,4.750501,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,335.0,4.981303,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,336.0,5.216788,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,337.0,5.456957,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,338.0,5.701809,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,339.0,5.951344,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,340.0,6.205563,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,341.0,6.464465,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,342.0,6.728051,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,343.0,6.99632,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,344.0,7.269272,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,345.0,7.546908,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,346.0,7.829227,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,347.0,8.11623,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,348.0,8.407916,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,349.0,8.704286,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,350.0,9.005339,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,351.0,9.311075,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,352.0,9.621495,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,353.0,9.936598,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,354.0,10.256384,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,355.0,10.580854,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,356.0,10.910008,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,357.0,11.243844,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,358.0,11.582365,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,359.0,11.925568,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,360.0,12.273455,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,361.0,12.626026,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,362.0,12.983279,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,363.0,13.345217,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,364.0,13.711837,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,365.0,14.083141,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,366.0,14.459129,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,367.0,14.8398,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,368.0,15.225154,5.0,200.0,200.0,1.68,0.0
A6,200mg 5wt%Co/SiO2- 200mg HAP-乙醇浓度1.68ml/min,369.0,15.615192,5.0,200.0,200.0,1.68,0.0
