medicine_id,length_mm,height_mm,width_mm,daily_demand,boxes_per_slot,required_slots,width_type_id,height_type_id,width_spacing_mm,height_spacing_mm,plane_redundancy_mm2
771,133.0,72.0,20.0,5,11,1,2,2,43.0,115.0,741.0
772,77.0,46.0,46.0,5,19,1,3,1,60.0,59.0,90.0
773,103.0,68.0,17.0,5,14,1,1,2,23.0,115.0,86.0
774,100.0,100.0,10.0,5,15,1,1,2,23.0,115.0,99.0
775,127.0,71.0,15.0,5,11,1,1,2,23.0,115.0,160.0
776,116.0,87.0,27.0,5,12,1,2,2,43.0,115.0,288.0
777,130.0,92.0,28.0,5,11,1,2,2,43.0,115.0,209.0
778,115.0,72.0,22.0,5,13,1,2,2,43.0,115.0,663.0
779,105.0,67.0,18.0,5,14,1,1,2,23.0,115.0,44.0
780,90.0,61.0,16.0,5,16,1,1,2,23.0,115.0,150.0
781,105.0,70.0,22.0,5,14,1,2,2,43.0,115.0,697.0
782,130.0,34.0,26.0,5,11,1,2,1,43.0,59.0,273.0
783,138.0,93.0,30.0,5,10,1,2,2,43.0,115.0,162.0
784,100.0,58.0,16.0,5,15,1,1,2,23.0,115.0,159.0
785,70.0,43.0,43.0,5,21,1,3,1,60.0,59.0,156.0
786,133.0,73.0,20.0,5,11,1,2,2,43.0,115.0,722.0
787,119.0,80.0,20.0,5,12,1,2,2,43.0,115.0,589.0
788,130.0,72.0,20.0,5,11,1,2,2,43.0,115.0,741.0
789,75.0,45.0,45.0,5,20,1,3,1,60.0,59.0,110.0
790,114.0,70.0,20.0,5,13,1,2,2,43.0,115.0,779.0
791,115.0,70.0,20.0,5,13,1,2,2,43.0,115.0,779.0
792,120.0,70.0,18.0,5,12,1,1,2,23.0,115.0,41.0
793,130.0,82.0,23.0,5,11,1,2,2,43.0,115.0,464.0
794,130.0,93.0,17.0,5,11,1,1,2,23.0,115.0,36.0
795,130.0,83.0,22.0,5,11,1,2,2,43.0,115.0,476.0
796,130.0,83.0,22.0,5,11,1,2,2,43.0,115.0,476.0
797,120.0,61.0,18.0,5,12,1,1,2,23.0,115.0,50.0
798,102.0,70.0,18.0,5,14,1,1,2,23.0,115.0,41.0
799,79.0,46.0,46.0,5,18,1,3,1,60.0,59.0,90.0
800,72.0,45.0,45.0,5,20,1,3,1,60.0,59.0,110.0
801,111.0,66.0,17.0,5,13,1,1,2,23.0,115.0,90.0
802,65.0,36.0,24.0,5,23,1,2,1,43.0,59.0,285.0
803,44.0,32.0,32.0,5,34,1,2,1,43.0,59.0,161.0
804,71.0,52.0,26.0,5,21,1,2,1,43.0,59.0,39.0
805,75.0,45.0,45.0,5,20,1,3,1,60.0,59.0,110.0
806,106.0,66.0,16.0,5,14,1,1,2,23.0,115.0,135.0
807,90.0,50.0,50.0,5,16,1,3,1,60.0,59.0,30.0
808,83.0,47.0,47.0,5,18,1,3,1,60.0,59.0,72.0
809,65.0,36.0,25.0,5,23,1,2,1,43.0,59.0,266.0
810,70.0,39.0,27.0,5,21,1,2,1,43.0,59.0,192.0
811,70.0,39.0,27.0,5,21,1,2,1,43.0,59.0,192.0
812,83.0,42.0,30.0,5,18,1,2,1,43.0,59.0,117.0
813,72.0,52.0,24.0,5,20,1,2,1,43.0,59.0,45.0
814,75.0,46.0,46.0,5,20,1,3,1,60.0,59.0,90.0
815,132.0,107.0,20.0,5,11,1,2,2,43.0,115.0,76.0
816,91.0,71.0,20.0,5,16,1,2,2,43.0,115.0,760.0
817,69.0,39.0,39.0,5,21,1,2,1,43.0,59.0,0.0
818,57.0,36.0,36.0,5,26,1,2,1,43.0,59.0,57.0
819,69.0,39.0,39.0,5,21,1,2,1,43.0,59.0,0.0
820,67.0,41.0,41.0,5,22,1,3,1,60.0,59.0,210.0
821,100.0,71.0,16.0,5,15,1,1,2,23.0,115.0,120.0
822,75.0,45.0,43.0,5,20,1,3,1,60.0,59.0,130.0
823,108.0,71.0,19.0,5,13,1,1,2,23.0,115.0,0.0
824,69.0,41.0,41.0,5,21,1,3,1,60.0,59.0,210.0
825,71.0,44.0,44.0,5,21,1,3,1,60.0,59.0,132.0
826,108.0,62.0,18.0,5,13,1,1,2,23.0,115.0,49.0
827,120.0,61.0,21.0,5,12,1,2,2,43.0,115.0,900.0
828,107.0,65.0,15.0,5,14,1,1,2,23.0,115.0,184.0
829,90.0,79.0,22.0,5,16,1,2,2,43.0,115.0,544.0
830,83.0,47.0,48.0,5,18,1,3,1,60.0,59.0,64.0
831,126.0,68.0,19.0,5,11,1,1,2,23.0,115.0,0.0
832,100.0,71.0,18.0,5,15,1,1,2,23.0,115.0,40.0
833,135.0,72.0,16.0,5,11,1,1,2,23.0,115.0,117.0
834,117.0,72.0,15.0,5,12,1,1,2,23.0,115.0,156.0
835,116.0,93.0,16.0,5,12,1,1,2,23.0,115.0,54.0
836,78.0,44.0,44.0,5,19,1,3,1,60.0,59.0,132.0
837,132.0,82.0,25.0,5,11,1,2,2,43.0,115.0,406.0
838,130.0,82.0,20.0,5,11,1,2,2,43.0,115.0,551.0
839,125.0,76.0,21.0,5,12,1,2,2,43.0,115.0,630.0
840,55.0,55.0,17.0,5,27,1,1,1,23.0,59.0,0.0
841,125.0,77.0,31.0,5,12,1,2,2,43.0,115.0,272.0
842,70.0,43.0,43.0,5,21,1,3,1,60.0,59.0,156.0
843,84.0,48.0,47.0,5,17,1,3,1,60.0,59.0,63.0
844,131.0,90.0,27.0,5,11,1,2,2,43.0,115.0,252.0
845,56.0,35.0,35.0,5,26,1,2,1,43.0,59.0,80.0
846,126.0,82.0,20.0,5,11,1,2,2,43.0,115.0,551.0
847,90.0,62.0,42.0,5,16,1,3,2,60.0,115.0,686.0
848,105.0,62.0,18.0,5,14,1,1,2,23.0,115.0,49.0
849,110.0,35.0,20.0,5,13,1,2,1,43.0,59.0,380.0
850,125.0,71.0,29.0,5,12,1,2,2,43.0,115.0,400.0
851,120.0,75.0,16.0,5,12,1,1,2,23.0,115.0,108.0
852,97.0,40.0,19.0,5,15,1,1,1,23.0,59.0,0.0
853,116.0,69.0,16.0,5,12,1,1,2,23.0,115.0,126.0
854,67.0,41.0,41.0,5,22,1,3,1,60.0,59.0,210.0
855,96.0,70.0,16.0,5,15,1,1,2,23.0,115.0,123.0
856,112.0,64.0,21.0,5,13,1,2,2,43.0,115.0,846.0
857,96.0,62.0,16.0,5,15,1,1,2,23.0,115.0,147.0
858,73.0,41.0,41.0,5,20,1,3,1,60.0,59.0,210.0
859,70.0,41.0,40.0,5,21,1,3,1,60.0,59.0,224.0
860,70.0,40.0,40.0,5,21,1,3,1,60.0,59.0,240.0
861,115.0,69.0,19.0,5,13,1,1,2,23.0,115.0,0.0
862,127.0,112.0,16.0,5,11,1,1,3,23.0,129.0,39.0
863,120.0,72.0,21.0,5,12,1,2,2,43.0,115.0,702.0
864,115.0,65.0,22.0,5,13,1,2,2,43.0,115.0,782.0
865,80.0,45.0,45.0,5,18,1,3,1,60.0,59.0,110.0
866,115.0,60.0,16.0,5,13,1,1,2,23.0,115.0,153.0
867,115.0,65.0,35.0,5,13,1,2,2,43.0,115.0,184.0
868,104.0,42.0,26.0,4,14,1,2,1,43.0,59.0,169.0
869,126.0,71.0,18.0,4,11,1,1,2,23.0,115.0,40.0
870,118.0,56.0,17.0,4,12,1,1,2,23.0,115.0,110.0
871,98.0,63.0,16.0,4,15,1,1,2,23.0,115.0,144.0
872,99.0,66.0,15.0,4,15,1,1,2,23.0,115.0,180.0
873,65.0,35.0,35.0,4,23,1,2,1,43.0,59.0,80.0
874,115.0,64.0,29.0,4,13,1,2,2,43.0,115.0,470.0
875,70.0,65.0,15.0,4,21,1,1,2,23.0,115.0,184.0
876,120.0,67.0,22.0,4,12,1,2,2,43.0,115.0,748.0
877,115.0,74.0,18.0,4,13,1,1,2,23.0,115.0,37.0
878,105.0,71.0,19.0,4,14,1,1,2,23.0,115.0,0.0
879,125.0,72.0,17.0,4,12,1,1,2,23.0,115.0,78.0
880,119.0,71.0,17.0,4,12,1,1,2,23.0,115.0,80.0
881,106.0,46.0,14.0,4,14,1,1,1,23.0,59.0,45.0
882,56.0,31.0,31.0,4,26,1,2,1,43.0,59.0,192.0
883,120.0,76.0,26.0,4,12,1,2,2,43.0,115.0,455.0
884,86.0,51.0,51.0,4,17,1,3,1,60.0,59.0,20.0
885,50.0,38.0,38.0,4,30,1,2,1,43.0,59.0,17.0
886,115.0,67.0,20.0,4,13,1,2,2,43.0,115.0,836.0
887,120.0,81.0,26.0,4,12,1,2,2,43.0,115.0,390.0
888,122.0,81.0,34.0,4,12,1,2,2,43.0,115.0,150.0
889,78.0,70.0,46.0,4,19,1,3,2,60.0,115.0,410.0
890,119.0,77.0,16.0,4,12,1,1,2,23.0,115.0,102.0
891,107.0,70.0,16.0,4,14,1,1,2,23.0,115.0,123.0
892,90.0,56.0,31.0,4,16,1,2,2,43.0,115.0,440.0
893,90.0,65.0,39.0,4,16,1,2,2,43.0,115.0,0.0
894,97.0,58.0,21.0,4,15,1,2,2,43.0,115.0,954.0
895,91.0,67.0,51.0,4,16,1,3,2,60.0,115.0,220.0
896,138.0,92.0,37.0,4,10,1,2,2,43.0,115.0,38.0
897,55.0,43.0,43.0,4,27,1,3,1,60.0,59.0,156.0
898,73.0,43.0,43.0,4,20,1,3,1,60.0,59.0,156.0
899,130.0,67.0,17.0,4,11,1,1,2,23.0,115.0,88.0
900,120.0,51.0,46.0,4,12,1,3,1,60.0,59.0,40.0
901,80.0,47.0,47.0,4,18,1,3,1,60.0,59.0,72.0
902,116.0,80.0,17.0,4,12,1,1,2,23.0,115.0,62.0
903,80.0,47.0,47.0,4,18,1,3,1,60.0,59.0,72.0
904,70.0,40.0,40.0,4,21,1,3,1,60.0,59.0,240.0
905,111.0,67.0,21.0,4,13,1,2,2,43.0,115.0,792.0
906,100.0,51.0,34.0,4,15,1,2,1,43.0,59.0,20.0
907,70.0,40.0,39.0,4,21,1,2,1,43.0,59.0,0.0
908,90.0,50.0,50.0,4,16,1,3,1,60.0,59.0,30.0
909,80.0,61.0,11.0,4,18,1,1,2,23.0,115.0,400.0
910,106.0,31.0,19.0,4,14,1,1,1,23.0,59.0,0.0
911,108.0,30.0,18.0,4,13,1,1,1,23.0,59.0,25.0
912,95.0,32.0,19.0,4,15,1,1,1,23.0,59.0,0.0
913,116.0,61.0,20.0,4,12,1,2,2,43.0,115.0,950.0
914,92.0,50.0,50.0,4,16,1,3,1,60.0,59.0,30.0
915,132.0,120.0,35.0,4,11,1,2,3,43.0,129.0,20.0
916,80.0,59.0,38.0,4,18,1,2,2,43.0,115.0,52.0
917,129.0,71.0,22.0,4,11,1,2,2,43.0,115.0,680.0
918,85.0,48.0,48.0,4,17,1,3,1,60.0,59.0,56.0
919,103.0,31.0,31.0,4,14,1,2,1,43.0,59.0,192.0
920,120.0,51.0,50.0,4,12,1,3,1,60.0,59.0,24.0
921,98.0,72.0,17.0,4,15,1,1,2,23.0,115.0,78.0
922,105.0,46.0,16.0,4,14,1,1,1,23.0,59.0,27.0
923,96.0,55.0,14.0,4,15,1,1,1,23.0,59.0,0.0
924,121.0,81.0,30.0,4,12,1,2,2,43.0,115.0,270.0
925,124.0,83.0,33.0,4,12,1,2,2,43.0,115.0,168.0
926,127.0,77.0,27.0,4,11,1,2,2,43.0,115.0,408.0
927,100.0,55.0,16.0,4,15,1,1,1,23.0,59.0,0.0
928,120.0,61.0,15.0,4,12,1,1,2,23.0,115.0,200.0
929,90.0,65.0,30.0,4,16,1,2,2,43.0,115.0,414.0
930,101.0,67.0,41.0,4,14,1,3,2,60.0,115.0,660.0
931,121.0,76.0,31.0,4,12,1,2,2,43.0,115.0,280.0
932,69.0,43.0,43.0,4,21,1,3,1,60.0,59.0,156.0
933,81.0,43.0,43.0,4,18,1,3,1,60.0,59.0,156.0
934,100.0,71.0,15.0,4,15,1,1,2,23.0,115.0,160.0
935,77.0,45.0,45.0,4,19,1,3,1,60.0,59.0,110.0
936,111.0,76.0,17.0,4,13,1,1,2,23.0,115.0,70.0
937,84.0,47.0,45.0,4,17,1,3,1,60.0,59.0,88.0
938,96.0,45.0,34.0,4,15,1,2,1,43.0,59.0,50.0
939,79.0,68.0,21.0,4,18,1,2,2,43.0,115.0,774.0
940,120.0,53.0,52.0,4,12,1,3,1,60.0,59.0,8.0
941,71.0,41.0,41.0,4,21,1,3,1,60.0,59.0,210.0
942,116.0,50.0,20.0,4,12,1,2,1,43.0,59.0,95.0
943,116.0,51.0,20.0,4,12,1,2,1,43.0,59.0,76.0
944,75.0,46.0,47.0,4,20,1,3,1,60.0,59.0,81.0
945,73.0,46.0,46.0,4,20,1,3,1,60.0,59.0,90.0
946,70.0,55.0,25.0,4,21,1,2,1,43.0,59.0,0.0
947,117.0,56.0,56.0,4,12,1,3,2,60.0,115.0,0.0
948,100.0,50.0,45.0,4,15,1,3,1,60.0,59.0,55.0
949,121.0,83.0,23.0,4,12,1,2,2,43.0,115.0,448.0
950,105.0,60.0,16.0,4,14,1,1,2,23.0,115.0,153.0
951,100.0,60.0,21.0,4,15,1,2,2,43.0,115.0,918.0
952,123.0,66.0,21.0,4,12,1,2,2,43.0,115.0,810.0
953,91.0,52.0,16.0,4,16,1,1,1,23.0,59.0,9.0
954,100.0,46.0,16.0,4,15,1,1,1,23.0,59.0,27.0
955,90.0,50.0,50.0,4,16,1,3,1,60.0,59.0,30.0
956,84.0,45.0,45.0,4,17,1,3,1,60.0,59.0,110.0
957,117.0,60.0,36.0,4,12,1,2,2,43.0,115.0,153.0
958,117.0,61.0,36.0,4,12,1,2,2,43.0,115.0,150.0
959,75.0,45.0,48.0,4,20,1,3,1,60.0,59.0,80.0
960,108.0,73.0,30.0,4,13,1,2,2,43.0,115.0,342.0
961,130.0,84.0,27.0,4,11,1,2,2,43.0,115.0,324.0
962,115.0,60.0,15.0,4,13,1,1,2,23.0,115.0,204.0
963,85.0,53.0,31.0,4,17,1,2,1,43.0,59.0,16.0
964,74.0,47.0,40.0,4,20,1,3,1,60.0,59.0,128.0
965,69.0,44.0,43.0,4,21,1,3,1,60.0,59.0,143.0
966,73.0,41.0,41.0,4,20,1,3,1,60.0,59.0,210.0
967,113.0,68.0,19.0,4,13,1,1,2,23.0,115.0,0.0
968,54.0,35.0,35.0,4,27,1,2,1,43.0,59.0,80.0
969,100.0,64.0,20.0,4,15,1,2,2,43.0,115.0,893.0
970,130.0,63.0,30.0,4,11,1,2,2,43.0,115.0,432.0
971,130.0,110.0,17.0,4,11,1,1,2,23.0,115.0,2.0
972,130.0,87.0,52.0,4,11,1,3,2,60.0,115.0,96.0
973,77.0,51.0,51.0,4,19,1,3,1,60.0,59.0,20.0
974,82.0,48.0,48.0,4,18,1,3,1,60.0,59.0,56.0
975,100.0,60.0,13.0,4,15,1,1,2,23.0,115.0,306.0
976,106.0,70.0,21.0,4,14,1,2,2,43.0,115.0,738.0
977,110.0,31.0,20.0,4,13,1,2,1,43.0,59.0,456.0
978,120.0,66.0,25.0,4,12,1,2,2,43.0,115.0,630.0
979,65.0,39.0,39.0,4,23,1,2,1,43.0,59.0,0.0
980,130.0,90.0,27.0,4,11,1,2,2,43.0,115.0,252.0
981,55.0,36.0,36.0,4,27,1,2,1,43.0,59.0,57.0
982,103.0,50.0,35.0,4,14,1,2,1,43.0,59.0,20.0
983,55.0,35.0,35.0,4,27,1,2,1,43.0,59.0,80.0
984,60.0,31.0,31.0,4,25,1,2,1,43.0,59.0,192.0
985,67.0,41.0,41.0,4,22,1,3,1,60.0,59.0,210.0
986,136.0,29.0,28.0,4,11,1,2,1,43.0,59.0,286.0
987,109.0,65.0,20.0,4,13,1,2,2,43.0,115.0,874.0
988,60.0,35.0,35.0,4,25,1,2,1,43.0,59.0,80.0
989,63.0,39.0,39.0,4,23,1,2,1,43.0,59.0,0.0
990,107.0,70.0,17.0,4,14,1,1,2,23.0,115.0,82.0
991,80.0,69.0,21.0,4,18,1,2,2,43.0,115.0,756.0
992,70.0,51.0,26.0,4,21,1,2,1,43.0,59.0,52.0
993,70.0,38.0,26.0,4,21,1,2,1,43.0,59.0,221.0
994,80.0,47.0,28.0,4,18,1,2,1,43.0,59.0,88.0
995,77.0,45.0,45.0,4,19,1,3,1,60.0,59.0,110.0
996,57.0,34.0,33.0,4,26,1,2,1,43.0,59.0,126.0
997,57.0,32.0,32.0,4,26,1,2,1,43.0,59.0,161.0
998,112.0,50.0,18.0,4,13,1,1,1,23.0,59.0,5.0
999,125.0,91.0,19.0,4,12,1,1,2,23.0,115.0,0.0
1000,122.0,42.0,42.0,4,12,1,3,1,60.0,59.0,182.0
1001,106.0,71.0,20.0,4,14,1,2,2,43.0,115.0,760.0
1002,120.0,71.0,20.0,4,12,1,2,2,43.0,115.0,760.0
1003,57.0,35.0,35.0,4,26,1,2,1,43.0,59.0,80.0
1004,102.0,67.0,16.0,3,14,1,1,2,23.0,115.0,132.0
1005,113.0,80.0,30.0,3,13,1,2,2,43.0,115.0,279.0
1006,105.0,73.0,23.0,3,14,1,2,2,43.0,115.0,608.0
1007,80.0,40.0,40.0,3,18,1,3,1,60.0,59.0,240.0
1008,122.0,85.0,25.0,3,12,1,2,2,43.0,115.0,364.0
1009,85.0,65.0,20.0,3,17,1,2,2,43.0,115.0,874.0
1010,136.0,81.0,22.0,3,11,1,2,2,43.0,115.0,510.0
1011,59.0,35.0,35.0,3,25,1,2,1,43.0,59.0,80.0
1012,105.0,72.0,17.0,3,14,1,1,2,23.0,115.0,78.0
1013,85.0,62.0,34.0,3,17,1,2,2,43.0,115.0,245.0
1014,125.0,71.0,26.0,3,12,1,2,2,43.0,115.0,520.0
1015,130.0,81.0,21.0,3,11,1,2,2,43.0,115.0,540.0
1016,122.0,67.0,15.0,3,12,1,1,2,23.0,115.0,176.0
1017,88.0,50.0,50.0,3,17,1,3,1,60.0,59.0,30.0
1018,121.0,77.0,16.0,3,12,1,1,2,23.0,115.0,102.0
1019,105.0,60.0,19.0,3,14,1,1,2,23.0,115.0,0.0
1020,105.0,71.0,20.0,3,14,1,2,2,43.0,115.0,760.0
1021,120.0,70.0,22.0,3,12,1,2,2,43.0,115.0,697.0
1022,117.0,67.0,15.0,3,12,1,1,2,23.0,115.0,176.0
1023,103.0,46.0,16.0,3,14,1,1,1,23.0,59.0,27.0
1024,136.0,85.0,25.0,3,11,1,2,2,43.0,115.0,364.0
1025,116.0,70.0,26.0,3,12,1,2,2,43.0,115.0,533.0
1026,105.0,103.0,53.0,3,14,1,3,2,60.0,115.0,24.0
1027,96.0,63.0,20.0,3,15,1,2,2,43.0,115.0,912.0
1028,127.0,76.0,32.0,3,11,1,2,2,43.0,115.0,245.0
1029,130.0,110.0,20.0,3,11,1,2,2,43.0,115.0,19.0
1030,110.0,60.0,15.0,3,13,1,1,2,23.0,115.0,204.0
1031,122.0,70.0,21.0,3,12,1,2,2,43.0,115.0,738.0
1032,94.0,53.0,13.0,3,15,1,1,1,23.0,59.0,12.0
1033,120.0,71.0,20.0,3,12,1,2,2,43.0,115.0,760.0
1034,121.0,85.0,41.0,3,12,1,3,2,60.0,115.0,390.0
1035,111.0,69.0,26.0,3,13,1,2,2,43.0,115.0,546.0
1036,118.0,67.0,20.0,3,12,1,2,2,43.0,115.0,836.0
1037,68.0,50.0,25.0,3,22,1,2,1,43.0,59.0,70.0
1038,120.0,70.0,27.0,3,12,1,2,2,43.0,115.0,492.0
1039,120.0,60.0,33.0,3,12,1,2,2,43.0,115.0,306.0
1040,120.0,60.0,33.0,3,12,1,2,2,43.0,115.0,306.0
1041,120.0,60.0,33.0,3,12,1,2,2,43.0,115.0,306.0
1042,120.0,60.0,33.0,3,12,1,2,2,43.0,115.0,306.0
1043,120.0,60.0,33.0,3,12,1,2,2,43.0,115.0,306.0
1044,120.0,60.0,33.0,3,12,1,2,2,43.0,115.0,306.0
1045,120.0,60.0,33.0,3,12,1,2,2,43.0,115.0,306.0
1046,111.0,71.0,21.0,3,13,1,2,2,43.0,115.0,720.0
1047,120.0,80.0,24.0,3,12,1,2,2,43.0,115.0,465.0
1048,120.0,78.0,21.0,3,12,1,2,2,43.0,115.0,594.0
1049,106.0,72.0,17.0,3,14,1,1,2,23.0,115.0,78.0
1050,100.0,36.0,22.0,3,15,1,2,1,43.0,59.0,323.0
1051,95.0,41.0,14.0,3,15,1,1,1,23.0,59.0,70.0
1052,125.0,70.0,18.0,3,12,1,1,2,23.0,115.0,41.0
1053,125.0,71.0,17.0,3,12,1,1,2,23.0,115.0,80.0
1054,101.0,66.0,43.0,3,14,1,3,2,60.0,115.0,585.0
1055,112.0,75.0,20.0,3,13,1,2,2,43.0,115.0,684.0
1056,69.0,40.0,40.0,3,21,1,3,1,60.0,59.0,240.0
1057,75.0,45.0,45.0,3,20,1,3,1,60.0,59.0,110.0
1058,71.0,41.0,41.0,3,21,1,3,1,60.0,59.0,210.0
1059,130.0,73.0,19.0,3,11,1,1,2,23.0,115.0,0.0
1060,107.0,60.0,18.0,3,14,1,1,2,23.0,115.0,51.0
1061,101.0,62.0,21.0,3,14,1,2,2,43.0,115.0,882.0
1062,87.0,62.0,19.0,3,17,1,1,2,23.0,115.0,0.0
1063,90.0,50.0,50.0,3,16,1,3,1,60.0,59.0,30.0
1064,135.0,37.0,21.0,3,11,1,2,1,43.0,59.0,324.0
1065,108.0,31.0,18.0,3,13,1,1,1,23.0,59.0,24.0
1066,135.0,36.0,22.0,3,11,1,2,1,43.0,59.0,323.0
1067,107.0,34.0,20.0,3,14,1,2,1,43.0,59.0,399.0
1068,111.0,34.0,25.0,3,13,1,2,1,43.0,59.0,294.0
1069,110.0,59.0,16.0,3,13,1,1,2,23.0,115.0,156.0
1070,106.0,46.0,14.0,3,14,1,1,1,23.0,59.0,45.0
1071,110.0,47.0,14.0,3,13,1,1,1,23.0,59.0,40.0
1072,111.0,76.0,16.0,3,13,1,1,2,23.0,115.0,105.0
1073,104.0,75.0,30.0,3,14,1,2,2,43.0,115.0,324.0
1074,116.0,67.0,19.0,3,12,1,1,2,23.0,115.0,0.0
1075,92.0,61.0,21.0,3,16,1,2,2,43.0,115.0,900.0
1076,98.0,61.0,17.0,3,15,1,1,2,23.0,115.0,100.0
1077,69.0,43.0,43.0,3,21,1,3,1,60.0,59.0,156.0
1078,80.0,50.0,45.0,3,18,1,3,1,60.0,59.0,55.0
1079,120.0,67.0,15.0,3,12,1,1,2,23.0,115.0,176.0
1080,111.0,67.0,15.0,3,13,1,1,2,23.0,115.0,176.0
1081,101.0,62.0,15.0,3,14,1,1,2,23.0,115.0,196.0
1082,110.0,73.0,14.0,3,13,1,1,2,23.0,115.0,190.0
1083,115.0,56.0,11.0,3,13,1,1,2,23.0,115.0,440.0
1084,75.0,66.0,42.0,3,20,1,3,2,60.0,115.0,630.0
1085,100.0,60.0,17.0,3,15,1,1,2,23.0,115.0,102.0
1086,73.0,46.0,46.0,3,20,1,3,1,60.0,59.0,90.0
1087,122.0,73.0,18.0,3,12,1,1,2,23.0,115.0,38.0
1088,101.0,61.0,20.0,3,14,1,2,2,43.0,115.0,950.0
1089,120.0,100.0,34.0,3,12,1,2,2,43.0,115.0,55.0
1090,114.0,62.0,22.0,3,13,1,2,2,43.0,115.0,833.0
1091,86.0,49.0,49.0,3,17,1,3,1,60.0,59.0,42.0
1092,120.0,70.0,15.0,3,12,1,1,2,23.0,115.0,164.0
1093,100.0,68.0,50.0,3,15,1,3,2,60.0,115.0,258.0
1094,111.0,67.0,21.0,3,13,1,2,2,43.0,115.0,792.0
1095,125.0,74.0,20.0,3,12,1,2,2,43.0,115.0,703.0
1096,69.0,37.0,39.0,3,21,1,2,1,43.0,59.0,0.0
1097,81.0,52.0,14.0,3,18,1,1,1,23.0,59.0,15.0
1098,51.0,31.0,31.0,3,29,1,2,1,43.0,59.0,192.0
1099,110.0,31.0,19.0,3,13,1,1,1,23.0,59.0,0.0
1100,110.0,65.0,15.0,3,13,1,1,2,23.0,115.0,184.0
1101,76.0,50.0,50.0,3,19,1,3,1,60.0,59.0,30.0
1102,89.0,64.0,38.0,3,16,1,2,2,43.0,115.0,47.0
1103,106.0,75.0,20.0,3,14,1,2,2,43.0,115.0,684.0
1104,116.0,73.0,19.0,3,12,1,1,2,23.0,115.0,0.0
1105,91.0,66.0,41.0,3,16,1,3,2,60.0,115.0,675.0
1106,79.0,35.0,35.0,3,18,1,2,1,43.0,59.0,80.0
1107,72.0,44.0,44.0,3,20,1,3,1,60.0,59.0,132.0
1108,136.0,42.0,21.0,3,11,1,2,1,43.0,59.0,234.0
1109,126.0,61.0,23.0,3,11,1,2,2,43.0,115.0,800.0
1110,104.0,53.0,53.0,3,14,1,3,1,60.0,59.0,6.0
1111,126.0,110.0,17.0,3,11,1,1,2,23.0,115.0,2.0
1112,130.0,64.0,31.0,3,11,1,2,2,43.0,115.0,376.0
1113,125.0,87.0,40.0,3,12,1,3,2,60.0,115.0,384.0
1114,72.0,45.0,45.0,3,20,1,3,1,60.0,59.0,110.0
1115,100.0,62.0,43.0,3,15,1,3,2,60.0,115.0,637.0
1116,136.0,75.0,19.0,3,11,1,1,2,23.0,115.0,0.0
1117,119.0,55.0,21.0,3,12,1,2,1,43.0,59.0,0.0
1118,105.0,72.0,19.0,3,14,1,1,2,23.0,115.0,0.0
1119,97.0,70.0,19.0,3,15,1,1,2,23.0,115.0,0.0
1120,116.0,60.0,20.0,3,12,1,2,2,43.0,115.0,969.0
1121,56.0,36.0,36.0,3,26,1,2,1,43.0,59.0,57.0
1122,110.0,75.0,19.0,3,13,1,1,2,23.0,115.0,0.0
1123,111.0,67.0,19.0,3,13,1,1,2,23.0,115.0,0.0
1124,103.0,67.0,30.0,3,14,1,2,2,43.0,115.0,396.0
1125,96.0,69.0,19.0,3,15,1,1,2,23.0,115.0,0.0
1126,121.0,36.0,20.0,3,12,1,2,1,43.0,59.0,361.0
1127,74.0,48.0,45.0,3,20,1,3,1,60.0,59.0,77.0
1128,60.0,40.0,39.0,3,25,1,2,1,43.0,59.0,0.0
1129,116.0,47.0,32.0,3,12,1,2,1,43.0,59.0,56.0
1130,47.0,33.0,33.0,3,31,1,2,1,43.0,59.0,132.0
1131,114.0,68.0,19.0,3,13,1,1,2,23.0,115.0,0.0
1132,90.0,66.0,16.0,3,16,1,1,2,23.0,115.0,135.0
1133,112.0,66.0,14.0,3,13,1,1,2,23.0,115.0,225.0
1134,86.0,61.0,56.0,3,17,1,3,2,60.0,115.0,0.0
1135,116.0,71.0,17.0,3,12,1,1,2,23.0,115.0,80.0
1136,136.0,76.0,22.0,3,11,1,2,2,43.0,115.0,595.0
1137,75.0,45.0,45.0,3,20,1,3,1,60.0,59.0,110.0
1138,118.0,55.0,22.0,3,12,1,2,1,43.0,59.0,0.0
1139,136.0,81.0,27.0,3,11,1,2,2,43.0,115.0,360.0
1140,115.0,70.0,27.0,3,13,1,2,2,43.0,115.0,492.0
1141,92.0,48.0,48.0,3,16,1,3,1,60.0,59.0,56.0
1142,100.0,62.0,18.0,3,15,1,1,2,23.0,115.0,49.0
1143,104.0,67.0,30.0,3,14,1,2,2,43.0,115.0,396.0
1144,87.0,44.0,44.0,3,17,1,3,1,60.0,59.0,132.0
1145,91.0,51.0,51.0,3,16,1,3,1,60.0,59.0,20.0
1146,117.0,106.0,20.0,3,12,1,2,2,43.0,115.0,95.0
1147,126.0,61.0,30.0,3,11,1,2,2,43.0,115.0,450.0
1148,98.0,58.0,28.0,3,15,1,2,2,43.0,115.0,583.0
1149,107.0,31.0,19.0,3,14,1,1,1,23.0,59.0,0.0
1150,100.0,52.0,33.0,3,15,1,2,1,43.0,59.0,18.0
1151,104.0,69.0,19.0,3,14,1,1,2,23.0,115.0,0.0
1152,115.0,73.0,17.0,3,13,1,1,2,23.0,115.0,76.0
