bundle_id,task_count,task_ids,center_lat,center_lon,single_price_sum,bundle_price,expected_completion_prob,pricing_rule
G058,3,A0505;A0532;A0650,23.06151,113.831154,237.5,224.75,0.793175,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G059,4,A0537;A0618;A0701;A0743,22.942657,113.6766,380.0,359.2,0.759977,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G060,5,A0538;A0681;A0682;A0684;A0732,22.843675,113.259218,388.5,367.69,0.791693,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G061,3,A0543;A0551;A0557,23.168976,112.905288,234.5,221.93,0.791968,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G062,3,A0549;A0567;A0675,23.038669,113.203417,246.0,232.74,0.791659,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G063,4,A0555;A0680;A0692;A0799,23.148483,113.107908,321.0,303.74,0.791615,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G064,3,A0560;A0570;A0573,23.0654,113.13663,250.0,236.5,0.792763,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G065,4,A0575;A0791;A0801;A0818,23.065531,113.058598,314.0,297.16,0.79116,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G066,3,A0569;A0578;A0590,22.900186,112.888556,236.0,223.34,0.791451,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G067,3,A0592;A0593;A0822,23.037174,113.08886,257.5,243.55,0.792963,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G068,4,A0597;A0598;A0606;A0693,23.040748,113.108009,344.5,325.83,0.792362,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G069,3,A0614;A0663;A0820,23.009592,113.087903,242.0,228.98,0.793215,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G070,5,A0639;A0709;A0714;A0741;A0747,22.82079,113.679615,439.5,415.63,0.791229,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G071,3,A0648;A0651;A0653,23.025946,113.844113,226.5,214.41,0.791869,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G072,3,A0657;A0674;A0729,22.88524,113.219083,215.0,203.6,0.793842,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G073,3,A0677;A0691;A0758,23.127838,113.013289,237.0,224.28,0.792947,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G074,3,A0690;A0790;A0794,23.230307,113.085841,239.0,226.16,0.792069,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G075,3,A0705;A0724;A0756,23.08104,113.875118,235.5,222.87,0.79341,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G076,6,A0811;A0812;A0813;A0816;A0819;A0823,22.964489,113.092751,484.0,457.96,0.792092,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
