layer_ii_thickness_mm,layer_iv_thickness_mm,total_variable_thickness_mm,max_skin_temperature_c,minutes_above_44_c,final_temperature_c,feasible
13.0,3.6,16.6,50.091266,23.3,50.091266,False
13.0,3.7,16.7,49.957517,23.183333,49.957517,False
13.0,3.8,16.8,49.826423,23.05,49.826423,False
13.0,3.9,16.9,49.697908,22.916667,49.697908,False
13.0,4.0,17.0,49.571899,22.783333,49.571899,False
13.0,4.1,17.1,49.448324,22.666667,49.448324,False
13.0,4.2,17.2,49.327114,22.533333,49.327114,False
13.0,4.3,17.3,49.208204,22.383333,49.208204,False
13.0,4.4,17.4,49.09153,22.25,49.09153,False
13.0,4.5,17.5,48.977031,22.116667,48.977031,False
13.0,4.6,17.6,48.864647,21.983333,48.864647,False
13.0,4.7,17.7,48.754322,21.833333,48.754322,False
13.0,4.8,17.8,48.646,21.7,48.646,False
13.0,4.9,17.9,48.539628,21.55,48.539628,False
13.0,5.0,18.0,48.435155,21.4,48.435155,False
13.0,5.1,18.1,48.332531,21.266667,48.332531,False
13.0,5.2,18.2,48.231708,21.116667,48.231708,False
13.0,5.3,18.3,48.13264,20.966667,48.13264,False
13.0,5.4,18.4,48.035282,20.816667,48.035282,False
13.0,5.5,18.5,47.939592,20.65,47.939592,False
13.0,5.6,18.6,47.845526,20.5,47.845526,False
13.0,5.7,18.7,47.753045,20.333333,47.753045,False
13.0,5.8,18.8,47.66211,20.183333,47.66211,False
13.0,5.9,18.9,47.572681,20.016667,47.572681,False
13.0,6.0,19.0,47.484724,19.85,47.484724,False
13.0,6.1,19.1,47.398202,19.683333,47.398202,False
13.0,6.2,19.2,47.313081,19.516667,47.313081,False
13.0,6.3,19.3,47.229327,19.35,47.229327,False
13.0,6.4,19.4,47.146909,19.166667,47.146909,False
13.1,0.6,13.7,55.85424,26.566667,55.85424,False
13.1,0.7,13.8,55.583526,26.466667,55.583526,False
13.1,0.8,13.9,55.320135,26.366667,55.320135,False
13.1,0.9,14.0,55.06379,26.266667,55.06379,False
13.1,1.0,14.1,54.814226,26.166667,54.814226,False
13.1,1.1,14.2,54.571191,26.066667,54.571191,False
13.1,1.2,14.3,54.334444,25.966667,54.334444,False
13.1,1.3,14.4,54.103756,25.866667,54.103756,False
13.1,1.4,14.5,53.878907,25.766667,53.878907,False
13.1,1.5,14.6,53.659688,25.666667,53.659688,False
13.1,1.6,14.7,53.445899,25.55,53.445899,False
13.1,1.7,14.8,53.237349,25.45,53.237349,False
13.1,1.8,14.9,53.033855,25.35,53.033855,False
13.1,1.9,15.0,52.835243,25.233333,52.835243,False
13.1,2.0,15.1,52.641345,25.133333,52.641345,False
13.1,2.1,15.2,52.452,25.016667,52.452,False
13.1,2.2,15.3,52.267058,24.9,52.267058,False
13.1,2.3,15.4,52.086369,24.8,52.086369,False
13.1,2.4,15.5,51.909795,24.683333,51.909795,False
13.1,2.5,15.6,51.737201,24.566667,51.737201,False
13.1,2.6,15.7,51.568457,24.45,51.568457,False
13.1,2.7,15.8,51.403441,24.333333,51.403441,False
13.1,2.8,15.9,51.242032,24.216667,51.242032,False
13.1,2.9,16.0,51.084119,24.1,51.084119,False
13.1,3.0,16.1,50.92959,23.983333,50.92959,False
13.1,3.1,16.2,50.778343,23.866667,50.778343,False
13.1,3.2,16.3,50.630275,23.733333,50.630275,False
13.1,3.3,16.4,50.48529,23.616667,50.48529,False
13.1,3.4,16.5,50.343295,23.5,50.343295,False
13.1,3.5,16.6,50.2042,23.366667,50.2042,False
13.1,3.6,16.7,50.067921,23.25,50.067921,False
13.1,3.7,16.8,49.934373,23.116667,49.934373,False
13.1,3.8,16.9,49.803478,22.983333,49.803478,False
13.1,3.9,17.0,49.675159,22.85,49.675159,False
13.1,4.0,17.1,49.549341,22.733333,49.549341,False
13.1,4.1,17.2,49.425955,22.6,49.425955,False
13.1,4.2,17.3,49.304931,22.466667,49.304931,False
13.1,4.3,17.4,49.186205,22.316667,49.186205,False
13.1,4.4,17.5,49.069711,22.183333,49.069711,False
13.1,4.5,17.6,48.955389,22.05,48.955389,False
13.1,4.6,17.7,48.84318,21.916667,48.84318,False
13.1,4.7,17.8,48.733027,21.766667,48.733027,False
13.1,4.8,17.9,48.624874,21.616667,48.624874,False
13.1,4.9,18.0,48.518669,21.483333,48.518669,False
13.1,5.0,18.1,48.41436,21.333333,48.41436,False
13.1,5.1,18.2,48.311898,21.183333,48.311898,False
13.1,5.2,18.3,48.211234,21.033333,48.211234,False
13.1,5.3,18.4,48.112324,20.883333,48.112324,False
13.1,5.4,18.5,48.015121,20.733333,48.015121,False
13.1,5.5,18.6,47.919583,20.566667,47.919583,False
13.1,5.6,18.7,47.825667,20.416667,47.825667,False
13.1,5.7,18.8,47.733335,20.25,47.733335,False
13.1,5.8,18.9,47.642545,20.1,47.642545,False
13.1,5.9,19.0,47.553261,19.933333,47.553261,False
13.1,6.0,19.1,47.465445,19.766667,47.465445,False
13.1,6.1,19.2,47.379063,19.6,47.379063,False
13.1,6.2,19.3,47.29408,19.433333,47.29408,False
13.1,6.3,19.4,47.210462,19.25,47.210462,False
13.1,6.4,19.5,47.128178,19.083333,47.128178,False
13.2,0.6,13.8,55.822575,26.533333,55.822575,False
13.2,0.7,13.9,55.552227,26.433333,55.552227,False
13.2,0.8,14.0,55.289193,26.333333,55.289193,False
13.2,0.9,14.1,55.033196,26.233333,55.033196,False
13.2,1.0,14.2,54.783973,26.133333,54.783973,False
13.2,1.1,14.3,54.54127,26.033333,54.54127,False
13.2,1.2,14.4,54.304849,25.933333,54.304849,False
13.2,1.3,14.5,54.074478,25.833333,54.074478,False
13.2,1.4,14.6,53.849941,25.733333,53.849941,False
13.2,1.5,14.7,53.631027,25.616667,53.631027,False
13.2,1.6,14.8,53.417536,25.516667,53.417536,False
13.2,1.7,14.9,53.209279,25.4,53.209279,False
13.2,1.8,15.0,53.006071,25.3,53.006071,False
13.2,1.9,15.1,52.80774,25.183333,52.80774,False
13.2,2.0,15.2,52.614117,25.083333,52.614117,False
13.2,2.1,15.3,52.425043,24.966667,52.425043,False
13.2,2.2,15.4,52.240365,24.866667,52.240365,False
13.2,2.3,15.5,52.059937,24.75,52.059937,False
13.2,2.4,15.6,51.883618,24.633333,51.883618,False
13.2,2.5,15.7,51.711274,24.516667,51.711274,False
13.2,2.6,15.8,51.542776,24.4,51.542776,False
13.2,2.7,15.9,51.378001,24.283333,51.378001,False
13.2,2.8,16.0,51.21683,24.166667,51.21683,False
13.2,2.9,16.1,51.059149,24.05,51.059149,False
13.2,3.0,16.2,50.90485,23.933333,50.90485,False
13.2,3.1,16.3,50.753827,23.8,50.753827,False
13.2,3.2,16.4,50.60598,23.683333,50.60598,False
13.2,3.3,16.5,50.461212,23.566667,50.461212,False
13.2,3.4,16.6,50.319431,23.433333,50.319431,False
13.2,3.5,16.7,50.180547,23.316667,50.180547,False
13.2,3.6,16.8,50.044474,23.183333,50.044474,False
13.2,3.7,16.9,49.911129,23.05,49.911129,False
13.2,3.8,17.0,49.780434,22.933333,49.780434,False
13.2,3.9,17.1,49.652311,22.8,49.652311,False
13.2,4.0,17.2,49.526687,22.666667,49.526687,False
13.2,4.1,17.3,49.403491,22.533333,49.403491,False
13.2,4.2,17.4,49.282655,22.4,49.282655,False
13.2,4.3,17.5,49.164112,22.25,49.164112,False
13.2,4.4,17.6,49.0478,22.116667,49.0478,False
13.2,4.5,17.7,48.933657,21.983333,48.933657,False
13.2,4.6,17.8,48.821623,21.833333,48.821623,False
13.2,4.7,17.9,48.711643,21.7,48.711643,False
13.2,4.8,18.0,48.603661,21.55,48.603661,False
13.2,4.9,18.1,48.497624,21.4,48.497624,False
13.2,5.0,18.2,48.39348,21.25,48.39348,False
13.2,5.1,18.3,48.291181,21.1,48.291181,False
13.2,5.2,18.4,48.190678,20.95,48.190678,False
13.2,5.3,18.5,48.091925,20.8,48.091925,False
13.2,5.4,18.6,47.994878,20.65,47.994878,False
13.2,5.5,18.7,47.899494,20.483333,47.899494,False
13.2,5.6,18.8,47.80573,20.333333,47.80573,False
13.2,5.7,18.9,47.713546,20.166667,47.713546,False
13.2,5.8,19.0,47.622903,20.016667,47.622903,False
13.2,5.9,19.1,47.533764,19.85,47.533764,False
13.2,6.0,19.2,47.446091,19.683333,47.446091,False
13.2,6.1,19.3,47.35985,19.5,47.35985,False
13.2,6.2,19.4,47.275006,19.333333,47.275006,False
13.2,6.3,19.5,47.191525,19.166667,47.191525,False
13.2,6.4,19.6,47.109376,18.983333,47.109376,False
13.3,0.6,13.9,55.790767,26.5,55.790767,False
13.3,0.7,14.0,55.520786,26.4,55.520786,False
13.3,0.8,14.1,55.25811,26.3,55.25811,False
13.3,0.9,14.2,55.002463,26.2,55.002463,False
13.3,1.0,14.3,54.753581,26.1,54.753581,False
13.3,1.1,14.4,54.511213,26.0,54.511213,False
13.3,1.2,14.5,54.275118,25.9,54.275118,False
13.3,1.3,14.6,54.045067,25.783333,54.045067,False
13.3,1.4,14.7,53.820842,25.683333,53.820842,False
13.3,1.5,14.8,53.602235,25.583333,53.602235,False
13.3,1.6,14.9,53.389044,25.466667,53.389044,False
13.3,1.7,15.0,53.18108,25.366667,53.18108,False
13.3,1.8,15.1,52.978161,25.25,52.978161,False
13.3,1.9,15.2,52.780112,25.15,52.780112,False
13.3,2.0,15.3,52.586766,25.033333,52.586766,False
13.3,2.1,15.4,52.397963,24.916667,52.397963,False
13.3,2.2,15.5,52.213552,24.816667,52.213552,False
13.3,2.3,15.6,52.033385,24.7,52.033385,False
13.3,2.4,15.7,51.857323,24.583333,51.857323,False
13.3,2.5,15.8,51.685231,24.466667,51.685231,False
13.3,2.6,15.9,51.516981,24.35,51.516981,False
13.3,2.7,16.0,51.352449,24.233333,51.352449,False
13.3,2.8,16.1,51.191516,24.116667,51.191516,False
13.3,2.9,16.2,51.03407,24.0,51.03407,False
13.3,3.0,16.3,50.880001,23.866667,50.880001,False
13.3,3.1,16.4,50.729205,23.75,50.729205,False
13.3,3.2,16.5,50.58158,23.633333,50.58158,False
13.3,3.3,16.6,50.437031,23.5,50.437031,False
13.3,3.4,16.7,50.295465,23.383333,50.295465,False
13.3,3.5,16.8,50.156792,23.25,50.156792,False
13.3,3.6,16.9,50.020927,23.116667,50.020927,False
13.3,3.7,17.0,49.887787,23.0,49.887787,False
13.3,3.8,17.1,49.757293,22.866667,49.757293,False
13.3,3.9,17.2,49.629368,22.733333,49.629368,False
13.3,4.0,17.3,49.503939,22.6,49.503939,False
13.3,4.1,17.4,49.380934,22.466667,49.380934,False
13.3,4.2,17.5,49.260286,22.333333,49.260286,False
13.3,4.3,17.6,49.141929,22.183333,49.141929,False
13.3,4.4,17.7,49.025799,22.05,49.025799,False
13.3,4.5,17.8,48.911836,21.916667,48.911836,False
13.3,4.6,17.9,48.79998,21.766667,48.79998,False
13.3,4.7,18.0,48.690174,21.616667,48.690174,False
13.3,4.8,18.1,48.582363,21.483333,48.582363,False
13.3,4.9,18.2,48.476495,21.333333,48.476495,False
13.3,5.0,18.3,48.372517,21.183333,48.372517,False
13.3,5.1,18.4,48.270382,21.033333,48.270382,False
13.3,5.2,18.5,48.170041,20.883333,48.170041,False
13.3,5.3,18.6,48.071447,20.716667,48.071447,False
13.3,5.4,18.7,47.974557,20.566667,47.974557,False
13.3,5.5,18.8,47.879327,20.416667,47.879327,False
13.3,5.6,18.9,47.785715,20.25,47.785715,False
13.3,5.7,19.0,47.693681,20.083333,47.693681,False
13.3,5.8,19.1,47.603186,19.916667,47.603186,False
13.3,5.9,19.2,47.514193,19.75,47.514193,False
13.3,6.0,19.3,47.426664,19.583333,47.426664,False
13.3,6.1,19.4,47.340564,19.416667,47.340564,False
13.3,6.2,19.5,47.25586,19.25,47.25586,False
13.3,6.3,19.6,47.172517,19.066667,47.172517,False
13.3,6.4,19.7,47.090503,18.883333,47.090503,False
13.4,0.6,14.0,55.758817,26.466667,55.758817,False
13.4,0.7,14.1,55.489205,26.366667,55.489205,False
13.4,0.8,14.2,55.226888,26.266667,55.226888,False
13.4,0.9,14.3,54.971592,26.166667,54.971592,False
13.4,1.0,14.4,54.723054,26.066667,54.723054,False
13.4,1.1,14.5,54.48102,25.966667,54.48102,False
13.4,1.2,14.6,54.245254,25.85,54.245254,False
13.4,1.3,14.7,54.015524,25.75,54.015524,False
13.4,1.4,14.8,53.791614,25.65,53.791614,False
13.4,1.5,14.9,53.573314,25.533333,53.573314,False
13.4,1.6,15.0,53.360425,25.433333,53.360425,False
13.4,1.7,15.1,53.152756,25.316667,53.152756,False
13.4,1.8,15.2,52.950127,25.216667,52.950127,False
13.4,1.9,15.3,52.752361,25.1,52.752361,False
13.4,2.0,15.4,52.559294,24.983333,52.559294,False
13.4,2.1,15.5,52.370765,24.883333,52.370765,False
13.4,2.2,15.6,52.186622,24.766667,52.186622,False
13.4,2.3,15.7,52.006718,24.65,52.006718,False
13.4,2.4,15.8,51.830914,24.533333,51.830914,False
13.4,2.5,15.9,51.659076,24.416667,51.659076,False
13.4,2.6,16.0,51.491075,24.3,51.491075,False
13.4,2.7,16.1,51.326787,24.183333,51.326787,False
13.4,2.8,16.2,51.166095,24.066667,51.166095,False
13.4,2.9,16.3,51.008885,23.95,51.008885,False
13.4,3.0,16.4,50.855047,23.816667,50.855047,False
13.4,3.1,16.5,50.704479,23.7,50.704479,False
13.4,3.2,16.6,50.557078,23.566667,50.557078,False
13.4,3.3,16.7,50.41275,23.45,50.41275,False
13.4,3.4,16.8,50.2714,23.316667,50.2714,False
13.4,3.5,16.9,50.13294,23.2,50.13294,False
13.4,3.6,17.0,49.997284,23.066667,49.997284,False
13.4,3.7,17.1,49.864349,22.933333,49.864349,False
13.4,3.8,17.2,49.734058,22.8,49.734058,False
13.4,3.9,17.3,49.606332,22.666667,49.606332,False
13.4,4.0,17.4,49.481098,22.533333,49.481098,False
13.4,4.1,17.5,49.358287,22.4,49.358287,False
13.4,4.2,17.6,49.237829,22.266667,49.237829,False
13.4,4.3,17.7,49.119658,22.116667,49.119658,False
13.4,4.4,17.8,49.003712,21.983333,49.003712,False
13.4,4.5,17.9,48.889929,21.833333,48.889929,False
13.4,4.6,18.0,48.778251,21.7,48.778251,False
13.4,4.7,18.1,48.66862,21.55,48.66862,False
13.4,4.8,18.2,48.560982,21.4,48.560982,False
13.4,4.9,18.3,48.455284,21.25,48.455284,False
13.4,5.0,18.4,48.351475,21.1,48.351475,False
13.4,5.1,18.5,48.249504,20.95,48.249504,False
13.4,5.2,18.6,48.149325,20.8,48.149325,False
13.4,5.3,18.7,48.050892,20.65,48.050892,False
13.4,5.4,18.8,47.954159,20.483333,47.954159,False
13.4,5.5,18.9,47.859084,20.333333,47.859084,False
13.4,5.6,19.0,47.765626,20.166667,47.765626,False
13.4,5.7,19.1,47.673743,20.0,47.673743,False
13.4,5.8,19.2,47.583397,19.833333,47.583397,False
13.4,5.9,19.3,47.49455,19.666667,47.49455,False
13.4,6.0,19.4,47.407166,19.5,47.407166,False
13.4,6.1,19.5,47.321209,19.333333,47.321209,False
13.4,6.2,19.6,47.236645,19.15,47.236645,False
13.4,6.3,19.7,47.15344,18.983333,47.15344,False
13.4,6.4,19.8,47.071564,18.8,47.071564,False
13.5,0.6,14.1,55.726729,26.433333,55.726729,False
13.5,0.7,14.2,55.457485,26.333333,55.457485,False
13.5,0.8,14.3,55.19553,26.233333,55.19553,False
13.5,0.9,14.4,54.940586,26.133333,54.940586,False
13.5,1.0,14.5,54.692392,26.033333,54.692392,False
13.5,1.1,14.6,54.450695,25.916667,54.450695,False
13.5,1.2,14.7,54.215258,25.816667,54.215258,False
13.5,1.3,14.8,53.985851,25.716667,53.985851,False
13.5,1.4,14.9,53.762257,25.6,53.762257,False
13.5,1.5,15.0,53.544266,25.5,53.544266,False
13.5,1.6,15.1,53.33168,25.383333,53.33168,False
13.5,1.7,15.2,53.124309,25.283333,53.124309,False
13.5,1.8,15.3,52.921971,25.166667,52.921971,False
13.5,1.9,15.4,52.724491,25.066667,52.724491,False
13.5,2.0,15.5,52.531704,24.95,52.531704,False
13.5,2.1,15.6,52.34345,24.833333,52.34345,False
13.5,2.2,15.7,52.159576,24.716667,52.159576,False
13.5,2.3,15.8,51.979937,24.6,51.979937,False
13.5,2.4,15.9,51.804393,24.483333,51.804393,False
13.5,2.5,16.0,51.63281,24.366667,51.63281,False
13.5,2.6,16.1,51.46506,24.25,51.46506,False
13.5,2.7,16.2,51.301018,24.133333,51.301018,False
13.5,2.8,16.3,51.140567,24.016667,51.140567,False
13.5,2.9,16.4,50.983595,23.883333,50.983595,False
13.5,3.0,16.5,50.829991,23.766667,50.829991,False
13.5,3.1,16.6,50.679652,23.65,50.679652,False
13.5,3.2,16.7,50.532476,23.516667,50.532476,False
13.5,3.3,16.8,50.388369,23.383333,50.388369,False
13.5,3.4,16.9,50.247237,23.266667,50.247237,False
13.5,3.5,17.0,50.108991,23.133333,50.108991,False
13.5,3.6,17.1,49.973546,23.0,49.973546,False
13.5,3.7,17.2,49.840819,22.866667,49.840819,False
13.5,3.8,17.3,49.710731,22.733333,49.710731,False
13.5,3.9,17.4,49.583205,22.6,49.583205,False
13.5,4.0,17.5,49.458169,22.466667,49.458169,False
13.5,4.1,17.6,49.335551,22.333333,49.335551,False
13.5,4.2,17.7,49.215284,22.2,49.215284,False
13.5,4.3,17.8,49.097301,22.05,49.097301,False
13.5,4.4,17.9,48.98154,21.916667,48.98154,False
13.5,4.5,18.0,48.86794,21.766667,48.86794,False
13.5,4.6,18.1,48.756441,21.616667,48.756441,False
13.5,4.7,18.2,48.646986,21.483333,48.646986,False
13.5,4.8,18.3,48.539522,21.333333,48.539522,False
13.5,4.9,18.4,48.433995,21.183333,48.433995,False
13.5,5.0,18.5,48.330354,21.033333,48.330354,False
13.5,5.1,18.6,48.228549,20.883333,48.228549,False
13.5,5.2,18.7,48.128534,20.716667,48.128534,False
13.5,5.3,18.8,48.030261,20.566667,48.030261,False
13.5,5.4,18.9,47.933688,20.4,47.933688,False
13.5,5.5,19.0,47.838769,20.25,47.838769,False
13.5,5.6,19.1,47.745465,20.083333,47.745465,False
13.5,5.7,19.2,47.653734,19.916667,47.653734,False
13.5,5.8,19.3,47.563537,19.75,47.563537,False
13.5,5.9,19.4,47.474838,19.583333,47.474838,False
13.5,6.0,19.5,47.387599,19.416667,47.387599,False
13.5,6.1,19.6,47.301786,19.233333,47.301786,False
13.5,6.2,19.7,47.217363,19.066667,47.217363,False
13.5,6.3,19.8,47.134298,18.883333,47.134298,False
13.5,6.4,19.9,47.052559,18.7,47.052559,False
13.6,0.6,14.2,55.694503,26.4,55.694503,False
13.6,0.7,14.3,55.42563,26.3,55.42563,False
13.6,0.8,14.4,55.164036,26.2,55.164036,False
13.6,0.9,14.5,54.909446,26.1,54.909446,False
13.6,1.0,14.6,54.661597,26.0,54.661597,False
13.6,1.1,14.7,54.420239,25.883333,54.420239,False
13.6,1.2,14.8,54.185133,25.783333,54.185133,False
13.6,1.3,14.9,53.956051,25.666667,53.956051,False
13.6,1.4,15.0,53.732773,25.566667,53.732773,False
13.6,1.5,15.1,53.515094,25.45,53.515094,False
13.6,1.6,15.2,53.302813,25.35,53.302813,False
13.6,1.7,15.3,53.095741,25.233333,53.095741,False
13.6,1.8,15.4,52.893695,25.133333,52.893695,False
13.6,1.9,15.5,52.696503,25.016667,52.696503,False
13.6,2.0,15.6,52.503998,24.9,52.503998,False
13.6,2.1,15.7,52.31602,24.783333,52.31602,False
13.6,2.2,15.8,52.132418,24.666667,52.132418,False
13.6,2.3,15.9,51.953046,24.55,51.953046,False
13.6,2.4,16.0,51.777763,24.433333,51.777763,False
13.6,2.5,16.1,51.606437,24.316667,51.606437,False
13.6,2.6,16.2,51.438938,24.2,51.438938,False
13.6,2.7,16.3,51.275144,24.083333,51.275144,False
13.6,2.8,16.4,51.114937,23.966667,51.114937,False
13.6,2.9,16.5,50.958203,23.833333,50.958203,False
13.6,3.0,16.6,50.804834,23.716667,50.804834,False
13.6,3.1,16.7,50.654725,23.583333,50.654725,False
13.6,3.2,16.8,50.507777,23.466667,50.507777,False
13.6,3.3,16.9,50.363893,23.333333,50.363893,False
13.6,3.4,17.0,50.22298,23.2,50.22298,False
13.6,3.5,17.1,50.084949,23.066667,50.084949,False
13.6,3.6,17.2,49.949716,22.95,49.949716,False
13.6,3.7,17.3,49.817197,22.816667,49.817197,False
13.6,3.8,17.4,49.687314,22.683333,49.687314,False
13.6,3.9,17.5,49.55999,22.533333,49.55999,False
13.6,4.0,17.6,49.435153,22.4,49.435153,False
13.6,4.1,17.7,49.31273,22.266667,49.31273,False
13.6,4.2,17.8,49.192655,22.133333,49.192655,False
13.6,4.3,17.9,49.074861,21.983333,49.074861,False
13.6,4.4,18.0,48.959286,21.85,48.959286,False
13.6,4.5,18.1,48.845869,21.7,48.845869,False
13.6,4.6,18.2,48.73455,21.55,48.73455,False
13.6,4.7,18.3,48.625273,21.4,48.625273,False
13.6,4.8,18.4,48.517984,21.25,48.517984,False
13.6,4.9,18.5,48.412629,21.1,48.412629,False
13.6,5.0,18.6,48.309157,20.95,48.309157,False
13.6,5.1,18.7,48.20752,20.8,48.20752,False
13.6,5.2,18.8,48.107669,20.65,48.107669,False
13.6,5.3,18.9,48.009558,20.483333,48.009558,False
13.6,5.4,19.0,47.913144,20.316667,47.913144,False
13.6,5.5,19.1,47.818383,20.166667,47.818383,False
13.6,5.6,19.2,47.725234,20.0,47.725234,False
13.6,5.7,19.3,47.633655,19.833333,47.633655,False
13.6,5.8,19.4,47.54361,19.666667,47.54361,False
13.6,5.9,19.5,47.455059,19.5,47.455059,False
13.6,6.0,19.6,47.367966,19.316667,47.367966,False
13.6,6.1,19.7,47.282297,19.15,47.282297,False
13.6,6.2,19.8,47.198016,18.966667,47.198016,False
13.6,6.3,19.9,47.115091,18.783333,47.115091,False
13.6,6.4,20.0,47.03349,18.6,47.03349,False
13.7,0.6,14.3,55.66214,26.366667,55.66214,False
13.7,0.7,14.4,55.393639,26.266667,55.393639,False
13.7,0.8,14.5,55.132409,26.166667,55.132409,False
13.7,0.9,14.6,54.878174,26.066667,54.878174,False
13.7,1.0,14.7,54.630673,25.95,54.630673,False
13.7,1.1,14.8,54.389655,25.85,54.389655,False
13.7,1.2,14.9,54.154881,25.75,54.154881,False
13.7,1.3,15.0,53.926124,25.633333,53.926124,False
13.7,1.4,15.1,53.703167,25.533333,53.703167,False
13.7,1.5,15.2,53.4858,25.416667,53.4858,False
13.7,1.6,15.3,53.273825,25.3,53.273825,False
13.7,1.7,15.4,53.067054,25.2,53.067054,False
13.7,1.8,15.5,52.865303,25.083333,52.865303,False
13.7,1.9,15.6,52.6684,24.966667,52.6684,False
13.7,2.0,15.7,52.476178,24.85,52.476178,False
13.7,2.1,15.8,52.288478,24.733333,52.288478,False
13.7,2.2,15.9,52.105149,24.616667,52.105149,False
13.7,2.3,16.0,51.926045,24.5,51.926045,False
13.7,2.4,16.1,51.751025,24.383333,51.751025,False
13.7,2.5,16.2,51.579957,24.266667,51.579957,False
13.7,2.6,16.3,51.412712,24.15,51.412712,False
13.7,2.7,16.4,51.249167,24.033333,51.249167,False
13.7,2.8,16.5,51.089205,23.9,51.089205,False
13.7,2.9,16.6,50.932712,23.783333,50.932712,False
13.7,3.0,16.7,50.779579,23.65,50.779579,False
13.7,3.1,16.8,50.629703,23.533333,50.629703,False
13.7,3.2,16.9,50.482983,23.4,50.482983,False
13.7,3.3,17.0,50.339323,23.283333,50.339323,False
13.7,3.4,17.1,50.19863,23.15,50.19863,False
13.7,3.5,17.2,50.060817,23.016667,50.060817,False
13.7,3.6,17.3,49.925797,22.883333,49.925797,False
13.7,3.7,17.4,49.793488,22.75,49.793488,False
13.7,3.8,17.5,49.663811,22.616667,49.663811,False
13.7,3.9,17.6,49.53669,22.483333,49.53669,False
13.7,4.0,17.7,49.412052,22.333333,49.412052,False
13.7,4.1,17.8,49.289826,22.2,49.289826,False
13.7,4.2,17.9,49.169944,22.066667,49.169944,False
13.7,4.3,18.0,49.052341,21.916667,49.052341,False
13.7,4.4,18.1,48.936953,21.766667,48.936953,False
13.7,4.5,18.2,48.82372,21.633333,48.82372,False
13.7,4.6,18.3,48.712582,21.483333,48.712582,False
13.7,4.7,18.4,48.603484,21.333333,48.603484,False
13.7,4.8,18.5,48.49637,21.183333,48.49637,False
13.7,4.9,18.6,48.391188,21.033333,48.391188,False
13.7,5.0,18.7,48.287887,20.883333,48.287887,False
13.7,5.1,18.8,48.186418,20.716667,48.186418,False
13.7,5.2,18.9,48.086732,20.566667,48.086732,False
13.7,5.3,19.0,47.988785,20.4,47.988785,False
13.7,5.4,19.1,47.892531,20.25,47.892531,False
13.7,5.5,19.2,47.797929,20.083333,47.797929,False
13.7,5.6,19.3,47.704935,19.916667,47.704935,False
13.7,5.7,19.4,47.61351,19.75,47.61351,False
13.7,5.8,19.5,47.523616,19.583333,47.523616,False
13.7,5.9,19.6,47.435214,19.4,47.435214,False
13.7,6.0,19.7,47.348269,19.233333,47.348269,False
13.7,6.1,19.8,47.262745,19.05,47.262745,False
13.7,6.2,19.9,47.178607,18.883333,47.178607,False
13.7,6.3,20.0,47.095823,18.7,47.095823,False
13.7,6.4,20.1,47.014361,18.516667,47.014361,False
13.8,0.6,14.4,55.629643,26.333333,55.629643,False
13.8,0.7,14.5,55.361516,26.233333,55.361516,False
13.8,0.8,14.6,55.10065,26.133333,55.10065,False
13.8,0.9,14.7,54.846772,26.033333,54.846772,False
13.8,1.0,14.8,54.59962,25.916667,54.59962,False
13.8,1.1,14.9,54.358943,25.816667,54.358943,False
13.8,1.2,15.0,54.124504,25.7,54.124504,False
13.8,1.3,15.1,53.896075,25.6,53.896075,False
13.8,1.4,15.2,53.673438,25.483333,53.673438,False
13.8,1.5,15.3,53.456386,25.383333,53.456386,False
13.8,1.6,15.4,53.244719,25.266667,53.244719,False
13.8,1.7,15.5,53.03825,25.15,53.03825,False
13.8,1.8,15.6,52.836796,25.033333,52.836796,False
13.8,1.9,15.7,52.640183,24.933333,52.640183,False
13.8,2.0,15.8,52.448246,24.816667,52.448246,False
13.8,2.1,15.9,52.260827,24.7,52.260827,False
13.8,2.2,16.0,52.077772,24.583333,52.077772,False
13.8,2.3,16.1,51.898938,24.466667,51.898938,False
13.8,2.4,16.2,51.724183,24.333333,51.724183,False
13.8,2.5,16.3,51.553375,24.216667,51.553375,False
13.8,2.6,16.4,51.386385,24.1,51.386385,False
13.8,2.7,16.5,51.223091,23.983333,51.223091,False
13.8,2.8,16.6,51.063375,23.85,51.063375,False
13.8,2.9,16.7,50.907123,23.733333,50.907123,False
13.8,3.0,16.8,50.754229,23.6,50.754229,False
13.8,3.1,16.9,50.604586,23.483333,50.604586,False
13.8,3.2,17.0,50.458096,23.35,50.458096,False
13.8,3.3,17.1,50.314661,23.216667,50.314661,False
13.8,3.4,17.2,50.174191,23.083333,50.174191,False
13.8,3.5,17.3,50.036596,22.95,50.036596,False
13.8,3.6,17.4,49.90179,22.816667,49.90179,False
13.8,3.7,17.5,49.769692,22.683333,49.769692,False
13.8,3.8,17.6,49.640223,22.55,49.640223,False
13.8,3.9,17.7,49.513306,22.416667,49.513306,False
13.8,4.0,17.8,49.388869,22.266667,49.388869,False
13.8,4.1,17.9,49.26684,22.133333,49.26684,False
13.8,4.2,18.0,49.147153,22.0,49.147153,False
13.8,4.3,18.1,49.029741,21.85,49.029741,False
13.8,4.4,18.2,48.914542,21.7,48.914542,False
13.8,4.5,18.3,48.801494,21.55,48.801494,False
13.8,4.6,18.4,48.690539,21.416667,48.690539,False
13.8,4.7,18.5,48.581621,21.266667,48.581621,False
13.8,4.8,18.6,48.474684,21.1,48.474684,False
13.8,4.9,18.7,48.369676,20.95,48.369676,False
